Episode	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	Time
100	-40.917004	3.5855348	-30.2	-50.05	60.0	51 sec
200	-32.728004	6.319254	-11.45	-44.2	60.0	2 min 55 sec
300	-25.013498	9.526082	6.0499997	-39.7	60.0	5 min 2 sec
400	-25.053999	8.250833	3.6999998	-39.100002	60.0	7 min 12 sec
500	-19.910002	11.447169	17.55	-45.9	60.0	10 min 5 sec
600	-21.164	11.051035	34.75	-38.75	60.0	17 min 13 sec
700	-21.497002	10.571123	19.949999	-40.3	60.0	22 min 26 sec
800	-19.538502	11.130896	10.799999	-39.05	60.0	29 min 19 sec
900	-15.979	13.61459	31.3	-38.100002	60.0	38 min 18 sec
1000	-14.170502	14.317416	23.8	-48.95	60.0	47 min 11 sec
1100	-10.683001	15.867279	32.25	-38.0	60.0	56 min 11 sec
1200	-6.102	16.169685	37.6	-36.7	60.0	1 h 5 min 4 sec
1300	0.7204994	18.108644	52.85	-45.600002	60.0	1 h 14 min 3 sec
1400	5.683	18.126392	48.15	-33.0	60.0	1 h 22 min 59 sec
1500	8.237	19.682972	61.55	-32.4	60.0	1 h 31 min 58 sec
1600	10.480499	18.887468	58.5	-25.35	60.0	1 h 40 min 50 sec
1700	13.865998	18.427357	54.85	-27.300001	60.0	1 h 49 min 49 sec
1800	23.244	24.751413	91.5	-23.85	60.0	1 h 58 min 21 sec
1900	31.920002	24.673792	92.5	-30.25	60.0	2 h 7 min 15 sec
2000	42.1115	27.660643	105.5	-30.900002	60.0	2 h 16 min 13 sec
2100	41.688496	25.132841	112.85	-26.6	60.0	2 h 25 min 6 sec
2200	42.552002	27.105963	99.55	-25.75	60.0	2 h 34 min 5 sec
2300	44.761	26.375715	99.85	-22.15	60.0	2 h 42 min 56 sec
2400	20.416498	31.340204	92.0	-76.450005	60.0	2 h 51 min 56 sec
2500	39.036	24.814167	96.95	-29.1	60.0	3 h 0 min 45 sec
2600	53.16	27.546633	111.2	-9.05	60.0	3 h 9 min 46 sec
2700	57.957504	31.258572	112.75	-28.0	60.0	3 h 18 min 40 sec
2800	59.236996	27.684885	127.75	9.099999	60.0	3 h 27 min 22 sec
2900	58.4905	27.63879	110.75	-2.2500007	60.0	3 h 36 min 20 sec
3000	63.529003	28.975939	139.75	-25.75	60.0	3 h 45 min 13 sec
3100	70.654	28.334671	150.25	1.1499997	60.0	3 h 54 min 12 sec
3200	71.664505	29.517086	135.5	-17.400002	60.0	4 h 3 min 7 sec
3300	71.052	31.17597	142.15	-17.650002	60.0	4 h 12 min 3 sec
3400	70.1305	34.109764	153.35	-4.4000006	60.0	4 h 20 min 20 sec
3500	69.1895	33.20649	156.0	-13.5	60.0	4 h 29 min 17 sec
3600	65.80001	32.669174	120.15	-26.9	60.0	4 h 38 min 13 sec
3700	71.8725	27.809801	132.65	13.349999	60.0	4 h 47 min 7 sec
3800	61.543	30.809484	116.55	-4.8	60.0	4 h 56 min 8 sec
3900	74.333	26.909151	121.0	5.399999	60.0	5 h 4 min 25 sec
4000	65.0675	33.759594	141.45	-8.700001	60.0	5 h 13 min 24 sec
4100	71.05601	33.71844	141.0	-32.850002	60.0	5 h 22 min 15 sec
4200	82.76401	27.939333	138.35	7.45	60.0	5 h 31 min 13 sec
4300	79.76601	32.09104	149.7	-12.150001	60.0	5 h 40 min 7 sec
4400	68.861496	37.726013	155.5	-12.35	60.0	5 h 49 min 5 sec
4500	72.3825	34.632175	154.85	-7.75	60.0	5 h 58 min 3 sec
4600	61.918003	36.821766	140.05	-7.8000007	60.0	6 h 6 min 55 sec
4700	45.753	34.456913	128.3	-25.300001	60.0	6 h 15 min 53 sec
4800	57.188496	32.831963	130.05	-23.5	60.0	6 h 24 min 48 sec
4900	57.2635	29.735142	131.9	-5.850001	60.0	6 h 33 min 45 sec
5000	66.4925	31.316223	123.8	-12.5	60.0	6 h 42 min 41 sec
5100	39.348	35.212498	117.5	-33.5	60.0	6 h 51 min 37 sec
5200	58.934	27.23762	119.25	-21.300001	60.0	7 h 0 min 37 sec
5300	63.661	28.984795	129.4	-29.300001	60.0	7 h 9 min 31 sec
5400	60.333004	29.065426	144.35	-13.6	60.0	7 h 18 min 31 sec
5500	65.539505	27.666048	113.45	-27.050001	60.0	7 h 27 min 24 sec
5600	60.1085	26.246443	120.6	-3.4500003	60.0	7 h 36 min 25 sec
5700	48.061504	35.06723	105.45	-37.300003	60.0	7 h 45 min 21 sec
5800	66.26849	27.00805	121.15	-8.400001	60.0	7 h 54 min 18 sec
5900	73.84251	26.136969	133.2	18.4	60.0	8 h 3 min 16 sec
6000	78.66	33.16225	142.35	1.149998	60.0	8 h 12 min 6 sec
