Episode	TestRet	TestSteps	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	Time
50	-311.4950055532157	100.0	-330.036	8.956562	-310.95	-344.7	100.0	8 min 56 sec
100	-289.46500563286247	100.0	-305.784	38.226334	-196.65001	-507.2	100.0	18 min 57 sec
150	-349.1050095081329	100.0	-324.47702	104.83128	-205.8	-707.7	100.0	28 min 50 sec
200	-604.1200224786996	100.0	-320.439	107.12313	-209.25	-685.7	100.0	38 min 41 sec
250	-535.9200174003839	100.0	-322.421	112.55214	-169.1	-748.4	100.0	48 min 32 sec
300	-634.7300234723837	100.0	-291.903	75.25766	-209.90001	-696.30005	100.0	58 min 43 sec
350	-327.2900077737868	100.0	-283.421	69.5706	-123.100006	-614.95	100.0	1 h 8 min
400	-474.84001627117397	100.0	-255.135	35.640446	-128.8	-309.15	100.0	1 h 18 min
450	-325.86000732146204	100.0	-252.112	53.220795	-142.90001	-469.35	100.0	1 h 28 min
500	-352.21500890031456	100.0	-259.08603	77.902374	-15.450008	-625.0	100.0	1 h 38 min
550	-326.2050085220486	100.0	-215.914	83.07406	58.499996	-370.65002	100.0	1 h 48 min
600	-310.6000076420605	100.0	-225.61801	46.92832	-44.350006	-291.30002	100.0	1 h 58 min
650	-265.03500843308865	100.0	-166.48602	116.81193	133.25	-384.95	100.0	2 h 8 min
700	-327.9050082821399	100.0	-174.87	115.7005	191.79999	-282.6	100.0	2 h 19 min
750	-280.2850079331547	100.0	-161.726	106.074585	197.95	-283.0	100.0	2 h 28 min
800	-243.50000761412085	100.0	-165.65602	131.9221	344.8	-365.25	100.0	2 h 38 min
850	-283.15000926554205	100.0	-193.26303	154.50449	255.09999	-562.4	100.0	2 h 48 min
900	-43.82000521868467	100.0	-151.20502	181.44545	461.35	-472.50003	100.0	2 h 58 min
950	-84.00000676624477	100.0	-80.396	131.09506	272.3	-258.5	100.0	3 h 8 min
1000	-183.73500678613783	100.0	-102.37601	141.96533	392.55	-278.45	100.0	3 h 18 min
1050	-74.1600066896528	100.0	-63.304	215.32388	584.6	-596.35004	100.0	3 h 28 min
1100	-214.020008796826	100.0	-169.87102	195.94725	402.9	-511.00003	100.0	3 h 38 min
