Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
0	-41.205357	3.290526	-33.25	-45.5	80.0	40000	-6.123446e-08	4.1245756	-0.011928122	-3.2137666	3.4872956	0.011898818	0.100675	49.0	14.169735670089722
1	-39.70893	3.142211	-32.0	-44.600002	80.0	80000	-3.259629e-09	0.83262324	-0.009231431	-0.052226312	3.4790237	0.009835189	0.0664	49.0	28.720253944396973
2	-39.54273	2.4625084	-31.65	-42.600002	80.0	120000	-1.5366822e-08	0.7173851	-0.010040063	-0.009639762	3.459224	0.008212348	0.078150004	49.0	45.53919696807861
3	-38.6	2.5914547	-29.5	-42.0	80.0	160000	9.778887e-09	0.6518961	-0.010155778	-0.014528953	3.437006	0.011010985	0.081625	49.0	61.97055697441101
4	-37.85268	2.6904826	-31.45	-41.5	80.0	200000	-1.1175871e-08	0.530419	-0.012648401	-0.023039628	3.4018676	0.011393174	0.1132	49.0	78.13437557220459
5	-37.488396	1.9754066	-32.850002	-40.600002	80.0	240000	1.1175871e-08	0.4722247	-0.0118837105	-0.029589001	3.35415	0.01044069	0.104475	49.0	97.21693205833435
6	-36.85089	1.9307774	-28.6	-39.350002	80.0	280000	-1.8626451e-09	0.4046541	-0.013059748	-0.033895943	3.3033671	0.008547606	0.120825	49.0	117.09196591377258
7	-36.002678	2.7045999	-26.9	-39.2	80.0	320000	2.73576e-09	0.4161591	-0.013825369	-0.034199674	3.2549303	0.011581195	0.127275	49.0	140.63411831855774
8	-35.25536	2.6937044	-25.95	-38.0	80.0	360000	-1.3969839e-09	0.39699996	-0.014065232	-0.027029634	3.2039738	0.011065492	0.13387501	49.0	159.38303589820862
9	-33.83482	3.836199	-25.5	-38.100002	80.0	400000	-2.0023435e-08	0.45035064	-0.013214264	-0.020136658	3.1507528	0.009531046	0.1143	49.0	174.35313868522644
10	-32.030357	6.441382	-14.7	-37.8	80.0	440000	-3.7252903e-09	0.50745845	-0.01382523	-0.02910912	3.1043816	0.009499494	0.113800004	49.0	188.4947361946106
11	-30.244644	8.826571	-6.05	-37.9	80.0	480000	-4.1909516e-09	0.6930674	-0.014725629	-0.033270437	3.0517251	0.008400459	0.10915	49.0	202.82014894485474
12	-28.075893	11.971436	2.3	-37.75	80.0	520000	6.519258e-09	0.9181087	-0.014281783	-0.038947627	3.0248444	0.007256587	0.100325	49.0	217.51810717582703
13	-25.99375	14.820377	13.950001	-37.55	80.0	560000	-6.9849193e-09	1.1081519	-0.014240244	-0.049555816	2.9952567	0.0098106265	0.097275004	49.0	234.65389442443848
14	-22.524107	19.466885	27.1	-37.350002	80.0	600000	9.313226e-09	1.6745484	-0.014938846	-0.12569922	2.9510717	0.010541317	0.096725	49.0	249.37937211990356
15	-21.771427	20.929653	23.0	-37.25	80.0	640000	6.519258e-09	1.9518052	-0.013039602	-0.06302662	2.9331045	0.007871141	0.095249996	49.0	268.0922210216522
16	-18.683035	25.172369	40.9	-38.100002	80.0	680000	4.656613e-09	2.5266273	-0.012839993	-0.14114286	2.895938	0.009231109	0.108875	49.0	289.89046597480774
17	-16.213394	29.027521	52.600002	-37.5	80.0	720000	-1.3038516e-08	2.8900476	-0.012583938	-0.10355452	2.8789363	0.009041976	0.094275	49.0	312.3311548233032
18	-14.56875	31.89371	59.8	-37.0	80.0	760000	1.8626451e-09	3.1876264	-0.012481061	-0.0749557	2.8523173	0.008106535	0.08475	49.0	334.2515859603882
19	-14.113792	31.210499	63.5	-38.25	80.0	800000	-2.3283064e-09	3.2509446	-0.011994615	-0.07199925	2.840187	0.010008197	0.089200005	49.0	357.4894003868103
20	-13.348246	35.20797	74.8	-37.100002	80.0	840000	1.3969839e-09	4.3399944	-0.012069516	-0.3091395	2.8240256	0.008966321	0.088375	49.0	380.24941873550415
21	-13.31017	33.846836	82.45	-37.75	80.0	880000	-1.8626451e-09	4.6105375	-0.011252369	-0.14632648	2.8003879	0.008385178	0.082550004	49.0	402.0095748901367
22	-11.975	36.411373	82.35	-36.55	80.0	920000	2.3283064e-09	4.613225	-0.01172935	-0.19870329	2.7760327	0.008998214	0.083625	49.0	425.0853810310364
23	-10.688334	36.9291	74.0	-36.100002	80.0	960000	-5.5879354e-09	4.579051	-0.011811283	-0.12186736	2.7677467	0.008322341	0.0993	49.0	447.2103810310364
24	-9.715256	38.59174	84.0	-37.05	80.0	1000000	-4.656613e-10	4.700233	-0.011083091	-0.1790092	2.7284646	0.0074689924	0.077225	49.0	467.5656657218933
25	-6.632501	42.025898	94.95	-35.9	80.0	1040000	7.450581e-09	5.3399606	-0.011508707	-0.23754829	2.711657	0.015653083	0.08685	43.0	489.75058579444885
26	-6.028907	42.040417	100.85	-35.25	80.0	1080000	9.313226e-10	5.4889383	-0.011404817	-0.2676524	2.680299	0.009364903	0.099025	49.0	512.0397527217865
27	-2.8085942	46.658867	121.15	-36.55	80.0	1120000	6.519258e-09	7.1428614	-0.010913294	-0.299178	2.6439686	0.008679614	0.080625	49.0	537.8554954528809
28	-7.1250005	38.917095	105.55	-34.95	80.0	1160000	9.313226e-10	5.666888	-0.011408204	-0.34047502	2.6248615	0.008291356	0.090425	49.0	561.5290884971619
29	-2.579688	45.675903	105.55	-35.25	80.0	1200000	2.7939677e-09	6.9216356	-0.01087091	-0.35231084	2.6059053	0.00824281	0.08984999	49.0	587.6292088031769
30	2.6554682	52.972214	121.1	-36.100002	80.0	1240000	5.5879354e-09	8.540741	-0.011503074	-0.46310216	2.551344	0.01014467	0.093150005	49.0	608.347772359848
31	2.7874992	53.15123	117.35	-35.7	80.0	1280000	4.656613e-09	8.350272	-0.011165209	-0.2498408	2.5093703	0.0075447694	0.0871	49.0	635.0693621635437
32	5.5031247	56.573196	138.65	-37.850002	80.0	1320000	2.7939677e-09	10.164656	-0.010428176	-0.37377363	2.4972339	0.008340783	0.08435	49.0	659.6852059364319
33	8.246094	60.779743	146.05	-36.3	80.0	1360000	-5.005859e-09	9.610731	-0.010607598	-0.36815453	2.4566805	0.007858219	0.089275	49.0	683.0952603816986
34	10.256248	62.55006	145.7	-36.05	80.0	1400000	1.3038516e-08	10.055042	-0.0110725025	-0.4224751	2.4197307	0.009062873	0.08095	49.0	709.0494437217712
35	10.976516	63.32302	159.55	-34.95	80.0	1440000	4.656613e-10	10.782177	-0.010259343	-0.35633457	2.3690186	0.008394906	0.088275	49.0	731.3449635505676
36	10.759375	65.22595	167.2	-36.45	80.0	1480000	-5.5879354e-09	13.648949	-0.009563513	-0.5608734	2.3195689	0.007174151	0.0871	49.0	752.3224802017212
37	11.072656	65.74044	186.4	-36.350002	80.0	1520000	1.8626451e-09	11.274871	-0.009246725	-0.44125986	2.2918267	0.00687853	0.0638	49.0	776.3549854755402
