Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	EpNum	TrainIter	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
0	-164.20625	4.8760524	-150.6	-174.7	100.0	24.0	0.0	-1.8253922e-07	5.811305	-0.006912863	-4.5925303	3.4812737	0.014762947	0.075312495	49.0	14.688536882400513
1	-160.08125	7.89914	-142.05	-169.75	100.0	48.0	0.0	-4.773028e-09	1.1999593	-0.0044047656	-0.06372009	3.4586544	0.013705724	0.047750004	49.0	29.789105653762817
2	-158.325	5.4515104	-149.45	-168.2	100.0	72.0	0.0	-1.8626451e-09	1.0989866	-0.004985733	-0.021642655	3.434643	0.014344802	0.0709375	49.0	49.089905738830566
3	-154.60834	4.480389	-143.05	-161.35	100.0	96.0	0.0	-1.071021e-08	0.9910464	-0.0038216182	-0.021545209	3.4143248	0.013563611	0.0531	49.0	68.73696184158325
4	-152.82292	3.940521	-142.85	-157.75	100.0	120.0	0.0	6.9849193e-10	0.9142437	-0.004499124	-0.016552083	3.396563	0.013365696	0.032937504	49.0	91.18222618103027
5	-151.38959	3.8657687	-144.8	-157.2	100.0	144.0	0.0	-2.0954758e-08	0.79112244	-0.0052902782	-0.025899254	3.3615725	0.015030879	0.090475	44.0	115.82590889930725
6	-148.20418	3.9860938	-139.8	-154.90001	100.0	168.0	0.0	-1.5366822e-08	0.63898784	-0.004751533	-0.03796745	3.3138285	0.015006	0.079025	28.0	134.8890380859375
7	-145.25835	3.8657322	-131.65001	-150.65001	100.0	192.0	0.0	2.689194e-08	0.5818562	-0.00641857	-0.04809386	3.2752361	0.014328318	0.10705	49.0	159.3410255908966
8	-141.9146	3.4184098	-134.95	-148.40001	100.0	216.0	0.0	-1.3969839e-08	0.6123754	-0.0037128278	-0.07167721	3.1986299	0.016023789	0.3691	9.0	179.60628390312195
9	-137.054	3.3133948	-128.3	-142.0	100.0	241.0	0.0	-1.4901161e-08	0.6297983	-0.0036645774	-0.07386382	3.0978022	0.013187621	0.067525	49.0	201.96161675453186
10	-135.164	3.9930084	-129.5	-142.35	100.0	266.0	0.0	-1.0244548e-08	0.5574135	-0.0040994845	-0.069903985	3.010033	0.015577661	0.15426251	24.0	222.67100358009338
11	-135.77501	4.0589914	-129.55	-143.40001	100.0	290.0	0.0	0.0	0.44523272	-0.004251466	-0.03861319	2.9701297	0.010577649	0.0905625	49.0	242.9647877216339
12	-135.51668	4.818445	-127.700005	-145.5	100.0	314.0	0.0	-5.2386895e-09	0.43585894	-0.0038623924	-0.019881181	2.855565	0.010201808	0.049075	49.0	265.6892831325531
13	-137.00835	3.9312491	-130.55	-143.85	100.0	338.0	0.0	2.3283064e-10	0.3824523	-0.0032786867	-0.012957722	2.7744133	0.01093412	0.0473	49.0	287.58575344085693
14	-136.71877	3.4868155	-130.65001	-144.25	100.0	362.0	0.0	-2.7939677e-09	0.35869443	-0.0037235604	-0.012319833	2.6963751	0.011911136	0.053925	49.0	307.13995695114136
15	-139.14583	3.758322	-131.45	-145.5	100.0	386.0	0.0	-1.0128133e-08	0.3065573	-0.0037326564	-0.0074720345	2.6675167	0.012339567	0.056325	49.0	328.5688636302948
16	-138.89375	3.5356314	-132.25	-144.2	100.0	410.0	0.0	1.0477379e-09	0.30871063	-0.0031730272	-0.007422991	2.6062663	0.011486928	0.0462625	49.0	349.9123818874359
17	-139.90834	3.6024785	-132.5	-145.0	100.0	434.0	0.0	-4.656613e-09	0.317103	-0.0031839954	-0.013045855	2.6249862	0.011835957	0.044375002	49.0	373.10708451271057
18	-140.7375	2.6729836	-132.8	-144.3	100.0	458.0	0.0	1.3038516e-08	0.29979938	-0.0032055578	-0.006080512	2.5823054	0.0083756205	0.0399625	49.0	396.4750680923462
19	-140.94585	3.144504	-133.8	-144.90001	100.0	482.0	0.0	-1.2805685e-08	0.30060965	-0.0036529244	-0.008205004	2.5169852	0.009855598	0.0185	49.0	419.74861884117126
20	-140.91249	2.9749038	-133.15001	-145.95	100.0	506.0	0.0	3.259629e-09	0.31228116	-0.003295226	-0.007502869	2.509084	0.010807114	0.066337496	49.0	441.27846121788025
21	-142.17708	2.517479	-137.45	-145.45	100.0	530.0	0.0	0.0	0.33710116	-0.0031464454	-0.009082012	2.4946358	0.011502548	0.0397875	49.0	463.09027099609375
22	-141.30418	2.9978101	-135.45	-145.35	100.0	554.0	0.0	-8.8475645e-09	0.36219305	-0.003052538	-0.006372452	2.4980435	0.009517172	0.0224625	49.0	483.34104204177856
23	-141.17917	2.300811	-137.45	-145.2	100.0	578.0	0.0	3.0267984e-09	0.38781387	-0.0026459938	-0.005604185	2.4775944	0.008824572	0.053425	49.0	507.0391798019409
