Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	EpNum	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
0	-92.791245	7.223753	-76.700005	-105.25	80.0	40.0	80000	-4.004687e-08	3.0537188	-0.0060199318	-2.019308	3.4936867	0.010008038	0.042425	49.0	12.710261821746826
1	-91.94875	7.706746	-76.15	-109.25	80.0	80.0	160000	-1.2805685e-09	0.9389428	-0.005996815	-0.013866454	3.4853446	0.010177549	0.039762497	49.0	25.37421464920044
2	-91.1425	4.953352	-79.1	-102.25	80.0	120.0	240000	7.450581e-09	0.8978748	-0.005141044	-0.011077695	3.4705577	0.009594161	0.028075	49.0	38.01196599006653
3	-87.18876	6.2142024	-73.3	-99.4	80.0	160.0	320000	1.1175871e-08	0.9525044	-0.006399611	-0.012419663	3.458809	0.007488671	0.032250002	49.0	50.67701005935669
4	-86.177505	9.257166	-65.55	-106.25	80.0	200.0	400000	-4.656613e-09	1.0490395	-0.0071083615	-0.0066885874	3.4429703	0.008776715	0.0410125	49.0	63.27376055717468
5	-80.24751	11.212978	-54.55	-103.6	80.0	240.0	480000	4.656613e-10	1.1756862	-0.0087037925	-0.015770331	3.4309652	0.008227555	0.06415	49.0	75.95160555839539
6	-75.205	12.290783	-30.85	-93.85	80.0	280.0	560000	4.5401976e-09	1.4834272	-0.008604938	-0.015826806	3.405862	0.009194307	0.073275	49.0	88.54396677017212
7	-67.10625	16.141779	-28.45	-90.950005	80.0	320.0	640000	2.7939677e-09	1.8730712	-0.009174246	-0.025467783	3.371294	0.0094619505	0.0634375	49.0	101.13047075271606
8	-59.30125	14.968424	-26.3	-84.9	80.0	360.0	720000	-8.381903e-09	2.718306	-0.0093890345	-0.06316626	3.320405	0.009887464	0.07178751	49.0	113.70434904098511
9	-46.87143	27.443615	39.7	-97.35	80.0	402.0	800000	4.656613e-10	4.183079	-0.009086096	-0.056786537	3.2498746	0.010125825	0.089	49.0	126.281747341156
10	-34.468185	27.74386	60.8	-78.1	80.0	446.0	880000	9.313226e-10	5.6025057	-0.007847594	-0.05365458	3.1633725	0.009584481	0.080275	49.0	138.87852716445923
11	-32.44149	32.27574	39.8	-84.700005	80.0	493.0	960000	-7.450581e-09	6.287978	-0.007336705	-0.039693415	3.0746448	0.008842861	0.075100005	49.0	151.45710372924805
12	-2.6644454	41.920727	99.4	-88.950005	80.0	538.0	1040000	-7.450581e-09	12.427311	-0.0070085097	-0.18575144	2.982966	0.008315409	0.08	49.0	164.04544472694397
13	-8.734784	37.199474	85.65	-62.15	80.0	584.0	1120000	3.7252903e-09	10.918157	-0.0063996566	-0.07560897	2.8947675	0.009324454	0.08095	49.0	176.5297122001648
14	7.7542543	44.06417	137.05	-60.25	80.0	631.0	1200000	-1.4901161e-08	16.134895	-0.00622776	-0.10942328	2.8033307	0.009063767	0.055974998	49.0	189.0995318889618
15	12.169791	50.16965	113.6	-76.700005	80.0	679.0	1280000	-2.7939677e-09	15.211084	-0.0060591036	-0.10335946	2.7245297	0.008753318	0.0529875	49.0	201.65592789649963
16	0.030207952	42.608704	117.9	-82.85	80.0	727.0	1360000	-3.7252903e-09	14.743589	-0.0049624317	-0.08430898	2.6490135	0.0075481096	0.0395875	49.0	214.22354102134705
