Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	EpNum	TrainIter	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
0	-93.68001	5.9598536	-79.6	-106.5	80.0	40.0	0.0	3.7252903e-09	3.1166635	-0.005494857	-2.1921163	3.4813004	0.013738118	0.061400004	49.0	27.226433038711548
1	-92.5075	5.9376187	-84.75	-116.0	80.0	80.0	0.0	1.1175871e-08	0.84090644	-0.004648516	-0.036012977	3.4691997	0.01164706	0.03005	49.0	53.99419069290161
2	-92.560005	6.3123703	-80.450005	-105.65	80.0	120.0	0.0	-9.313226e-10	0.8607222	-0.005164327	-0.017063722	3.4512868	0.011555216	0.0478	49.0	89.13002419471741
3	-90.99876	6.3409534	-73.25	-103.4	80.0	160.0	0.0	-2.7939677e-09	0.8691306	-0.005788707	-0.014348574	3.4513144	0.01067408	0.043174997	49.0	113.49302101135254
4	-87.315	6.9279075	-72.6	-101.6	80.0	200.0	0.0	-1.6298145e-08	0.97250754	-0.007013617	-0.011182889	3.4330926	0.009637231	0.0573875	49.0	139.93314003944397
5	-85.958755	7.2079897	-74.35	-102.200005	80.0	240.0	0.0	-3.7252903e-09	0.9043274	-0.0073981704	-0.011560045	3.411797	0.0081468765	0.0576	49.0	165.53716945648193
6	-84.424385	8.968394	-64.0	-101.65	80.0	281.0	0.0	1.3969839e-09	1.0401392	-0.007538137	-0.008774042	3.386456	0.009373154	0.049500003	49.0	192.16424679756165
7	-75.935	10.757516	-46.850002	-95.05	80.0	321.0	0.0	-1.2572855e-08	1.3669605	-0.008670069	-0.018098623	3.374526	0.0090720225	0.0612	49.0	218.46462202072144
8	-70.083755	12.870544	-39.95	-93.0	80.0	361.0	0.0	4.656613e-10	1.670368	-0.008516674	-0.019452408	3.3435903	0.0070741526	0.0530625	49.0	246.31335425376892
9	-61.859528	19.676615	5.1	-89.65	80.0	403.0	0.0	-7.450581e-09	2.4910188	-0.008550903	-0.033748463	3.3022778	0.009715322	0.074562505	49.0	275.00505208969116
10	-58.338367	19.213465	0.9499998	-92.35	80.0	446.0	0.0	-4.1909516e-09	3.0348427	-0.008335348	-0.027159289	3.2633166	0.008170476	0.07071251	49.0	302.75356435775757
11	-41.380684	30.991701	38.35	-98.05	80.0	490.0	0.0	-3.7252903e-09	5.0693316	-0.0074841203	-0.14077982	3.1866288	0.008161772	0.0629625	49.0	329.8414931297302
12	-25.271276	36.05906	68.3	-75.200005	80.0	537.0	0.0	0.0	7.146731	-0.0077565676	-0.20545596	3.1030996	0.008066006	0.06954999	49.0	357.10805344581604
13	-29.075003	35.966766	47.5	-86.5	80.0	585.0	0.0	9.313226e-09	7.785242	-0.006489779	-0.06794086	3.0313213	0.008245708	0.0614125	49.0	384.96839809417725
14	-15.040426	36.795128	72.85	-85.75	80.0	632.0	0.0	-6.519258e-09	9.375043	-0.0059982026	-0.07977641	2.9549723	0.007813968	0.050675	49.0	412.25625920295715
15	-21.261703	42.529503	67.7	-99.6	80.0	679.0	0.0	-7.450581e-09	9.070348	-0.0055943434	-0.08652872	2.8903494	0.0071041808	0.051	49.0	440.702374458313
16	-8.979788	37.340454	64.5	-78.25	80.0	726.0	0.0	1.8626451e-09	9.894274	-0.0054976875	-0.13073105	2.8102543	0.0070944102	0.0401875	49.0	468.3685691356659
17	14.130208	42.434086	103.6	-57.45	80.0	774.0	0.0	-9.313226e-09	11.845312	-0.006082913	-0.18636298	2.7303019	0.007418292	0.069425	49.0	496.2585701942444
18	-0.60729283	37.4452	74.85	-70.200005	80.0	822.0	0.0	-6.0535967e-09	11.046829	-0.0060398895	-0.12471914	2.660706	0.0071533443	0.049012497	49.0	524.0291349887848
19	24.491669	51.79336	115.0	-83.5	80.0	870.0	0.0	5.5879354e-09	13.471661	-0.005238717	-0.21590233	2.578977	0.0062942663	0.040300004	49.0	551.4724655151367
20	17.977083	48.12703	132.15	-63.0	80.0	918.0	0.0	-9.313226e-10	13.606012	-0.0052073887	-0.14190578	2.5371618	0.007219931	0.044650003	49.0	579.9137756824493
21	18.65319	47.71215	122.6	-73.9	80.0	965.0	0.0	-3.7252903e-09	14.443475	-0.0053977314	-0.13104796	2.4747453	0.006203183	0.0416625	49.0	607.2270872592926
22	29.768085	47.967396	129.85	-77.05	80.0	1012.0	0.0	9.313226e-10	14.148582	-0.0051852046	-0.13231099	2.399663	0.007402935	0.046274997	49.0	634.4999575614929
23	28.192553	51.714092	165.75	-55.95	80.0	1059.0	0.0	6.519258e-09	14.635582	-0.005353297	-0.13623035	2.3356593	0.0068643875	0.0454	49.0	661.8700339794159
24	36.078724	50.080437	164.6	-66.85	80.0	1106.0	0.0	1.0244548e-08	16.315403	-0.004456593	-0.22190547	2.275228	0.006616676	0.032100003	49.0	688.9990458488464
25	45.965214	52.396957	168.65	-30.6	80.0	1152.0	0.0	-7.450581e-09	17.654007	-0.004613922	-0.3048756	2.2166095	0.0063386485	0.0382375	49.0	717.3561997413635
26	39.183334	56.133926	161.45	-44.25	80.0	1200.0	0.0	-1.3504177e-08	14.223127	-0.004649207	-0.20222425	2.168646	0.005685517	0.0363625	49.0	745.2759127616882
27	38.90521	54.512917	165.1	-73.35	80.0	1248.0	0.0	-6.2864274e-09	14.769899	-0.004556476	-0.15344262	2.1454532	0.0057826657	0.0334125	49.0	771.7446825504303
28	49.33587	49.779404	154.65	-79.950005	80.0	1294.0	0.0	-3.7252903e-09	14.416547	-0.0038434216	-0.17409885	2.0966225	0.005143725	0.0345	49.0	798.5619275569916
29	42.08977	72.10671	221.9	-92.700005	80.0	1338.0	0.0	-1.0244548e-08	14.96499	-0.0045378497	-0.15323758	2.0925195	0.0044000703	0.030100001	49.0	827.289172410965
30	56.73298	57.28782	175.75	-60.65	80.0	1385.0	0.0	-7.916242e-09	16.722729	-0.0046700747	-0.31081808	2.053275	0.0060939356	0.038	49.0	856.8519492149353
31	59.821274	66.79114	263.5	-61.850002	80.0	1432.0	0.0	5.5879354e-09	15.449179	-0.004760349	-0.3175298	1.9824195	0.0061615324	0.0362875	49.0	884.3858599662781
32	77.17556	68.750694	221.8	-63.600002	80.0	1477.0	0.0	5.5879354e-09	17.270752	-0.004821309	-0.21942878	1.963449	0.006226678	0.0325875	49.0	911.9504053592682
33	78.66915	56.207333	193.7	-24.5	80.0	1524.0	0.0	0.0	15.953651	-0.004798961	-0.2209034	1.9360387	0.006812576	0.033575	49.0	939.9362452030182
34	80.65111	65.18199	224.0	-52.15	80.0	1569.0	0.0	-2.7939677e-09	17.293972	-0.004511808	-0.2475369	1.9092166	0.0063244873	0.0280875	49.0	967.2734122276306
35	93.92675	69.73963	260.1	-41.65	80.0	1612.0	0.0	9.313226e-09	19.879333	-0.004735467	-0.35189605	1.883246	0.004971851	0.0273	49.0	994.6317989826202
36	83.25544	64.466385	233.7	-53.15	80.0	1658.0	0.0	9.313226e-10	18.400457	-0.0042848345	-0.25100327	1.8525395	0.005752147	0.0309375	49.0	1022.0762569904327
37	95.17614	57.150814	232.0	3.1999996	80.0	1702.0	0.0	0.0	18.387085	-0.004323416	-0.26004624	1.8242731	0.0049383324	0.027800001	49.0	1049.8453681468964
38	108.58778	64.67776	252.45	-41.15	80.0	1747.0	0.0	-1.816079e-08	16.940691	-0.004188477	-0.2688831	1.7926803	0.004662533	0.01975	49.0	1077.249583721161
39	108.155556	66.946915	249.7	-19.900002	80.0	1792.0	0.0	2.3283064e-10	18.203201	-0.0049937945	-0.21285856	1.7658107	0.005968429	0.033299997	49.0	1105.0119013786316
40	103.49111	72.143845	230.1	-31.900002	80.0	1837.0	0.0	-8.614734e-09	16.417406	-0.0043060863	-0.20302284	1.7359474	0.0053851292	0.0291	49.0	1132.6611485481262
41	145.15465	82.3702	264.35	-51.4	80.0	1880.0	0.0	2.3283064e-09	19.137955	-0.0042597777	-0.45725894	1.7341266	0.004514346	0.0211125	49.0	1160.6231179237366
42	136.21196	60.48056	245.55	17.099998	80.0	1926.0	0.0	5.122274e-09	19.602303	-0.0043874304	-0.2826686	1.6943598	0.0057597877	0.0324625	49.0	1188.3076808452606
43	139.14113	65.83443	279.8	-37.100002	80.0	1971.0	0.0	-5.122274e-09	22.137142	-0.0042303447	-0.43614686	1.6483002	0.0056816177	0.030162498	49.0	1215.0631551742554
44	152.90814	56.866905	280.3	24.0	80.0	2014.0	0.0	-2.3283064e-09	20.563725	-0.0044248244	-0.3102249	1.6503536	0.005836807	0.027912501	49.0	1242.4079372882843
45	170.91046	78.00864	338.9	-20.95	80.0	2057.0	0.0	4.656613e-09	23.772873	-0.0045804847	-0.58649015	1.6380303	0.0049793515	0.0275	49.0	1269.8227639198303
46	154.60815	74.34978	319.25	-16.700003	80.0	2100.0	0.0	-9.313226e-09	20.595768	-0.0041494784	-0.46398127	1.6042064	0.0037714085	0.023275	49.0	1297.4629409313202
47	176.8589	69.22163	277.35	33.7	80.0	2145.0	0.0	4.656613e-09	20.579144	0.014069816	-0.26744866	1.6061158	0.01822624	0.21355	17.0	1322.54851937294
48	151.01047	75.824486	299.75	-3.7000008	80.0	2188.0	0.0	5.5879354e-09	17.696747	-0.004614464	-0.33622348	1.5859444	0.0040531703	0.02485	49.0	1349.6498348712921
49	144.11136	87.344765	300.4	-56.350002	80.0	2232.0	0.0	3.7252903e-09	18.024721	-0.0035093366	-0.25382984	1.5614805	0.003763337	0.021387499	49.0	1377.3640909194946
50	192.70815	69.77425	344.5	11.45	80.0	2275.0	0.0	1.3038516e-08	22.47232	-0.004078379	-0.51601994	1.548537	0.0047352333	0.025325	49.0	1404.8826546669006
51	191.80797	78.97884	379.8	-36.2	80.0	2319.0	0.0	-3.7252903e-09	19.179085	-0.0043733325	-0.23397279	1.5397456	0.0047700424	0.033175	49.0	1432.4170258045197
52	195.56627	79.38908	344.9	16.5	80.0	2362.0	0.0	6.2864274e-09	25.827494	-0.0032254097	-0.63163257	1.4914751	0.0032134354	0.016575001	49.0	1460.5383479595184
53	205.56277	69.93422	328.15	-7.1500006	80.0	2405.0	0.0	-3.7252903e-09	22.99611	-0.0036960247	-0.3282374	1.4930307	0.0045366534	0.0271	49.0	1488.063898563385
54	197.22325	74.20232	320.2	19.199999	80.0	2448.0	0.0	-4.656613e-09	21.958511	-0.0037882994	-0.26130843	1.4673893	0.0046107243	0.022425	49.0	1515.9741988182068
55	201.65118	75.010284	353.05	25.9	80.0	2490.0	0.0	-2.7939677e-09	21.831532	-0.003865514	-0.23876417	1.4830384	0.0041961633	0.021924999	49.0	1543.8801839351654
56	204.05609	90.85403	383.65	-8.900001	80.0	2531.0	0.0	-7.450581e-09	23.26678	-0.0033632317	-0.27930188	1.4484329	0.003933183	0.0221125	49.0	1571.8459587097168
57	233.99167	78.11216	381.65	60.25	80.0	2573.0	0.0	-2.3283064e-09	24.923828	-0.0036468247	-0.5294019	1.4785923	0.0034495753	0.0205	49.0	1599.4531729221344
58	216.15456	79.81431	393.3	25.999998	80.0	2617.0	0.0	-8.8475645e-09	23.486105	-0.004124093	-0.2741815	1.4553804	0.0038188319	0.028424999	49.0	1627.1356074810028
