Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	EpNum	MeanDiff	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
514	132.87813	0.8540892	134.9	129.45	14.018666	147930.0	0.0	1.14087015e-08	8.420997	-0.0067539103	-0.34949672	0.20108482	0.0068948064	0.041550003	49.0	7892.4668843746185
515	132.77907	0.85158384	134.9	129.75	14.077333	148305.0	0.0	-5.296897e-09	8.444355	-0.007037323	-0.3219201	0.20434165	0.006513673	0.040749997	49.0	7907.428946733475
516	132.772	0.90228754	134.9	128.0	14.082666	148680.0	0.0	-2.4738256e-09	8.296864	-0.006772196	-0.28605974	0.20319083	0.0064918282	0.04225	49.0	7922.377939462662
517	132.77652	0.87122685	134.7	129.6	14.088	149055.0	0.0	-2.9976945e-09	8.284149	-0.00669434	-0.32778883	0.20286208	0.006513439	0.0397625	49.0	7937.356735229492
518	132.67741	0.9707762	134.45	125.5	14.172043	149427.0	0.0	8.1490725e-09	8.41412	-0.006917419	-0.33539307	0.20655197	0.006807152	0.041737497	49.0	7952.265162706375
519	132.70093	1.0518663	134.45	122.65	14.152407	149801.0	0.0	5.8789738e-09	8.485628	-0.0067968518	-0.34002316	0.20331234	0.007269401	0.042075	49.0	7967.261204957962
520	132.83351	0.9601263	134.35	124.8	14.026596	150177.0	0.0	3.259629e-09	8.354165	-0.006729306	-0.30174255	0.19772907	0.0058186725	0.04095	49.0	7982.307734251022
521	132.95026	0.8272327	134.35	129.5	13.957784	150556.0	0.0	-5.646143e-09	8.388578	-0.006399438	-0.27431405	0.19052896	0.005913559	0.038975	49.0	7997.229461669922
522	132.95064	0.8558731	134.9	129.85	13.933863	150934.0	0.0	1.3271347e-08	8.213781	-0.0061657615	-0.30206442	0.18716833	0.005154579	0.038	49.0	8012.172422170639
523	132.8773	0.85272324	134.25	127.75	13.978891	151313.0	0.0	6.868504e-09	8.6456585	-0.006216646	-0.27458346	0.1899607	0.005954679	0.041100003	49.0	8027.112849473953
524	132.94432	0.83488804	134.35	128.05	13.944445	151691.0	0.0	2.764864e-09	8.135	-0.006286973	-0.27409917	0.19014774	0.006360288	0.039925	49.0	8042.0739579200745
525	133.00066	0.78703076	134.8	129.95	13.835078	152073.0	0.0	-6.170012e-09	8.156141	-0.00585561	-0.27828825	0.18472433	0.0045149922	0.0374375	49.0	8057.007563829422
526	132.93005	0.8819843	135.2	127.6	13.889764	152454.0	0.0	-7.537892e-09	8.018194	-0.0058817677	-0.26855212	0.1827246	0.0057336213	0.038425002	49.0	8071.974086284637
527	132.90263	0.8791557	134.8	127.45	13.907895	152834.0	0.0	-7.043127e-09	8.057272	-0.0060158866	-0.2475059	0.18563354	0.0054054176	0.0379	49.0	8086.893644332886
528	132.88228	0.9977704	134.8	125.15	13.925926	153212.0	0.0	-1.2922101e-08	8.155492	-0.0060575632	-0.27121764	0.18507262	0.005825036	0.0384875	49.0	8101.810106754303
529	132.97835	0.8669701	134.9	128.45	13.826772	153593.0	0.0	1.193257e-09	8.230984	-0.0059353746	-0.31054705	0.18159205	0.005619852	0.0393125	49.0	8116.749109506607
530	132.95197	0.8921427	135.1	128.8	13.858639	153975.0	0.0	-1.6880222e-09	8.076629	-0.0058275927	-0.24183941	0.17980915	0.0059215995	0.037187498	49.0	8131.793327569962
531	132.95488	0.8643428	135.2	128.25	13.881579	154355.0	0.0	-1.4784746e-08	8.321934	-0.0060385824	-0.26410985	0.18330088	0.005750672	0.037512496	49.0	8146.759762048721
532	132.95013	0.974327	135.2	128.15	13.871728	154737.0	0.0	1.7753337e-09	8.139107	-0.005952271	-0.23553753	0.17766325	0.006131869	0.036112502	49.0	8161.657157897949
533	133.06593	0.86816007	135.3	128.6	13.798956	155120.0	0.0	6.9558155e-09	7.993819	-0.005822365	-0.24042553	0.17458129	0.005825621	0.037225	49.0	8176.556502819061
534	132.89485	1.0752646	135.3	126.25	13.934037	155499.0	0.0	1.2543751e-08	8.15583	-0.006239919	-0.3117119	0.18171892	0.0058701225	0.037662502	49.0	8191.464665651321
535	133.03711	0.80420256	135.0	130.15	13.8046875	155883.0	0.0	-1.17579475e-08	7.8741107	-0.005676287	-0.26436007	0.1732213	0.0061628325	0.039137498	49.0	8206.387838840485
536	132.97467	0.84002316	135.3	130.3	13.859008	156266.0	0.0	-1.0797521e-08	8.1794195	-0.005399652	-0.26270884	0.17432404	0.0053745843	0.0344375	49.0	8221.324684619904
537	132.87369	0.91118354	135.2	127.45	13.942105	156646.0	0.0	-9.57516e-09	8.193628	-0.006004422	-0.25375968	0.18193644	0.0067887832	0.038425	49.0	8236.275450229645
538	133.02571	0.82105017	135.3	129.75	13.788511	157029.0	0.0	-3.8417056e-09	8.132785	-0.0056848056	-0.27513742	0.17355412	0.006428074	0.0379625	49.0	8251.218153953552
539	133.02467	0.8718989	135.3	129.45	13.819843	157412.0	0.0	-7.741619e-09	7.993773	-0.0056659332	-0.23102057	0.17596756	0.0053717443	0.036325	49.0	8266.135552167892
540	132.95209	0.8185169	135.2	129.65	13.874346	157794.0	0.0	-9.1677066e-10	7.9202967	-0.005395331	-0.25205052	0.17890123	0.005278617	0.0353375	49.0	8281.151071071625
541	133.00693	0.8248658	135.2	129.5	13.84555	158176.0	0.0	1.5366822e-08	8.090504	-0.005286859	-0.28197008	0.17937851	0.0053975424	0.0362	49.0	8296.115897417068
542	132.93921	0.8726104	135.2	128.5	13.91579	158556.0	0.0	1.0622898e-08	8.049779	-0.0054702046	-0.24504745	0.18124588	0.0060659107	0.039487496	49.0	8311.055499076843
543	132.84009	0.97443575	135.2	127.6	13.9920635	158934.0	0.0	-2.6193447e-09	7.9692936	-0.005980064	-0.26518977	0.18543458	0.005401387	0.0391875	49.0	8326.058835029602
544	132.92111	0.943106	135.2	127.2	13.96306	159313.0	0.0	1.618173e-08	7.996895	-0.0060321763	-0.3734753	0.18218958	0.0069081914	0.0429125	49.0	8341.052700281143
545	132.93394	0.9026384	135.2	129.65	13.942105	159693.0	0.0	3.2014214e-09	8.097713	-0.0054095746	-0.30965245	0.18024392	0.00539649	0.0357	49.0	8356.003904104233
546	132.95132	1.1995132	135.3	128.7	13.970822	160070.0	0.0	-1.5017577e-08	8.462653	-0.0063360557	-0.3179533	0.18191284	0.0059244093	0.0394875	49.0	8370.98888516426
547	133.04686	1.0433722	135.3	129.1	13.866141	160451.0	0.0	1.4086254e-08	8.007762	-0.005830668	-0.2543078	0.17663474	0.0060819467	0.038599998	49.0	8385.95434999466
548	132.98407	1.1193416	135.2	125.35	13.881579	160831.0	0.0	1.2514647e-08	8.044992	-0.006056882	-0.2766564	0.18071377	0.005721394	0.0394875	49.0	8400.861329555511
549	133.10274	1.0836493	135.2	126.95	13.7578125	161215.0	0.0	6.868504e-09	8.256279	-0.0060661808	-0.28530258	0.17616403	0.0071466086	0.042675003	49.0	8415.793982505798
550	132.81757	1.1172596	135.3	127.4	14.031915	161591.0	0.0	7.770723e-09	8.402297	-0.0066702757	-0.34767383	0.19096076	0.005915655	0.04205	49.0	8430.888363361359
551	132.97382	1.1383069	135.2	126.15	13.886842	161971.0	0.0	-6.9849193e-09	8.134303	-0.006076168	-0.2923283	0.18176611	0.007718023	0.044375002	49.0	8445.858933925629
552	133.0164	1.0166929	135.3	126.2	13.78125	162355.0	0.0	3.0267984e-09	7.9761457	-0.005339879	-0.29469228	0.16926984	0.006008689	0.036299996	49.0	8460.806726455688
553	132.98451	1.2029967	135.4	126.85	13.863517	162736.0	0.0	-1.3387762e-09	8.43287	-0.006134959	-0.34267074	0.17559701	0.006050272	0.040575	49.0	8475.876280546188
554	132.95393	1.1654578	135.2	126.45	13.881889	163117.0	0.0	2.0256266e-08	8.57538	-0.0057250275	-0.29918683	0.17840749	0.005436764	0.036262497	49.0	8490.834713459015
555	132.9606	1.0182623	135.2	127.2	13.84555	163499.0	0.0	-1.5410478e-08	8.364119	-0.0055605993	-0.24632329	0.17433138	0.005817204	0.0387	49.0	8505.806814432144
556	132.77167	1.1419889	135.2	125.1	14.00532	163875.0	0.0	-2.6047928e-09	8.54126	-0.006300706	-0.26490307	0.18394613	0.0055255354	0.039075002	49.0	8520.794733524323
557	132.95851	0.9937962	135.3	126.5	13.850785	164257.0	0.0	-1.0972144e-08	8.357893	-0.0058618383	-0.30298007	0.17456955	0.006306237	0.0381125	49.0	8535.810970783234
558	132.96693	1.0474735	135.2	127.85	13.853019	164638.0	0.0	7.887138e-09	8.406027	-0.0059801065	-0.2595175	0.1762446	0.0065146373	0.0390625	49.0	8550.769514083862
559	133.10756	0.97743833	135.2	129.65	13.713542	165022.0	0.0	1.1292286e-08	8.517511	-0.005683985	-0.25303632	0.16779283	0.006617385	0.039750002	49.0	8565.79060292244
560	133.0372	0.94681275	135.2	128.6	13.780679	165405.0	0.0	5.4424163e-09	8.383075	-0.006195127	-0.27139378	0.1756421	0.0063370885	0.040212497	49.0	8580.868099689484
561	133.0042	0.94799817	135.2	128.25	13.801047	165787.0	0.0	9.429641e-09	8.312807	-0.005322213	-0.2153247	0.16926566	0.006081615	0.034362502	49.0	8595.902573823929
562	133.12949	0.95177627	135.2	129.45	13.680519	166172.0	0.0	-1.3387762e-09	8.434599	-0.0051695416	-0.2672425	0.16314834	0.0048669013	0.03245	49.0	8610.891595840454
563	133.06532	1.1253451	135.3	125.9	13.7350645	166557.0	0.0	-5.2095857e-09	8.398987	-0.00534656	-0.26290172	0.16532975	0.0062281154	0.038725	49.0	8625.893097162247
564	133.15959	0.957997	135.2	128.05	13.658031	166943.0	0.0	-2.910383e-10	8.365999	-0.0051193526	-0.24603027	0.15989226	0.005329945	0.0343875	49.0	8640.895747184753
565	133.17055	1.0229524	135.2	128.35	13.6692505	167330.0	0.0	-1.1641532e-10	8.373102	-0.005325853	-0.22901285	0.16066775	0.005006017	0.03565	49.0	8655.918120622635
566	133.0685	1.1566199	135.2	126.75	13.78125	167714.0	0.0	1.6298145e-09	8.665182	-0.0057539027	-0.38175237	0.16901803	0.007273376	0.03655	49.0	8670.900206327438
567	133.10988	1.041038	135.1	128.35	13.724675	168099.0	0.0	-7.2759576e-11	8.6658535	-0.0057007545	-0.35597306	0.16590802	0.0058136815	0.037074998	49.0	8685.884580135345
568	133.19186	1.1270599	135.3	125.0	13.661499	168486.0	0.0	4.1909516e-09	8.371752	-0.00500192	-0.2915184	0.16117248	0.00521308	0.0315375	49.0	8700.926270008087
569	133.21507	1.0195318	135.1	128.15	13.626288	168874.0	0.0	2.05182e-08	8.326284	-0.0049778465	-0.242306	0.15536013	0.0052535273	0.033212498	49.0	8715.929112434387
570	133.2013	1.0222332	135.1	127.1	13.642487	169260.0	0.0	-1.1088559e-08	8.311012	-0.0050984044	-0.22478479	0.1568231	0.0055916235	0.0343125	49.0	8731.051746368408
571	133.21227	0.9795907	135.1	129.5	13.630491	169647.0	0.0	-6.1409082e-09	8.73796	-0.005450888	-0.3064977	0.161652	0.00581605	0.0358125	49.0	8746.075382232666
572	133.15558	1.0563301	135.1	129.85	13.7038965	170032.0	0.0	1.3038516e-08	8.70302	-0.005455916	-0.27010512	0.15978517	0.005420504	0.036799997	49.0	8761.016070365906
573	133.2782	1.0699635	135.0	126.65	13.574359	170422.0	0.0	8.1490725e-10	8.526554	-0.004965704	-0.29065025	0.1540725	0.005631121	0.036225	49.0	8776.044227361679
574	133.24846	1.073103	135.2	127.55	13.6	170812.0	0.0	1.2412784e-08	8.365773	-0.0053330967	-0.24093509	0.15514845	0.0067027584	0.0363125	49.0	8790.989344120026
575	133.19536	0.980338	135.1	129.65	13.608248	171200.0	0.0	5.820766e-11	8.55392	-0.00540323	-0.32936567	0.16164081	0.006529835	0.03825	49.0	8805.992339611053
576	133.15749	0.97734445	135.1	129.3	13.661499	171587.0	0.0	-3.754394e-09	8.452063	-0.005209056	-0.26518	0.1645072	0.0052937083	0.0350625	49.0	8820.951095104218
577	133.22935	0.92189413	135.1	128.5	13.602564	171977.0	0.0	6.9558155e-09	8.616709	-0.0048759226	-0.2695318	0.15808883	0.0056016603	0.0316375	49.0	8835.996121168137
578	133.1912	0.9202391	135.1	129.45	13.647669	172363.0	0.0	-5.296897e-09	8.685286	-0.0049291756	-0.24288034	0.16234362	0.0054595135	0.0335625	49.0	8850.942789554596
579	133.13458	0.9429054	135.2	127.45	13.720627	172746.0	0.0	3.1432137e-09	8.4543295	-0.0054637454	-0.28331387	0.16557302	0.0057151867	0.035587497	49.0	8865.934625148773
580	133.13742	0.9883083	135.2	128.15	13.686528	173132.0	0.0	-1.0186341e-08	8.466711	-0.00517573	-0.28056377	0.16345778	0.0053705033	0.035775	49.0	8881.001319885254
581	133.13652	0.8929707	135.0	128.6	13.694301	173518.0	0.0	1.31258275e-08	8.418026	-0.005077776	-0.22408062	0.16264999	0.0054557864	0.0324125	49.0	8895.985316514969
582	133.10103	0.9471005	135.1	130.45	13.766233	173903.0	0.0	-9.618816e-09	8.479327	-0.0055001625	-0.28169966	0.16519818	0.005887405	0.037212502	49.0	8910.984164714813
583	133.10208	1.0255184	135.3	127.1	13.776042	174287.0	0.0	1.9499566e-09	8.503307	-0.005509055	-0.27952564	0.16631068	0.0066770543	0.036325	49.0	8925.971491336823
584	132.97343	0.9611871	135.3	128.75	13.876964	174669.0	0.0	-4.656613e-10	8.719658	-0.0058121714	-0.3278126	0.17232816	0.0055365204	0.0387875	49.0	8941.000000715256
585	133.14467	0.959676	135.2	128.0	13.724675	175054.0	0.0	8.381903e-09	8.447655	-0.005527095	-0.28583306	0.166184	0.006620109	0.038537502	49.0	8956.031939983368
586	133.06099	0.961761	135.2	129.25	13.821989	175436.0	0.0	-9.604264e-09	8.619223	-0.0061836704	-0.3160103	0.17428768	0.006488311	0.037675	49.0	8971.085824489594
587	133.07585	1.0083319	135.2	128.0	13.772846	175819.0	0.0	-3.6670826e-09	8.262701	-0.005661525	-0.27046824	0.1718741	0.0056924885	0.037162498	49.0	8986.067204475403
588	133.12877	0.907348	135.2	127.15	13.7473955	176203.0	0.0	5.005859e-09	8.60386	-0.005524912	-0.3089729	0.16959964	0.005982166	0.036037497	49.0	9001.206045389175
589	133.13809	0.90727556	135.1	128.35	13.704663	176589.0	0.0	1.5075784e-08	8.437091	-0.0054392274	-0.2640124	0.16634771	0.0056837145	0.035800003	49.0	9016.294343233109
590	133.20245	0.8662948	135.3	130.05	13.660622	176975.0	0.0	-2.066372e-08	8.414635	-0.0051759765	-0.23395723	0.16599098	0.0052101244	0.037074998	49.0	9031.397014379501
591	133.13411	0.8379245	135.1	128.3	13.697917	177359.0	0.0	8.731149e-10	8.2323265	-0.0054218965	-0.26728016	0.16999364	0.0059361896	0.0375125	49.0	9046.415701150894
592	133.17636	0.82190794	135.1	127.9	13.656331	177746.0	0.0	-5.2095857e-09	8.104966	-0.0052933907	-0.24441516	0.16562977	0.0062807403	0.037462503	49.0	9061.387778043747
593	133.17586	0.87891704	135.1	128.3	13.709091	178131.0	0.0	4.292815e-09	8.230367	-0.005428303	-0.25967538	0.16916712	0.0064605633	0.04075	49.0	9076.382803440094
594	133.16943	1.0395969	135.0	124.3	13.699482	178517.0	0.0	-5.0495146e-09	8.064341	-0.005477691	-0.23824435	0.1685714	0.0054128007	0.0363625	49.0	9091.39020395279
595	133.21994	0.8639011	135.1	129.0	13.658031	178903.0	0.0	-4.947651e-09	8.099874	-0.0053587398	-0.24487627	0.16542785	0.005795339	0.0343125	49.0	9106.397085666656
596	133.14156	0.94308144	135.2	125.7	13.750649	179288.0	0.0	-1.3154931e-08	8.347725	-0.00565096	-0.2777325	0.16978052	0.0064566433	0.039225	49.0	9121.36350440979
597	133.12514	0.8930066	135.2	128.35	13.7630205	179672.0	0.0	-8.1490725e-09	8.366307	-0.0055639967	-0.30188084	0.1711682	0.0056413785	0.0384125	49.0	9136.332770586014
598	133.05942	1.0465428	135.4	126.35	13.801047	180054.0	0.0	1.2805685e-09	8.319489	-0.005463222	-0.30090028	0.16672736	0.0058274455	0.0368375	49.0	9151.268733263016
599	133.15779	0.825678	134.9	127.9	13.685715	180439.0	0.0	-5.871698e-09	8.19312	-0.004975764	-0.25841182	0.16167954	0.006143405	0.038275	49.0	9166.220805644989
600	132.98807	0.9774874	135.0	128.35	13.892388	180820.0	0.0	2.4447218e-09	8.578899	-0.006898636	-0.35584837	0.17944114	0.008085648	0.0418	49.0	9181.292212963104
601	132.95605	1.1681138	134.9	126.2	13.9	181200.0	0.0	1.3853423e-08	8.512242	-0.005853272	-0.35681617	0.17243324	0.0065615047	0.0414625	49.0	9196.285394191742
602	133.13347	1.0564936	134.9	124.8	13.7317705	181584.0	0.0	-9.546056e-09	8.577759	-0.005338099	-0.35643417	0.1650235	0.0060369335	0.0369125	49.0	9211.284935235977
603	133.24446	1.0233119	135.1	127.4	13.641752	181972.0	0.0	9.022187e-09	8.178309	-0.00501393	-0.27175617	0.1580434	0.0054206643	0.035475	49.0	9226.241070985794
604	133.21912	1.150271	135.1	123.9	13.664083	182359.0	0.0	-8.1490725e-09	8.130686	-0.0052190246	-0.27994597	0.15685895	0.0062410682	0.0370875	49.0	9241.259952306747
605	133.15573	1.1499745	135.1	127.95	13.75	182743.0	0.0	1.2456439e-08	8.249811	-0.005388201	-0.28122443	0.16208932	0.0056783967	0.038675003	49.0	9256.22630405426
606	133.20326	1.0697773	135.1	126.2	13.7057295	183127.0	0.0	-1.6436388e-08	8.147508	-0.0057793967	-0.29281342	0.16076821	0.006409306	0.0354875	49.0	9271.287705421448
607	132.98534	1.2990664	135.1	126.9	13.8952875	183509.0	0.0	-1.2223609e-09	8.610712	-0.0061115567	-0.28494245	0.16656566	0.0062039588	0.0371375	49.0	9286.23150229454
608	133.11684	1.1854081	135.1	126.2	13.8094	183892.0	0.0	-3.4924597e-10	8.35565	-0.005728633	-0.29879802	0.16479015	0.0060010925	0.038762502	49.0	9301.229128837585
609	133.09961	0.97553724	135.2	128.8	13.7838545	184276.0	0.0	6.9849193e-10	8.238263	-0.005424192	-0.27000535	0.16248891	0.0058251675	0.0361375	49.0	9316.187629461288
610	133.06654	1.0444702	135.2	128.25	13.7994795	184660.0	0.0	4.0745363e-10	8.337486	-0.0052881157	-0.28567165	0.16458094	0.0056114267	0.0352	49.0	9331.289059877396
611	133.04219	1.0796012	135.2	126.25	13.822917	185044.0	0.0	-1.1146767e-08	8.35524	-0.0055450005	-0.24182445	0.16364104	0.005651054	0.03575	49.0	9346.337849855423
612	133.0846	0.9754815	135.2	126.1	13.775457	185427.0	0.0	-1.5366822e-08	8.227547	-0.0054218983	-0.2144767	0.16180557	0.0058145067	0.0342	49.0	9361.32682800293
613	133.05536	0.90178186	135.1	128.05	13.819372	185809.0	0.0	-2.0707375e-08	8.030621	-0.0055183633	-0.25183588	0.16561824	0.004971212	0.036174998	49.0	9376.367041110992
614	133.05353	1.0161016	135.1	127.2	13.806788	186192.0	0.0	-7.683411e-09	8.136732	-0.0051676203	-0.2563424	0.16307394	0.0063496716	0.036375	49.0	9391.377478122711
615	133.01549	1.2810849	135.0	117.6	13.866141	186573.0	0.0	1.1641532e-08	8.597218	-0.005902106	-0.3020339	0.1658636	0.006437784	0.03755	49.0	9406.461049079895
616	133.04086	0.99689204	135.0	128.15	13.814621	186956.0	0.0	-7.858034e-09	8.291088	-0.00566183	-0.31520504	0.16501689	0.0063809133	0.037675	49.0	9421.449533224106
617	133.10039	1.0128292	135.0	128.15	13.76943	187342.0	0.0	-1.2514647e-08	8.208502	-0.0054940395	-0.27127546	0.15956119	0.006049601	0.037125	49.0	9436.538848638535
618	133.07727	1.1428192	135.0	123.65	13.779221	187727.0	0.0	-7.421477e-10	8.160315	-0.005471276	-0.25056148	0.15887035	0.006068005	0.0371	49.0	9451.605055809021
619	133.04541	1.1582507	135.0	119.2	13.793194	188109.0	0.0	8.905772e-09	8.048413	-0.0053646793	-0.26062882	0.15971124	0.00595428	0.03695	49.0	9466.600997447968
620	133.08585	0.88744634	135.1	129.3	13.742857	188494.0	0.0	-4.132744e-09	7.99146	-0.0047905566	-0.2342276	0.15394598	0.0055665392	0.03385	49.0	9481.683335065842
621	133.25348	0.74351203	135.0	130.8	13.588689	188883.0	0.0	2.910383e-10	7.9755526	-0.004226761	-0.23326397	0.14644681	0.005679762	0.03215	49.0	9496.744043588638
622	133.18982	0.85677636	135.1	129.5	13.652061	189271.0	0.0	-2.386514e-09	8.183754	-0.004523822	-0.24104393	0.1524745	0.0050418484	0.0318	49.0	9511.815843582153
623	133.09274	1.2269802	135.0	116.7	13.72987	189656.0	0.0	8.20728e-09	7.8968005	-0.0048265005	-0.23870027	0.15496257	0.0057571107	0.0335	49.0	9526.812992811203
624	133.20284	0.8661549	135.1	129.35	13.623712	190044.0	0.0	4.0454324e-09	7.8994217	-0.004899109	-0.24684048	0.14830334	0.005582395	0.03665	49.0	9541.847724676132
625	133.3338	0.88443154	135.0	129.55	13.497449	190436.0	0.0	8.1490725e-10	8.079897	-0.0046692286	-0.25372612	0.14492941	0.005324614	0.0333875	49.0	9556.818892240524
626	133.33495	0.7903621	135.0	130.4	13.494898	190828.0	0.0	-3.8999133e-09	8.005827	-0.0045967195	-0.27421492	0.14485897	0.00536568	0.0329125	49.0	9571.8454682827
627	133.28137	0.81361693	135.0	129.3	13.55527	191217.0	0.0	-1.6370905e-08	8.12694	-0.0047435835	-0.24211174	0.14694278	0.0062335534	0.03335	49.0	9586.826763629913
628	133.22871	0.8681229	134.9	126.7	13.589744	191607.0	0.0	-1.3213139e-08	8.006533	-0.0046533993	-0.25770777	0.14794877	0.0049352692	0.0335	49.0	9601.829365730286
629	133.21043	0.8591988	134.9	127.6	13.626288	191995.0	0.0	-5.7334546e-09	7.8605595	-0.0049526663	-0.27273738	0.1477947	0.006268312	0.035612497	49.0	9616.86659860611
630	133.14339	0.8404384	134.9	127.75	13.712435	192381.0	0.0	7.3341653e-09	8.038506	-0.004779261	-0.26659387	0.1510621	0.005770954	0.031725	49.0	9632.017679691315
631	133.08127	0.8921691	134.6	128.45	13.793194	192763.0	0.0	1.0011718e-08	8.143442	-0.0051651793	-0.23313278	0.15368086	0.0055780616	0.0367125	49.0	9647.002648115158
632	133.02768	0.9374875	134.55	127.7	13.8537855	193146.0	0.0	6.4028427e-10	8.214346	-0.005237219	-0.21638799	0.15643969	0.0062041404	0.035475	49.0	9662.054840803146
633	133.12532	0.86654395	134.55	128.05	13.774026	193531.0	0.0	4.8748916e-10	7.8625374	-0.004635049	-0.24950671	0.15609701	0.0056723813	0.034450002	49.0	9677.144635915756
634	133.09999	0.9150865	134.45	126.65	13.776042	193915.0	0.0	-1.2660166e-08	8.097694	-0.00508222	-0.24346185	0.15701658	0.0060093524	0.0348125	49.0	9692.178174734116
635	133.07964	0.9265894	135.0	125.1	13.780679	194298.0	0.0	-8.8475645e-09	8.182086	-0.004986627	-0.27540314	0.15847465	0.0054179234	0.035762504	49.0	9707.224680662155
636	133.10446	0.8972366	135.0	127.75	13.78534	194680.0	0.0	-2.7794158e-09	7.989456	-0.0048069796	-0.27358025	0.1564016	0.0055639227	0.032925	49.0	9722.288916826248
637	133.06549	0.89200115	134.55	128.9	13.834645	195061.0	0.0	1.6007107e-08	8.09009	-0.0053585274	-0.28852558	0.15980436	0.0062961285	0.0385125	49.0	9737.317342281342
638	133.14082	0.87046975	134.9	128.55	13.774869	195443.0	0.0	-4.7293724e-10	8.140829	-0.0050468226	-0.25614154	0.15697624	0.0055562668	0.035362497	49.0	9752.403373479843
639	133.13046	0.8795992	134.45	129.2	13.78125	195827.0	0.0	1.3387762e-09	7.9791155	-0.00510355	-0.295601	0.15663645	0.0064667724	0.035875	49.0	9767.488544225693
640	133.15715	0.9322822	135.0	127.65	13.7194805	196212.0	0.0	-3.4924597e-09	8.203546	-0.0050188415	-0.26488888	0.15483813	0.005858301	0.0334125	49.0	9782.632889986038
641	132.94263	2.9932113	134.9	77.75	13.981579	196592.0	0.0	6.868504e-09	8.125509	-0.0055384617	-0.2901674	0.16622469	0.0060174996	0.0379125	49.0	9797.673656702042
642	133.10455	0.90377456	134.9	128.7	13.7786455	196976.0	0.0	3.8999133e-09	8.447238	-0.0057845856	-0.27281678	0.16236764	0.005478584	0.03875	49.0	9812.723155260086
643	133.01453	1.1589025	134.9	119.0	13.840314	197358.0	0.0	-1.1292286e-08	8.1880665	-0.005981112	-0.27340174	0.16346177	0.0075030723	0.0427875	49.0	9827.772334098816
644	133.15898	0.8775508	134.9	129.3	13.7265625	197742.0	0.0	-8.003553e-09	8.002198	-0.005439929	-0.25316846	0.15856653	0.0057929433	0.038675	49.0	9842.82512140274
645	133.2954	0.78374976	134.9	129.65	13.590793	198133.0	0.0	-4.132744e-09	8.0866165	-0.00494741	-0.22934115	0.14925721	0.0045653405	0.032300003	49.0	9857.872856616974
646	133.27145	0.88149554	134.45	126.55	13.620155	198520.0	0.0	-5.486072e-09	8.099488	-0.005007006	-0.24323696	0.14725707	0.0059739267	0.034775	49.0	9872.976906061172
647	133.32108	0.8708762	134.45	128.1	13.573265	198909.0	0.0	-4.147296e-09	7.9424915	-0.004663465	-0.28410536	0.1458014	0.005384373	0.031324998	49.0	9888.03467798233
648	133.27417	0.8685159	134.9	128.7	13.607235	199296.0	0.0	-5.47152e-09	8.191826	-0.004881914	-0.2828635	0.14734039	0.0050853714	0.034	49.0	9903.115811824799
649	133.30388	0.9419306	134.7	127.5	13.5994835	199683.0	0.0	2.1827873e-09	7.872267	-0.005190553	-0.2744754	0.14801222	0.0062883864	0.03395	49.0	9918.141100645065
650	133.35396	0.8233665	134.9	129.65	13.567775	200074.0	0.0	4.5110937e-09	7.724579	-0.0045340126	-0.24209619	0.14604968	0.0056240554	0.0330125	49.0	9933.273546218872
651	133.30103	0.8956158	135.0	126.65	13.569231	200464.0	0.0	-8.731149e-10	8.118231	-0.0048601143	-0.2620266	0.14662625	0.0055596605	0.03405	49.0	9948.395717382431
652	133.394	0.82074004	135.0	129.1	13.516624	200855.0	0.0	-1.0339136e-08	7.91276	-0.0045277467	-0.26000345	0.14460844	0.005364983	0.032125	49.0	9963.45549440384
653	133.36816	0.734039	134.8	130.4	13.5268545	201246.0	0.0	-2.3283064e-09	7.797	-0.0048277117	-0.23126197	0.14570813	0.005750971	0.0338625	49.0	9978.508858680725
654	133.38222	0.7952045	135.0	129.45	13.531969	201637.0	0.0	-4.9185473e-09	7.8701243	-0.0047779446	-0.27521425	0.14639227	0.0066706976	0.034975	49.0	9993.607652664185
655	133.3882	0.7753835	134.7	128.6	13.538462	202027.0	0.0	8.58563e-09	7.9907093	-0.004627801	-0.2701987	0.1459412	0.0063083316	0.0355	49.0	10008.664281606674
656	133.22824	0.8562813	134.9	129.6	13.663213	202413.0	0.0	1.7142156e-08	8.1498375	-0.0049953936	-0.26813954	0.152726	0.005610018	0.036262497	49.0	10023.653428316116
657	133.27144	0.802953	134.7	130.35	13.625323	202800.0	0.0	7.1013346e-09	8.027972	-0.0046495856	-0.26546025	0.15075862	0.005128066	0.031925	49.0	10038.692302703857
658	133.12462	0.9306411	134.9	128.25	13.7734375	203184.0	0.0	-1.1743396e-08	8.0689335	-0.0050123604	-0.24845576	0.15716374	0.0058078463	0.034625	49.0	10053.654929637909
659	133.0836	0.9501189	134.9	128.8	13.791667	203568.0	0.0	-6.4610504e-09	8.088326	-0.0052822353	-0.23412842	0.1593645	0.0057425643	0.034425	49.0	10068.628624677658
660	133.1391	0.8767253	135.0	129.35	13.748052	203953.0	0.0	8.469215e-09	8.0496025	-0.005145085	-0.2715643	0.1567034	0.006677891	0.039075002	49.0	10083.714035272598
