Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
0	-39.035713	3.046041	-33.9	-44.4	80.0	5000	-1.373291e-08	4.303822	-0.0349613	-3.4559216	3.4922175	0.011710857	0.1186	49.0	15.808101415634155
1	-40.18571	3.6550076	-33.45	-44.0	80.0	10000	-6.4849854e-09	0.8164836	-0.03631251	-0.06441563	3.4861422	0.0068986192	0.1026	49.0	32.453123331069946
2	-41.714287	0.7953957	-40.3	-42.9	80.0	15000	-1.8310548e-08	0.71612084	-0.034422584	-0.036082268	3.477588	0.006247592	0.095	49.0	47.2157826423645
3	-40.9	3.381567	-33.100002	-43.5	80.0	20000	2.4795532e-09	0.7511733	-0.04208944	-0.06391615	3.4656112	0.0075091356	0.1606	49.0	63.06799054145813
4	-39.907143	2.1331441	-36.600002	-42.5	80.0	25000	0.0	0.6912192	-0.04637173	-0.09046942	3.446445	0.006991941	0.1582	49.0	79.72494745254517
5	-37.764286	4.34895	-28.35	-41.8	80.0	30000	1.525879e-08	0.5878951	-0.04359439	-0.06258172	3.4326024	0.006638294	0.157	49.0	94.2085964679718
6	-38.9	2.2926903	-36.5	-42.25	80.0	35000	-1.5640259e-08	0.60202473	-0.014013821	-0.071283996	3.4125535	0.015184691	0.2438	8.0	108.3235239982605
7	-38.142857	2.868975	-33.9	-41.3	80.0	40000	-1.5258789e-09	0.5618146	-0.04603465	-0.084896505	3.4023223	0.008176522	0.1624	49.0	123.38986873626709
8	-39.914288	0.50548	-39.100002	-40.600002	80.0	45000	6.866455e-09	0.54887646	-0.042818986	-0.061252505	3.384346	0.008909629	0.16	49.0	137.39588046073914
9	-37.17143	1.8446556	-34.350002	-39.4	80.0	50000	1.5258789e-09	0.46295878	-0.048671328	-0.06335837	3.3641005	0.008719506	0.1522	49.0	151.61908602714539
10	-38.228573	2.1689124	-34.600002	-40.2	80.0	55000	-7.05719e-09	0.42975116	-0.04909632	-0.07211247	3.3478606	0.008601853	0.1652	49.0	165.96035170555115
11	-38.17143	1.9608411	-34.7	-40.2	80.0	60000	-5.722046e-09	0.47462696	-0.050880823	-0.050578117	3.3333766	0.011249122	0.1742	49.0	181.44964289665222
12	-37.17857	2.940342	-31.25	-39.8	80.0	65000	1.1062622e-08	0.48062944	-0.05478877	-0.07161155	3.3004355	0.013419352	0.1898	49.0	195.65608286857605
13	-36.81429	1.6563109	-33.600002	-39.4	80.0	70000	9.63211e-09	0.37799743	-0.052804563	-0.06969097	3.2719886	0.0112741105	0.1788	49.0	209.68218207359314
14	-36.18572	2.0516043	-33.7	-39.5	80.0	75000	1.525879e-08	0.4114184	-0.055558432	-0.060964614	3.2429187	0.013631713	0.2146	49.0	223.71070075035095
15	-36.44286	2.9631577	-31.45	-40.5	80.0	80000	-1.7547608e-08	0.4403057	-0.016910708	-0.08498797	3.2231421	0.015085878	0.2568	8.0	238.82364296913147
16	-33.62143	5.979898	-24.550001	-38.9	80.0	85000	2.2888185e-09	0.5279014	-0.057727464	-0.0911015	3.2076037	0.012657555	0.217	49.0	254.43131613731384
17	-35.17857	1.5085133	-32.5	-37.5	80.0	90000	-6.1035155e-09	0.3977526	-0.057032578	-0.05789092	3.180792	0.015032355	0.2114	48.0	268.9383246898651
18	-32.342857	6.0862513	-20.3	-36.95	80.0	95000	-5.722046e-09	0.4829104	-0.052703958	-0.07230142	3.148304	0.015007363	0.1798	39.0	283.56715989112854
19	-26.985716	10.55082	-10.5	-38.8	80.0	100000	6.67572e-10	1.269744	-0.01526746	-0.17587996	3.1130917	0.0153893065	0.2608	8.0	297.7214312553406
20	-36.59286	2.0728567	-33.65	-39.45	80.0	105000	5.340576e-09	0.5489559	-0.05956072	-0.117186666	3.086775	0.014574957	0.225	49.0	313.2471733093262
21	-19.657145	24.560051	27.8	-36.7	80.0	110000	-2.632141e-08	4.6312757	-0.01533623	-1.4173136	3.0427942	0.016338086	0.2094	9.0	329.2771875858307
22	-35.285713	2.0279684	-30.5	-36.65	80.0	115000	6.866455e-09	2.0823922	-0.053433277	-0.502203	3.0137405	0.012618957	0.1988	49.0	343.9188666343689
23	-10.064285	41.35393	58.0	-38.8	80.0	120000	-8.773804e-09	5.4646783	-0.015641391	-0.8840127	2.9650395	0.016189262	0.2922	7.0	358.0476191043854
24	-26.22857	21.976494	27.25	-37.45	80.0	125000	5.0544737e-09	2.8600152	-0.04899339	-0.62672734	2.9743316	0.010953731	0.1946	49.0	372.8812301158905
25	-7.814286	33.618572	45.45	-38.3	80.0	130000	-7.6293943e-10	5.259794	-0.0140295755	-0.910162	2.8860354	0.015437411	0.2316	7.0	387.3956129550934
26	-14.800001	32.21835	38.7	-37.0	80.0	135000	1.1634826e-08	4.1908813	-0.05193092	-0.99748445	2.8838117	0.013242014	0.2062	49.0	402.44568705558777
27	-28.94286	18.196985	15.4	-38.600002	80.0	140000	1.0681152e-08	1.5310946	-0.05604439	-0.4561572	2.8736227	0.010377687	0.2182	49.0	417.33177042007446
