Episode	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	Time
20	-63.382496	3.4278746	-56.55	-70.700005	80.0	19 sec
40	-64.00001	3.8169687	-54.75	-72.5	80.0	58 sec
60	-61.450005	4.453987	-53.9	-70.9	80.0	1 min 17 sec
80	-61.8325	4.318139	-53.9	-67.75	80.0	1 min 35 sec
100	-63.930004	4.038763	-55.100002	-69.950005	80.0	1 min 54 sec
120	-64.432495	4.510135	-55.850002	-71.9	80.0	2 min 53 sec
140	-63.329998	4.1196904	-52.8	-69.1	80.0	3 min 27 sec
160	-60.494995	4.5980954	-51.100002	-70.55	80.0	4 min 9 sec
180	-60.695007	4.263622	-52.65	-67.35	80.0	5 min 37 sec
200	-61.1975	4.000796	-52.350002	-66.0	80.0	7 min 7 sec
220	-60.97001	3.1479926	-55.95	-66.450005	80.0	8 min 33 sec
240	-58.977497	4.562633	-50.2	-65.65	80.0	9 min 12 sec
260	-58.347504	4.7374964	-45.65	-67.0	80.0	10 min 41 sec
280	-58.335003	4.440809	-51.45	-66.05	80.0	11 min 40 sec
300	-57.565002	6.581434	-43.300003	-67.1	80.0	12 min 32 sec
320	-58.0225	5.670571	-45.0	-67.35	80.0	13 min 16 sec
340	-58.855003	3.3334253	-52.100002	-64.25	80.0	13 min 48 sec
360	-58.300007	5.2946916	-52.05	-70.1	80.0	14 min 23 sec
380	-57.515003	4.5813513	-51.0	-68.55	80.0	14 min 45 sec
400	-55.835003	4.4386687	-48.3	-63.800003	80.0	15 min 20 sec
420	-57.002502	5.4073906	-45.7	-66.4	80.0	15 min 47 sec
440	-54.440002	5.2708783	-41.75	-64.700005	80.0	16 min 16 sec
460	-56.539997	5.4614015	-44.15	-65.8	80.0	16 min 40 sec
480	-56.805	5.398771	-44.350002	-64.25	80.0	17 min 37 sec
500	-53.130005	7.336474	-34.25	-64.65	80.0	18 min 8 sec
520	-54.76	5.736912	-42.7	-63.300003	80.0	18 min 25 sec
540	-53.74	7.9341288	-39.25	-67.25	80.0	18 min 45 sec
560	-51.204998	8.015141	-29.550001	-62.25	80.0	19 min 4 sec
580	-50.6325	10.490893	-29.400002	-67.700005	80.0	19 min 24 sec
600	-52.375	6.452025	-36.100002	-61.7	80.0	19 min 47 sec
620	-52.7125	8.171289	-37.100002	-66.8	80.0	20 min 13 sec
640	-52.2925	8.019933	-32.3	-65.5	80.0	20 min 33 sec
660	-51.607502	7.945144	-34.4	-66.0	80.0	20 min 55 sec
680	-47.815002	11.419765	-18.7	-63.350002	80.0	21 min 20 sec
700	-47.6475	9.436359	-31.300001	-61.300003	80.0	22 min 20 sec
720	-43.835	10.759533	-20.7	-60.350002	80.0	23 min 13 sec
740	-48.065002	8.121486	-29.85	-63.850002	80.0	23 min 33 sec
760	-46.45	9.642263	-25.35	-61.100002	80.0	24 min 8 sec
780	-43.115	10.735143	-23.35	-58.7	80.0	24 min 24 sec
800	-41.885002	11.00685	-23.000002	-57.350002	80.0	24 min 43 sec
820	-40.16	11.469967	-22.35	-57.65	80.0	25 min 6 sec
840	-39.9725	10.785864	-23.650002	-56.100002	80.0	25 min 24 sec
860	-34.942505	8.725913	-9.200001	-48.3	80.0	25 min 43 sec
880	-33.2975	13.9805355	6.6999993	-57.4	80.0	25 min 59 sec
900	-29.357498	13.006088	-10.150001	-55.350002	80.0	26 min 19 sec
920	-38.932503	14.854051	-11.950001	-59.800003	80.0	26 min 40 sec
940	-36.225	12.447012	-12.600001	-55.0	80.0	27 min 1 sec
960	-29.142502	14.5331545	4.149999	-54.2	80.0	27 min 20 sec
980	-28.9225	13.437796	-6.300001	-64.25	80.0	27 min 41 sec
1000	-32.707497	16.505198	6.8999996	-56.350002	80.0	28 min 2 sec
1020	-25.075	13.871215	5.099999	-50.15	80.0	28 min 22 sec
1040	-29.877499	18.638203	3.7999992	-63.9	80.0	28 min 42 sec
1060	-26.63	10.2028475	-6.850001	-42.7	80.0	29 min 3 sec
1080	-29.790005	17.63859	8.349999	-56.8	80.0	29 min 22 sec
1100	-28.777502	12.454501	-0.500001	-51.05	80.0	29 min 40 sec
1120	-28.607502	15.339461	-2.0000012	-51.05	80.0	30 min 5 sec
1140	-22.955	12.5691185	6.649999	-52.3	80.0	30 min 24 sec
1160	-33.500004	16.155851	-3.1500013	-61.65	80.0	30 min 40 sec
1180	-30.602503	11.744683	-10.550001	-50.05	80.0	30 min 59 sec
1200	-28.820002	15.740992	2.9499989	-58.800003	80.0	31 min 16 sec
1220	-30.75	16.541147	2.599999	-62.050003	80.0	31 min 35 sec
1240	-30.792501	14.567501	-0.5500008	-53.5	80.0	31 min 54 sec
1260	-30.704998	9.76724	-14.550001	-52.95	80.0	32 min 24 sec
1280	-38.515	13.738379	-8.6	-66.950005	80.0	32 min 56 sec
1300	-28.064999	17.898975	22.4	-50.350002	80.0	33 min 34 sec
1320	-25.552502	12.647959	-3.2500014	-56.45	80.0	33 min 54 sec
1340	-23.7	15.729232	6.949999	-59.800003	80.0	34 min 34 sec
1360	-26.2975	13.611883	2.2499993	-60.15	80.0	35 min 24 sec
1380	-25.63	11.413834	0.999999	-41.05	80.0	35 min 40 sec
1400	-22.302502	15.97752	7.349999	-54.100002	80.0	35 min 58 sec
1420	-27.092503	17.702875	-2.7000003	-72.0	80.0	36 min 16 sec
1440	-20.182499	14.346605	8.049999	-47.4	80.0	36 min 33 sec
1460	-31.942501	13.787824	-5.100001	-59.850002	80.0	36 min 51 sec
1480	-18.755001	17.514616	16.099998	-62.4	80.0	37 min 7 sec
1500	-22.665	16.002298	1.6499989	-52.050003	80.0	37 min 26 sec
1520	-23.692501	13.281249	-0.6500014	-48.800003	80.0	38 min 2 sec
1540	-20.9375	15.331438	5.999999	-54.100002	80.0	38 min 17 sec
1560	-16.5025	13.603487	7.4999986	-51.5	80.0	38 min 37 sec
1580	-25.59	11.159958	1.449999	-40.65	80.0	39 min 5 sec
1600	-24.2925	15.733088	7.899999	-54.8	80.0	39 min 22 sec
1620	-19.6525	16.31924	18.249998	-52.95	80.0	39 min 39 sec
1640	-25.260002	15.6702795	14.499999	-50.7	80.0	39 min 58 sec
1660	-21.3025	12.963309	-0.4500007	-40.0	80.0	40 min 14 sec
1680	-25.6675	12.422472	6.649999	-47.95	80.0	40 min 35 sec
1700	-23.522503	14.457321	5.499999	-58.600002	80.0	40 min 56 sec
1720	-29.935001	14.500044	-3.7000005	-58.550003	80.0	41 min 15 sec
1740	-19.867502	17.55795	18.05	-51.850002	80.0	41 min 35 sec
1760	-15.247502	16.909122	10.849999	-54.75	80.0	41 min 53 sec
1780	-22.235	16.76717	8.449998	-55.75	80.0	42 min 9 sec
1800	-15.9975	14.102619	14.049999	-35.850002	80.0	42 min 27 sec
1820	-19.615002	16.287504	15.049999	-50.050003	80.0	42 min 47 sec
1840	-16.232498	17.244175	12.599999	-59.300003	80.0	43 min 3 sec
1860	-20.0475	13.165489	4.3999987	-43.05	80.0	43 min 21 sec
1880	-21.99	14.761889	4.5499988	-51.65	80.0	43 min 38 sec
1900	-18.282501	13.029508	6.199999	-43.600002	80.0	43 min 57 sec
1920	-17.567501	19.373457	29.349998	-53.05	80.0	44 min 15 sec
1940	-20.312502	16.039333	1.2999986	-52.9	80.0	44 min 31 sec
1960	-19.267498	19.064466	8.749999	-51.5	80.0	44 min 49 sec
1980	-22.510002	15.390358	20.949999	-48.55	80.0	45 min 6 sec
2000	-17.1375	12.393525	8.299999	-41.100002	80.0	45 min 23 sec
2020	-19.655003	18.641088	25.199999	-47.05	80.0	45 min 41 sec
2040	-14.352501	13.184816	17.499998	-44.3	80.0	45 min 59 sec
2060	-27.850002	11.447892	-3.150001	-44.65	80.0	46 min 20 sec
2080	-23.300001	15.254721	5.449999	-48.600002	80.0	46 min 41 sec
2100	-24.8625	16.551405	3.2499988	-66.3	80.0	47 min 1 sec
2120	-26.025003	15.667032	8.4	-61.600002	80.0	47 min 17 sec
2140	-29.23	18.009806	0.8999989	-63.65	80.0	47 min 35 sec
2160	-27.872501	15.185762	-1.8500009	-73.8	80.0	47 min 51 sec
2180	-20.232502	14.6894455	0.8999994	-43.25	80.0	48 min 11 sec
2200	-22.652502	13.106397	6.1499987	-37.600002	80.0	48 min 29 sec
2220	-20.6625	16.63576	8.649999	-53.3	80.0	48 min 50 sec
2240	-23.8325	9.4868765	-2.250001	-44.2	80.0	49 min 8 sec
2260	-15.485001	19.313286	20.15	-51.65	80.0	49 min 26 sec
2280	-24.825003	16.688362	23.749998	-46.850002	80.0	49 min 42 sec
2300	-17.8475	18.12322	18.699999	-43.9	80.0	50 min 1 sec
2320	-26.655003	16.546118	17.65	-47.45	80.0	50 min 18 sec
2340	-15.8125	14.087396	6.099999	-45.850002	80.0	50 min 35 sec
2360	-19.327503	10.412619	-0.35000065	-46.050003	80.0	50 min 53 sec
2380	-19.500002	13.685814	5.299999	-55.250004	80.0	51 min 9 sec
2400	-19.552502	17.602283	11.099999	-47.25	80.0	51 min 28 sec
2420	-19.325	19.450485	20.25	-53.9	80.0	51 min 46 sec
2440	-19.210003	11.84664	5.949999	-44.5	80.0	52 min 2 sec
2460	-16.07	15.672917	11.099999	-45.550003	80.0	52 min 20 sec
2480	-27.0875	16.282091	9.149999	-48.200005	80.0	52 min 36 sec
2500	-31.805002	12.462092	-9.200002	-57.750004	80.0	52 min 55 sec
2520	-24.4775	17.445904	13.299998	-54.45	80.0	53 min 11 sec
2540	-26.960003	14.231994	-5.4000015	-52.15	80.0	53 min 30 sec
2560	-19.4875	14.421	22.399998	-55.250004	80.0	53 min 45 sec
2580	-20.657501	11.210779	1.4499991	-40.550003	80.0	54 min 3 sec
2600	-17.217503	24.664135	42.95	-48.800003	80.0	54 min 19 sec
2620	-16.9325	14.809019	11.699999	-37.75	80.0	54 min 41 sec
2640	-21.487503	11.414102	-1.2000011	-41.8	80.0	55 min 3 sec
2660	-11.720001	28.303278	61.5	-74.8	80.0	55 min 24 sec
2680	-22.734999	13.403675	3.5999992	-48.05	80.0	55 min 40 sec
2700	-21.547503	21.237095	24.199999	-54.850002	80.0	56 min 0 sec
2720	-24.722502	13.300756	-1.5000014	-49.800003	80.0	56 min 21 sec
2740	-24.68	13.447839	0.94999814	-54.250004	80.0	56 min 37 sec
2760	-14.642502	12.117758	10.099999	-38.95	80.0	56 min 56 sec
2780	-12.832501	21.37056	41.6	-41.65	80.0	57 min 15 sec
2800	-19.205004	14.078272	9.649999	-56.75	80.0	57 min 31 sec
2820	-21.755	20.92843	23.55	-50.4	80.0	57 min 49 sec
2840	-27.790003	16.12624	2.4499989	-67.75	80.0	58 min 6 sec
2860	-16.980003	20.585258	24.3	-48.9	80.0	58 min 23 sec
2880	-20.6525	15.773113	2.3499987	-50.850002	80.0	58 min 42 sec
2900	-18.3775	18.162828	19.099998	-61.300003	80.0	58 min 58 sec
2920	-19.532501	18.840597	23.5	-52.2	80.0	59 min 18 sec
2940	-19.737501	22.140234	30.05	-61.950005	80.0	59 min 41 sec
2960	-22.547503	15.846375	2.5999994	-50.850002	80.0	59 min 57 sec
2980	-24.455002	20.591606	1.9999993	-92.100006	80.0	1 h 0 min 16 sec
3000	-23.810001	21.21663	22.199999	-58.300003	80.0	1 h 0 min 35 sec
