Episode	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen
24500	189.28	30.456709	224.3	102.15	40.0
24520	199.25748	20.77974	240.7	163.7	40.0
24540	198.9625	27.379982	236.7	116.15	40.0
24560	187.075	46.29973	234.0	62.75	40.0
24580	207.97751	25.29071	247.8	123.25	40.0
24600	192.155	49.89848	231.6	57.35	40.0
24620	177.75749	52.498043	231.9	38.6	40.0
24640	185.50002	38.500393	223.5	47.149998	40.0
24660	203.06499	24.025288	236.15	129.5	40.0
24680	177.775	50.433697	227.25	59.95	40.0
24700	193.655	48.49921	235.45	36.55	40.0
24720	179.76999	35.927822	236.7	106.25	40.0
24740	174.1425	47.538876	233.1	31.35	40.0
24760	173.76251	50.999264	232.5	1.95	40.0
24780	193.25252	27.985302	227.55	121.05	40.0
24800	201.63751	30.690804	237.8	114.45	40.0
24820	186.845	37.78985	240.0	121.3	40.0
24840	187.3025	30.144873	231.95	95.7	40.0
24860	174.1775	39.71492	211.7	47.75	40.0
24880	178.58499	44.94122	214.8	39.95	40.0
24900	200.62251	30.697853	233.7	115.75	40.0
24920	197.12999	20.684881	228.65	144.25	40.0
24940	187.36002	38.801132	227.05	72.15	40.0
24960	181.5875	43.179333	226.35	34.1	40.0
24980	193.06749	33.006454	231.1	101.05	40.0
25000	195.0225	25.657516	246.25	134.1	40.0
25020	159.30249	61.345467	215.2	12.6	40.0
25040	180.1	42.679367	226.4	45.75	40.0
25060	193.4375	32.85882	234.75	133.2	40.0
25080	185.87999	41.581417	240.35	95.05	40.0
25100	180.82248	47.159317	226.2	22.95	40.0
25120	175.15	44.730362	219.05	36.9	40.0
25140	187.0575	42.42905	233.25	94.15	40.0
25160	177.845	27.596926	220.35	110.7	40.0
25180	192.46	36.018906	244.75	105.0	40.0
25200	192.41249	40.217293	230.55	103.2	40.0
25220	179.3325	38.69349	226.5	70.5	40.0
25240	184.8975	34.11171	232.85	94.6	40.0
25260	193.16	31.798727	231.15	118.1	40.0
25280	188.52252	30.04284	226.55	113.85	40.0
25300	144.71751	72.68459	226.85	16.85	40.0
25320	176.58499	46.56825	244.75	56.75	40.0
25340	177.31001	44.06099	232.45	66.5	40.0
25360	204.8875	26.512995	236.8	120.35	40.0
25380	178.12248	51.834682	242.15	36.65	40.0
25400	191.4075	23.369915	225.0	132.15	40.0
25420	193.86751	31.461689	238.4	122.6	40.0
25440	193.00249	27.148191	236.9	121.95	40.0
25460	176.2975	65.05645	228.15	2.2	40.0
25480	183.92749	50.410862	220.5	1.8499995	40.0
25500	180.095	42.607033	225.75	41.65	40.0
25520	183.49	38.049896	234.4	93.95	40.0
25540	176.74998	55.69755	238.35	-8.3	40.0
25560	190.8475	38.333004	231.3	94.2	40.0
25580	178.6525	60.96508	238.8	5.1499996	40.0
25600	196.9225	25.0212	242.75	134.5	40.0
25620	189.69751	31.152102	231.45	119.15	40.0
25640	192.36751	30.022755	224.4	86.1	40.0
25660	197.96501	46.73833	236.1	73.55	40.0
25680	196.25499	47.49825	233.45	17.1	40.0
25700	163.72499	55.92581	227.7	46.9	40.0
25720	193.42252	39.40553	234.6	69.5	40.0
25740	177.22	39.151413	231.95	89.15	40.0
25760	197.63	41.507923	234.15	36.95	40.0
25780	188.54752	36.721104	232.25	56.45	40.0
25800	180.56	44.536564	234.4	72.0	40.0
25820	195.26248	31.496695	241.35	115.0	40.0
25840	197.5375	22.711918	241.5	129.9	40.0
25860	195.345	46.060265	248.7	25.05	40.0
25880	182.4975	40.859367	240.7	53.05	40.0
25900	187.5325	39.228333	235.75	74.95	40.0
25920	184.87001	48.547638	237.15	36.95	40.0
25940	204.64001	17.013313	234.55	173.85	40.0
25960	189.81749	32.821888	239.1	109.95	40.0
25980	196.7	27.164522	241.6	131.6	40.0
26000	191.41	36.378025	232.95	112.05	40.0
26020	196.6025	21.293442	236.75	157.15	40.0
26040	170.5075	49.669308	230.5	73.4	40.0
26060	191.455	35.885574	234.95	69.35	40.0
26080	186.53249	34.80934	224.2	62.9	40.0
26100	189.19249	46.606895	236.7	61.1	40.0
26120	188.94748	32.683456	227.65	119.2	40.0
26140	182.435	35.452866	228.7	77.25	40.0
26160	200.56	16.321478	240.4	170.3	40.0
26180	194.125	26.489344	230.4	118.6	40.0
26200	187.97	40.06446	237.1	56.1	40.0
26220	194.345	45.825714	234.2	19.6	40.0
26240	180.03	52.747913	240.65	30.15	40.0
26260	196.54251	34.63323	238.45	81.35	40.0
26280	191.37	42.407322	245.95	80.15	40.0
26300	198.98752	30.780804	233.15	111.95	40.0
26320	189.0625	33.289513	235.5	104.45	40.0
26340	182.25252	52.288	230.35	14.349999	40.0
26360	182.775	45.491314	240.15	91.2	40.0
26380	173.99498	59.470024	236.25	20.3	40.0
26400	204.79501	34.635895	243.3	103.6	40.0
26420	195.47	32.65012	230.25	112.8	40.0
26440	178.095	57.65264	240.3	-7.25	40.0
26460	179.7125	39.13807	238.45	83.75	40.0
26480	191.73251	27.896133	243.15	141.25	40.0
26500	182.585	52.78713	225.85	-14.5	40.0
26520	184.69753	25.99586	231.15	126.5	40.0
26540	157.2775	45.638016	227.25	18.05	40.0
26560	173.51	31.82425	223.75	91.5	40.0
26580	152.18	56.663506	233.3	17.300001	40.0
26600	177.5375	34.60054	221.7	113.7	40.0
26620	178.08502	51.85548	239.8	6.1	40.0
26640	182.56999	42.427235	234.45	70.9	40.0
26660	192.2625	30.279268	236.55	122.1	40.0
26680	163.20749	44.8956	224.1	83.25	40.0
26700	178.2625	53.55107	233.25	-7.45	40.0
26720	172.95749	55.284576	236.15	13.75	40.0
26740	177.38998	45.73178	237.3	60.55	40.0
26760	172.13501	48.2816	240.0	61.45	40.0
26780	160.5375	52.566547	232.95	22.7	40.0
26800	175.91249	50.97031	246.4	22.1	40.0
26820	162.025	37.334564	231.3	98.55	40.0
26840	181.535	45.99906	236.6	19.15	40.0
26860	186.91501	28.30285	244.65	139.85	40.0
26880	159.32999	48.238117	222.8	58.7	40.0
26900	193.00252	32.854355	229.15	86.7	40.0
26920	175.1225	50.462986	234.25	15.150001	40.0
26940	162.13	58.779606	236.2	-1.9	40.0
26960	145.10251	61.67673	223.35	36.4	40.0
26980	179.535	46.397533	232.45	50.7	40.0
27000	161.8475	57.537025	225.6	14.7	40.0
27020	167.2875	54.20319	232.35	-16.45	40.0
27040	187.255	29.757513	237.1	123.0	40.0
27060	180.43	47.145176	243.25	45.2	40.0
27080	174.61499	45.882435	226.55	65.35	40.0
27100	169.67001	53.73387	229.9	20.449999	40.0
27120	178.73	36.026825	231.85	83.05	40.0
27140	172.5275	68.1406	236.2	-9.0	40.0
27160	158.6575	57.828236	210.9	9.099999	40.0
27180	180.86998	45.411007	232.55	53.45	40.0
27200	182.2775	43.06602	222.8	17.85	40.0
27220	160.6975	51.553646	231.55	51.1	40.0
27240	162.025	44.941277	222.75	73.9	40.0
27260	172.41751	28.05984	218.55	124.0	40.0
27280	182.93	43.887173	235.4	50.65	40.0
27300	183.43001	40.10057	236.95	110.4	40.0
27320	176.12	61.183243	244.2	34.100002	40.0
27340	176.3175	38.479877	243.2	96.6	40.0
27360	181.44	35.736195	229.0	104.55	40.0
27380	183.47249	45.38457	237.75	66.15	40.0
27400	195.5525	33.67521	248.05	91.25	40.0
27420	163.2075	58.270485	248.35	51.9	40.0
27440	186.91501	36.841022	238.7	115.35	40.0
27460	194.22751	28.607721	234.75	127.7	40.0
27480	187.16751	26.115515	231.35	148.75	40.0
27500	166.6925	55.466187	227.95	24.25	40.0
27520	184.94	57.228115	251.25	20.0	40.0
27540	181.58	29.241186	224.45	113.8	40.0
27560	190.675	31.9164	241.15	129.05	40.0
27580	176.45999	64.1587	245.85	56.45	40.0
27600	175.80501	39.511246	235.8	90.4	40.0
27620	180.0675	46.449512	236.4	57.25	40.0
27640	168.2775	63.445633	228.65	15.05	40.0
27660	189.6625	34.823063	227.25	103.65	40.0
27680	189.53	43.50035	239.35	36.25	40.0
27700	184.86252	36.411827	229.55	104.3	40.0
27720	196.43501	30.374777	247.3	119.45	40.0
27740	187.5325	37.491863	253.7	118.25	40.0
27760	187.48	36.004173	238.65	121.8	40.0
27780	179.1875	44.233906	228.1	85.05	40.0
27800	154.73	58.83416	232.35	-22.95	40.0
27820	159.8075	62.25055	232.7	8.55	40.0
27840	183.615	37.646507	220.65	43.75	40.0
27860	178.85	53.9842	240.9	32.45	40.0
27880	184.285	47.93943	241.25	57.55	40.0
27900	176.36499	48.969776	234.15	42.05	40.0
27920	198.00749	52.986343	242.55	-11.45	40.0
27940	190.1725	35.83004	238.4	106.55	40.0
27960	179.86249	46.95886	237.8	61.35	40.0
27980	175.6375	42.08813	223.6	61.9	40.0
28000	176.55002	55.024193	238.55	-2.3999999	40.0
28020	163.20499	52.65037	243.35	-1.0000004	40.0
28040	176.98997	49.31802	235.25	53.8	40.0
28060	174.9375	48.607235	240.5	61.65	40.0
28080	184.13748	30.804556	230.2	103.05	40.0
28100	158.49751	61.416424	219.85	-1.5000004	40.0
28120	172.39001	45.27139	234.45	57.65	40.0
28140	192.8825	50.997562	254.1	71.8	40.0
28160	168.095	57.50324	230.55	18.35	40.0
28180	176.9525	49.971714	235.5	47.3	40.0
28200	165.88501	57.874073	228.55	-11.45	40.0
28220	176.79251	50.84266	248.4	23.4	40.0
28240	174.2775	44.680656	230.85	69.75	40.0
28260	184.2075	43.221752	242.2	61.45	40.0
28280	167.35501	58.868774	245.1	10.35	40.0
28300	176.18251	47.73892	239.9	51.75	40.0
28320	198.8925	21.992458	234.45	165.55	40.0
28340	191.07248	43.45916	248.05	86.7	40.0
28360	204.4225	24.916739	243.25	161.15	40.0
28380	177.9325	39.37362	221.8	66.4	40.0
28400	184.2575	41.201103	239.3	82.7	40.0
28420	177.8875	48.01133	230.45	58.4	40.0
28440	176.73502	53.48593	243.95	31.199999	40.0
28460	193.4725	35.82146	235.5	91.1	40.0
28480	192.47	56.482773	240.75	-2.8	40.0
28500	155.4575	50.781067	232.8	19.0	40.0
28520	190.825	43.209415	240.35	66.3	40.0
28540	176.43999	52.850117	233.4	41.7	40.0
28560	197.59	45.766876	245.3	64.25	40.0
28580	191.7225	38.58756	238.7	84.35	40.0
28600	187.37749	49.15607	232.9	5.9000006	40.0
28620	194.13	41.405056	239.3	98.45	40.0
28640	189.32002	24.261438	226.6	115.6	40.0
28660	168.54001	52.957912	240.0	62.45	40.0
28680	181.85501	54.880905	255.7	8.05	40.0
28700	172.73001	65.97394	235.75	23.15	40.0
28720	175.51999	61.176525	232.5	-7.25	40.0
28740	183.5975	39.609127	243.8	102.3	40.0
28760	181.125	58.886383	248.1	23.0	40.0
28780	178.70749	72.820435	245.8	0.40000024	40.0
28800	209.48747	30.179848	245.6	113.95	40.0
28820	187.195	45.71069	247.65	90.25	40.0
28840	198.89	26.692791	241.25	122.9	40.0
28860	181.6375	49.304054	245.5	11.7	40.0
28880	182.14	67.010574	241.95	17.300001	40.0
28900	175.11752	45.57029	226.3	40.95	40.0
28920	184.5475	55.03158	239.0	10.799999	40.0
28940	183.09999	36.86479	231.4	117.2	40.0
28960	192.9725	43.432877	245.6	73.95	40.0
28980	193.21	40.52991	247.6	56.85	40.0
29000	203.925	30.674953	234.45	95.7	40.0
29020	178.98001	51.73636	238.35	38.35	40.0
29040	182.97	49.411633	239.8	64.15	40.0
29060	185.73502	49.143414	250.4	90.5	40.0
29080	192.13248	34.894474	241.25	99.1	40.0
29100	201.04	39.617985	247.65	66.85	40.0
29120	162.73001	72.061356	239.35	-0.50000006	40.0
29140	187.94751	36.305447	252.05	82.05	40.0
29160	215.9625	30.270222	246.15	122.0	40.0
29180	194.47499	39.557343	241.8	85.8	40.0
29200	198.66501	41.712	242.55	86.3	40.0
29220	200.1425	35.046738	240.75	86.35	40.0
29240	206.9325	19.92808	243.45	174.7	40.0
29260	173.20499	52.24254	230.55	-1.4499998	40.0
29280	200.35501	33.144176	240.8	103.55	40.0
29300	184.6025	42.08952	247.85	79.3	40.0
29320	186.315	35.436207	240.75	114.7	40.0
29340	189.23001	48.391575	241.4	70.7	40.0
29360	195.82498	27.163372	241.9	137.3	40.0
29380	182.1275	57.243504	247.55	53.15	40.0
29400	197.15999	38.57134	241.45	76.1	40.0
29420	209.02249	23.579468	244.25	148.85	40.0
29440	177.00497	53.046955	249.3	7.05	40.0
29460	201.21251	35.503044	248.75	87.35	40.0
29480	194.5725	43.72347	235.0	26.1	40.0
29500	187.57251	34.480568	250.2	113.05	40.0
29520	197.43001	43.639584	249.9	97.65	40.0
29540	202.69499	40.387363	242.0	57.15	40.0
29560	187.24	50.012848	254.05	30.2	40.0
29580	191.69499	34.726242	238.4	119.4	40.0
29600	185.9675	37.97702	256.15	106.7	40.0
29620	196.69498	42.54112	246.65	87.25	40.0
29640	194.02249	60.717445	244.05	51.55	40.0
29660	195.30249	55.503956	248.1	30.0	40.0
29680	195.4	43.317482	246.6	90.55	40.0
29700	175.87752	49.854744	248.1	48.399998	40.0
29720	199.93748	41.492508	245.5	69.7	40.0
29740	182.57748	42.679295	242.7	70.4	40.0
29760	195.5	53.96744	247.6	37.75	40.0
29780	187.3825	40.834866	240.0	73.95	40.0
29800	202.865	52.647697	246.7	46.85	40.0
29820	198.925	42.350803	248.6	126.75	40.0
29840	207.56499	26.866648	246.25	147.65	40.0
29860	187.72751	53.686764	242.5	61.75	40.0
29880	205.73001	25.32991	236.9	145.15	40.0
29900	210.78	34.08342	248.9	136.6	40.0
29920	176.55	59.11679	237.25	33.55	40.0
29940	181.51	47.21621	228.6	57.5	40.0
29960	182.97	49.00093	244.35	38.4	40.0
29980	194.165	36.180626	246.35	117.45	40.0
30000	206.17749	29.923481	255.7	146.15	40.0
30020	207.67749	29.57795	248.2	137.7	40.0
30040	193.08499	47.33711	243.95	60.7	40.0
30060	195.93501	39.29346	247.35	93.5	40.0
30080	200.55002	24.229965	239.5	157.55	40.0
30100	206.23001	27.104992	253.4	150.55	40.0
30120	187.465	40.901157	228.7	51.1	40.0
30140	192.84999	29.736475	229.9	108.8	40.0
30160	199.1625	33.028748	238.85	115.35	40.0
30180	191.75502	35.932884	243.45	106.35	40.0
30200	207.11751	26.607336	246.7	136.6	40.0
30220	210.3075	24.99536	244.9	155.15	40.0
30240	203.64	29.046263	245.05	136.15	40.0
30260	200.2375	33.999462	247.35	121.4	40.0
30280	185.0275	60.067806	256.75	9.900001	40.0
30300	197.61499	56.435028	243.6	10.1	40.0
30320	196.6525	49.79346	248.2	27.25	40.0
30340	181.275	36.17319	234.4	80.25	40.0
30360	199.63998	45.0328	246.65	80.8	40.0
30380	198.38748	30.21158	240.15	112.9	40.0
30400	204.32753	31.578093	240.0	118.15	40.0
30420	202.8325	20.85684	238.95	159.7	40.0
30440	203.16751	54.416695	247.1	26.199999	40.0
30460	207.33748	34.855476	249.9	125.3	40.0
30480	211.73001	22.94695	246.65	152.05	40.0
30500	191.60748	44.453438	244.75	58.2	40.0
30520	172.04	66.51068	234.2	8.45	40.0
30540	189.1625	40.438187	248.3	104.45	40.0
30560	196.92001	27.391155	241.1	129.6	40.0
30580	197.86499	28.949282	236.2	120.7	40.0
30600	191.485	34.228493	240.85	114.35	40.0
30620	204.50249	38.918907	252.15	69.7	40.0
30640	188.215	49.67863	237.3	71.8	40.0
30660	184.735	47.683594	247.25	20.25	40.0
30680	198.6475	33.46167	250.55	124.95	40.0
30700	181.2325	56.476463	242.75	53.15	40.0
30720	179.49	54.6484	234.55	14.1	40.0
30740	186.61499	47.341644	248.25	57.2	40.0
30760	179.73502	64.09961	245.0	0.4	40.0
30780	180.64	50.987717	250.1	86.45	40.0
30800	169.2375	48.744926	229.45	76.3	40.0
30820	156.785	66.77072	245.55	-9.55	40.0
30840	162.155	60.471523	247.9	56.5	40.0
30860	172.37749	58.400753	244.4	3.4499996	40.0
30880	201.0425	40.547535	253.3	67.75	40.0
30900	198.2325	42.957184	247.15	72.15	40.0
30920	208.57251	32.989536	249.25	112.65	40.0
30940	180.0175	60.976444	242.5	11.5	40.0
30960	183.29501	55.382923	241.1	71.6	40.0
30980	192.51	44.812286	241.0	51.9	40.0
31000	204.9825	27.957867	251.35	138.3	40.0
31020	206.73001	37.93423	247.55	82.6	40.0
31040	205.84	35.331898	247.95	133.5	40.0
31060	204.6575	33.111973	241.35	132.6	40.0
31080	196.65752	39.574604	250.3	101.15	40.0
31100	190.855	51.02769	248.35	49.95	40.0
31120	184.22	46.725185	249.45	77.9	40.0
31140	211.6475	39.164246	249.1	118.65	40.0
31160	161.3875	54.84456	226.6	32.25	40.0
31180	166.14	60.993816	240.6	21.15	40.0
31200	159.20499	68.96208	233.8	-4.7	40.0
31220	158.93001	63.651512	239.7	-12.35	40.0
31240	173.69498	48.142586	245.85	66.7	40.0
31260	169.5875	45.594086	226.45	63.65	40.0
31280	196.0125	39.156715	240.25	80.8	40.0
31300	178.4725	44.69657	241.8	45.6	40.0
31320	198.25752	28.373861	256.1	135.8	40.0
31340	194.5275	58.333717	253.1	17.65	40.0
31360	159.09248	54.77834	234.0	-7.5500007	40.0
31380	189.1975	45.765274	244.4	63.8	40.0
31400	164.1675	56.717865	226.35	-15.85	40.0
31420	191.31001	30.648678	223.15	115.15	40.0
31440	178.4875	57.13784	247.7	19.0	40.0
31460	186.475	40.197926	247.3	53.05	40.0
31480	195.4275	36.795692	254.5	125.05	40.0
31500	187.65	27.263662	231.9	136.8	40.0
31520	201.33499	43.23488	249.45	71.95	40.0
31540	184.5575	51.617268	249.1	51.2	40.0
31560	186.34	44.88703	246.85	63.85	40.0
31580	197.77	40.56679	256.55	96.6	40.0
31600	200.73248	42.44282	246.05	61.4	40.0
31620	192.9925	48.04324	243.5	68.35	40.0
31640	196.20749	48.49042	239.6	92.45	40.0
31660	206.90999	41.89733	249.45	73.6	40.0
31680	185.5475	60.820477	241.55	30.55	40.0
31700	205.10999	46.13523	253.2	88.3	40.0
31720	200.965	50.372154	247.25	19.85	40.0
31740	169.95	60.881264	235.25	42.55	40.0
31760	192.115	46.418156	248.4	96.6	40.0
31780	192.785	54.612877	247.0	9.6	40.0
31800	205.45499	31.038813	247.7	118.65	40.0
31820	208.075	24.561857	246.45	148.0	40.0
31840	205.68753	36.302826	243.0	69.35	40.0
31860	210.1875	33.826336	244.95	110.65	40.0
31880	219.54001	18.712393	238.75	162.7	40.0
31900	205.99248	41.648483	255.1	107.9	40.0
31920	191.08	38.67459	238.7	97.3	40.0
31940	183.95749	55.77959	256.65	65.55	40.0
31960	189.0025	55.9897	239.45	42.05	40.0
31980	188.27498	48.769485	248.85	76.75	40.0
32000	206.81499	37.217636	248.45	122.25	40.0
32020	202.91748	43.22661	244.45	61.65	40.0
32040	197.26001	36.751663	242.2	76.6	40.0
32060	196.67	49.81925	243.45	11.45	40.0
32080	198.47	37.916225	255.65	103.95	40.0
32100	198.43999	49.551903	242.85	88.7	40.0
32120	198.45999	51.3081	250.7	16.35	40.0
32140	188.2525	58.704918	246.0	4.45	40.0
32160	208.95752	34.16948	255.65	128.15	40.0
32180	211.8125	30.630259	248.25	116.35	40.0
32200	213.175	25.60273	255.95	154.2	40.0
32220	213.32748	24.991348	251.2	159.75	40.0
32240	188.16	49.627598	247.6	37.0	40.0
32260	184.345	58.109447	246.2	39.95	40.0
32280	194.32	54.435513	252.0	27.5	40.0
32300	199.795	51.30609	246.7	51.3	40.0
32320	212.00249	19.644176	243.6	165.15	40.0
32340	187.62999	45.628418	236.85	79.65	40.0
32360	206.97249	27.412077	246.9	157.0	40.0
32380	201.6525	36.652702	247.15	102.8	40.0
32400	192.20749	46.331985	248.55	64.15	40.0
32420	215.12003	31.284523	247.4	126.15	40.0
32440	199.4975	36.618668	248.65	97.0	40.0
32460	190.67	58.370907	250.6	37.0	40.0
32480	198.725	40.8581	245.95	73.4	40.0
32500	200.4975	43.022926	247.7	97.35	40.0
32520	188.3325	51.862137	245.5	45.65	40.0
32540	211.60501	30.49577	247.1	142.25	40.0
32560	211.18001	44.370377	249.0	43.85	40.0
32580	189.5	58.752415	242.8	30.65	40.0
32600	176.8375	62.964985	243.5	24.0	40.0
32620	204.04001	31.546883	252.95	99.6	40.0
32640	195.50499	54.31114	242.2	9.25	40.0
32660	194.7775	48.64439	244.55	60.35	40.0
32680	207.61499	37.143593	250.95	113.85	40.0
32700	189.4675	46.429733	245.8	80.9	40.0
32720	202.13498	43.651535	249.05	33.0	40.0
32740	207.04248	34.04378	247.4	108.05	40.0
32760	201.54999	45.859028	251.2	62.25	40.0
32780	202.17499	31.028027	248.85	128.05	40.0
32800	203.1625	55.882225	251.8	32.7	40.0
32820	216.65	22.9333	241.2	169.9	40.0
32840	217.12248	19.940119	241.6	167.35	40.0
32860	199.9275	39.37592	257.0	95.9	40.0
32880	210.085	45.981316	251.3	97.45	40.0
32900	201.57501	52.81444	255.1	8.75	40.0
32920	211.375	37.962574	254.45	110.5	40.0
32940	200.69	60.237675	251.25	9.999999	40.0
32960	196.4625	54.63922	254.95	34.7	40.0
32980	210.18001	32.7833	245.15	134.25	40.0
33000	208.23001	26.267162	249.5	160.05	40.0
33020	205.28	40.015568	241.25	91.95	40.0
33040	198.65501	62.277946	257.5	23.1	40.0
33060	200.5825	42.554485	248.75	108.95	40.0
33080	212.70749	36.5236	249.65	99.1	40.0
33100	215.9075	29.72688	256.25	132.15	40.0
33120	191.6475	63.13371	250.95	9.95	40.0
33140	191.38249	53.829517	245.9	10.849999	40.0
33160	201.65	47.073917	275.15	105.4	39.25
33180	210.43999	35.121376	242.2	85.8	40.0
33200	183.7475	59.80091	247.45	11.049999	40.0
33220	206.68501	39.0574	249.65	88.85	40.0
33240	210.9325	24.121996	246.7	159.95	40.0
33260	194.55	45.965908	245.5	54.65	40.0
33280	204.80252	38.0863	250.35	88.9	40.0
33300	175.0475	66.37056	257.0	14.8	40.0
33320	212.04251	25.041758	250.05	150.7	40.0
33340	212.61499	28.585958	250.5	126.0	40.0
33360	183.4	59.65726	251.3	62.65	40.0
33380	202.39	38.98505	244.75	71.9	40.0
33400	196.405	56.955494	255.3	42.2	40.0
33420	201.4425	47.77956	255.15	49.95	40.0
33440	180.97	59.717335	242.45	49.5	40.0
33460	197.79251	47.51242	254.55	104.3	40.0
33480	205.1075	35.0905	246.7	118.9	40.0
33500	177.92749	72.49453	253.1	1.1499996	40.0
33520	195.31	49.233818	258.55	92.75	40.0
33540	217.1925	32.79279	255.5	134.5	40.0
33560	189.15	60.37668	244.25	37.45	40.0
33580	203.43251	27.763079	247.9	143.6	40.0
33600	218.255	34.291	250.75	97.75	40.0
33620	197.7925	44.22539	242.9	107.2	40.0
33640	194.2675	46.595192	242.05	54.95	40.0
33660	205.625	45.404884	254.6	73.75	40.0
33680	210.13501	38.629356	248.7	90.2	40.0
33700	178.685	48.477684	248.8	74.85	40.0
33720	200.85251	38.01115	245.5	77.4	40.0
33740	181.85251	53.844078	249.85	67.3	40.0
33760	217.01749	14.901439	251.85	193.0	40.0
33780	196.87	64.821465	249.75	29.199999	40.0
33800	195.93	54.34819	241.2	47.15	40.0
33820	196.03249	43.98545	249.85	96.85	40.0
33840	194.41	48.523483	254.6	70.65	40.0
33860	205.50252	49.837925	252.9	22.0	40.0
33880	196.10751	43.15774	249.05	65.65	40.0
33900	199.08751	41.271164	243.6	92.65	40.0
33920	200.98001	51.75915	260.35	62.8	40.0
33940	190.2225	47.945698	249.0	59.1	40.0
33960	196.3125	40.113064	253.25	122.35	40.0
33980	219.4775	28.499378	253.85	152.6	40.0
34000	207.845	36.83615	257.15	117.0	40.0
34020	200.435	55.660923	255.9	57.3	40.0
34040	208.0675	25.991596	253.2	150.05	40.0
34060	201.4375	42.025867	256.15	93.0	40.0
34080	214.98502	31.174763	248.55	135.45	40.0
34100	217.80998	20.627012	247.2	169.55	40.0
34120	201.77249	40.83002	255.75	96.25	40.0
34140	201.26501	58.32587	242.35	30.3	40.0
34160	198.94	41.635704	252.95	72.0	40.0
34180	195.21	42.81442	243.15	69.3	40.0
34200	205.8175	36.87422	254.4	136.85	40.0
34220	199.98499	56.199905	243.55	6.3999996	40.0
34240	195.39	46.880207	249.2	65.9	40.0
34260	226.97751	21.456278	257.5	168.95	40.0
34280	187.645	55.88598	259.7	45.7	40.0
34300	185.4	52.157875	248.1	57.75	40.0
34320	198.94998	42.858696	236.2	65.3	40.0
34340	206.16	48.89185	255.05	21.05	40.0
34360	205.0625	45.474728	254.95	93.25	40.0
34380	207.9	41.006012	250.35	89.15	40.0
34400	225.57999	22.89727	256.2	182.55	40.0
34420	198.5275	34.234627	250.25	126.4	40.0
34440	189.0875	52.218132	251.25	65.6	40.0
34460	211.1575	37.248535	249.5	100.15	40.0
34480	208.74751	48.85741	251.05	71.75	40.0
34500	182.93	62.883373	248.4	17.449999	40.0
34520	184.77	64.98118	255.5	7.5999994	40.0
34540	185.0875	55.373116	253.1	14.7	40.0
34560	197.34999	58.36885	255.4	48.3	40.0
34580	196.48752	32.71397	243.8	100.6	40.0
34600	194.43752	48.49871	247.2	65.1	40.0
34620	187.31999	62.215057	253.4	38.6	40.0
34640	211.04	25.342436	248.65	151.05	40.0
34660	202.44249	37.53822	247.8	110.75	40.0
34680	195.66748	59.8748	255.1	0.6000002	40.0
34700	184.6375	60.41822	256.05	25.949999	40.0
34720	211.4325	52.143185	258.25	40.4	40.0
34740	218.75	34.696095	256.9	110.3	40.0
34760	203.50749	45.00373	247.95	74.5	40.0
34780	217.15	25.491484	247.2	160.0	40.0
34800	184.41	60.27983	240.6	63.45	40.0
34820	192.8325	54.016487	256.15	52.8	40.0
34840	192.43251	53.29103	256.05	74.45	40.0
34860	208.0225	33.43988	246.85	125.3	40.0
34880	215.75	33.40927	255.1	102.15	40.0
34900	196.80751	53.277874	250.95	32.2	40.0
34920	205.4425	48.125767	247.85	17.050001	40.0
34940	200.44751	31.976107	256.3	120.5	40.0
34960	213.97751	38.278008	252.35	100.75	40.0
34980	198.43752	39.965813	251.4	74.3	40.0
35000	215.745	28.141468	257.0	136.55	40.0
35020	196.5875	43.47689	233.4	34.05	40.0
35040	205.63	37.663227	242.15	96.5	40.0
35060	225.4075	19.357327	255.2	183.65	40.0
35080	199.67252	38.757076	255.95	99.3	40.0
35100	198.79251	49.03723	254.15	59.45	40.0
35120	205.88	47.065857	255.6	45.25	40.0
35140	201.19247	40.68144	246.1	54.5	40.0
35160	212.59001	26.285984	249.85	156.2	40.0
35180	198.19	31.512207	243.25	147.6	40.0
35200	202.82498	46.0642	249.0	31.0	40.0
35220	202.95499	49.143524	255.55	84.45	40.0
35240	199.05002	53.541576	257.15	75.5	40.0
35260	209.54	37.070477	256.25	96.8	40.0
35280	202.06	35.173626	256.75	124.65	40.0
35300	197.29001	48.582996	257.95	54.75	40.0
35320	190.87	52.4263	246.95	81.15	40.0
35340	183.77249	58.99584	244.9	12.349999	40.0
35360	210.98251	33.747223	249.8	138.6	40.0
35380	217.38248	21.441792	256.1	168.2	40.0
35400	198.69	30.394468	240.85	134.55	40.0
35420	209.12749	29.182165	251.45	131.35	40.0
35440	205.36751	37.002605	252.05	126.7	40.0
35460	212.5575	29.71572	250.7	117.1	40.0
35480	191.6275	47.025536	255.15	92.95	40.0
35500	212.85999	32.369923	248.05	103.35	40.0
35520	206.18253	44.36827	246.85	60.600002	40.0
35540	195.00249	36.371468	247.2	105.0	40.0
35560	169.42001	58.020416	246.1	26.2	40.0
35580	205.53499	41.71534	259.5	111.85	40.0
35600	206.16501	37.81074	252.85	118.7	40.0
35620	199.7925	50.262806	243.3	8.6	40.0
35640	201.15	36.74745	248.8	96.4	40.0
35660	214.99503	28.04987	255.2	159.0	40.0
35680	212.42752	30.991362	256.95	141.4	40.0
35700	195.905	33.947258	247.2	138.95	40.0
