Episode	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen
76940	193.6925	60.464176	278.2	60.65	38.4
76960	249.22249	17.733065	277.1	209.55	37.1
76980	210.63998	60.15261	271.0	29.25	39.55
77000	233.5175	36.029354	273.55	149.45	37.3
77020	222.1425	54.835884	281.0	95.2	35.4
77040	209.285	48.337242	255.5	52.1	40.0
77060	220.17749	54.68722	276.3	43.0	39.15
77080	212.84	51.60589	260.0	72.5	40.0
77100	226.28	38.76384	279.3	129.0	38.15
77120	239.85999	35.87105	280.4	124.75	37.45
77140	232.13496	35.881012	266.45	135.45	39.9
77160	215.585	63.355335	276.95	51.6	38.0
77180	200.60251	56.666256	276.6	70.0	39.15
77200	228.56999	45.899952	278.15	102.7	38.0
77220	242.88998	18.267544	278.05	211.45	37.95
77240	233.37997	25.191998	276.3	154.35	39.2
77260	238.5375	32.392433	277.75	133.55	37.45
77280	230.97751	40.45971	275.75	139.75	37.35
77300	221.3625	45.02702	276.0	117.85	37.5
77320	239.6	30.791006	277.15	152.15	37.15
77340	233.3175	44.584362	272.3	144.45	36.65
77360	240.48251	44.299	277.0	93.95	36.25
77380	229.55501	41.83911	274.3	116.8	38.8
77400	198.985	72.61674	270.9	26.7	39.45
77420	225.77751	46.095955	276.85	110.0	37.7
77440	202.97751	53.199635	278.05	95.25	38.45
77460	220.92497	27.22127	274.15	146.9	39.25
77480	218.85251	62.216587	277.3	18.95	39.15
77500	245.85751	20.404612	278.45	194.35	37.4
77520	243.09502	32.49026	279.35	125.0	37.45
77540	236.37749	52.16875	280.2	37.4	36.45
77560	232.31253	49.48409	275.9	97.5	37.1
77580	220.71501	37.562904	273.3	121.5	39.15
77600	226.5975	56.221718	275.7	46.350002	38.9
77620	225.11751	41.460964	274.6	119.25	37.75
77640	223.55998	49.278103	279.0	105.55	37.85
77660	210.16751	70.48311	277.6	42.45	38.3
77680	236.4075	33.41754	270.1	135.7	39.25
77700	234.55252	29.673574	272.25	141.55	38.4
77720	213.43999	44.145676	263.75	122.75	39.7
77740	233.795	35.53042	281.3	108.2	38.9
77760	222.525	63.059406	280.25	47.45	35.55
77780	235.7825	47.778618	275.0	112.1	36.05
77800	249.23747	20.511234	276.4	208.5	36.45
77820	218.09749	51.629513	280.9	73.2	38.4
77840	229.02254	49.783134	278.2	75.45	35.85
77860	237.59001	38.42483	278.2	133.45	36.7
77880	230.00752	42.823044	279.2	93.25	37.6
77900	232.37752	32.277683	270.1	142.8	38.65
77920	247.30998	27.826477	279.9	183.05	35.5
77940	221.7	43.496468	276.85	122.0	38.2
77960	232.14249	38.771667	276.75	118.05	38.3
77980	210.1475	47.131275	263.95	99.95	39.95
78000	231.67749	37.262856	276.4	123.35	38.7
78020	199.87	72.76837	276.7	19.3	36.9
78040	223.4825	34.925392	275.5	118.65	39.15
78060	212.46	58.84988	277.2	62.7	38.7
78080	217.98251	65.30866	278.5	-10.1	37.8
78100	246.3175	21.226168	274.8	182.45	38.65
78120	242.275	23.203648	276.0	198.3	38.0
78140	238.88998	37.364594	276.9	106.5	37.2
78160	247.55002	32.404144	281.3	129.2	35.85
78180	242.8625	27.479036	271.45	137.0	38.6
78200	215.3575	45.166466	279.0	129.65	37.65
78220	240.67249	20.846298	274.9	204.75	38.3
78240	211.92752	60.734604	276.4	46.25	37.65
78260	240.925	36.99945	277.85	137.55	36.8
78280	251.51997	19.81608	278.8	202.95	36.5
78300	228.4725	31.126333	276.3	155.65	39.15
78320	233.7225	42.099323	279.75	125.7	36.85
78340	215.8175	43.037537	271.55	132.9	38.95
78360	219.2675	61.89723	278.75	44.05	37.5
78380	226.8	53.8104	271.9	95.0	38.7
78400	233.98502	35.453262	278.35	139.2	37.4
78420	222.91252	59.12584	279.05	34.3	37.7
78440	239.76999	36.138824	277.55	122.85	35.7
78460	211.0675	51.351494	249.8	32.6	40.0
78480	234.56499	40.631268	273.05	115.4	37.55
78500	230.62251	52.523945	276.5	96.25	36.6
78520	206.99503	65.68698	277.35	41.25	36.65
78540	212.33249	62.235775	278.0	38.95	37.5
78560	230.76999	32.290344	276.25	159.7	37.95
78580	224.28	41.275543	271.4	127.3	38.65
78600	216.1625	57.715183	274.5	32.3	39.1
78620	242.40752	32.854805	279.9	132.9	37.85
78640	228.50497	44.75802	274.5	89.95	38.55
78660	233.3	37.89206	275.45	127.1	37.5
78680	226.2775	60.583427	278.65	52.0	38.15
78700	226.8875	44.164196	277.9	110.25	36.35
78720	230.95999	49.753292	276.4	81.4	36.6
78740	212.1075	48.038895	277.5	73.75	38.2
78760	233.7275	33.108532	276.8	128.8	37.65
78780	245.0675	50.88076	279.8	35.2	35.6
78800	219.6075	51.813858	277.55	82.6	37.1
78820	228.2875	41.99714	280.0	105.15	38.5
78840	213.80498	64.68004	277.7	48.9	36.95
78860	230.93253	55.0979	277.5	70.15	36.55
78880	226.075	34.19667	262.9	150.85	39.95
78900	216.25998	57.066116	275.2	76.1	39.2
78920	239.43999	25.646812	275.45	177.15	38.15
78940	231.77998	40.32594	272.8	106.55	38.85
78960	229.51498	35.009712	277.8	140.3	38.7
78980	241.41751	32.40469	274.65	120.8	37.75
79000	231.3175	41.29412	275.75	85.7	38.0
79020	240.27249	22.865217	278.35	202.45	37.4
79040	233.62251	40.48885	278.7	138.8	36.0
79060	233.73499	41.261032	277.4	110.65	35.85
79080	219.86003	53.030766	271.85	63.2	37.85
79100	225.165	48.335785	278.25	66.15	37.1
79120	209.0925	49.75452	275.4	125.45	37.4
79140	217.165	53.246532	278.95	36.25	37.85
79160	225.2825	45.2755	274.0	111.4	38.85
79180	225.15002	42.252132	277.5	102.1	38.0
79200	250.36499	25.21367	277.1	190.0	35.2
79220	229.65999	43.99809	273.0	140.9	37.6
79240	226.995	34.468353	277.05	147.35	37.8
79260	232.94748	46.67673	275.85	79.2	37.0
79280	224.63	62.227398	277.0	74.15	37.0
79300	227.69751	44.023224	273.35	127.2	39.05
79320	239.84	28.539743	277.05	166.7	37.5
79340	223.87247	49.774117	278.6	97.15	38.4
79360	214.725	40.11631	266.95	140.6	39.45
79380	236.42502	32.84111	275.0	142.75	37.55
79400	228.3	46.256	276.05	83.85	37.95
79420	212.17252	43.24857	270.9	143.9	39.0
79440	226.79251	36.631916	273.5	112.45	39.0
79460	233.2875	43.85487	280.2	125.85	36.95
79480	239.13498	38.004738	278.45	94.35	37.15
79500	227.84998	56.465263	278.75	63.7	36.2
79520	212.6425	65.58228	278.5	65.95	37.95
79540	232.26749	41.794453	275.45	114.8	38.6
79560	232.7675	40.41924	276.35	131.4	37.55
79580	220.35251	55.178337	276.9	82.6	37.8
79600	240.1625	35.200684	277.7	130.55	36.3
79620	226.07251	34.933495	277.7	124.15	38.3
79640	223.97249	51.070133	277.65	69.3	37.5
79660	223.10999	50.975594	274.1	64.7	37.6
79680	235.35251	46.788425	278.15	83.75	37.3
79700	213.405	66.6953	278.25	26.1	37.6
79720	250.08	24.807474	276.75	183.35	36.25
79740	196.50002	68.3476	275.15	18.4	38.05
79760	222.55	49.525085	274.0	90.95	38.4
79780	226.37749	53.661823	281.05	33.9	37.2
79800	239.36003	29.305372	275.2	146.1	38.5
79820	217.9325	47.901512	274.05	100.0	39.1
79840	213.52751	73.822586	279.7	45.7	35.85
79860	216.5	60.642178	262.1	27.35	39.95
79880	233.80249	27.796993	263.95	144.05	39.85
79900	241.35	29.608805	278.8	164.5	37.4
79920	211.73499	56.66609	276.6	68.1	39.15
79940	225.01749	46.655663	277.45	76.7	38.85
79960	239.9	38.750137	280.1	115.85	36.0
79980	226.0875	37.575916	277.0	123.75	37.5
80000	226.4125	43.77067	275.1	86.35	38.15
80020	224.87248	54.648235	280.9	97.65	35.55
80040	230.82751	39.842262	278.05	125.2	36.65
80060	232.705	30.03653	277.95	152.3	38.25
80080	223.66751	40.823982	260.2	88.3	40.0
80100	243.495	38.60352	281.8	140.55	35.35
80120	226.04749	41.087116	277.05	120.15	38.55
80140	193.98502	64.2126	272.5	70.9	39.35
80160	227.29749	48.52853	277.5	70.25	37.7
80180	215.2725	41.32312	273.35	101.35	39.4
80200	246.22253	31.899174	280.1	166.8	35.1
80220	223.9625	48.210495	271.3	49.05	38.9
80240	242.7625	24.902441	274.05	177.05	38.2
80260	205.96	68.49428	272.95	-6.35	38.25
80280	228.04752	45.160206	271.6	119.15	38.9
80300	226.18999	55.291237	280.55	38.600002	38.1
80320	229.36748	31.313456	274.05	151.6	38.95
80340	240.3875	48.66507	280.3	63.75	33.7
80360	236.61751	35.394638	277.85	120.4	36.8
80380	227.495	55.114887	277.55	57.2	36.6
80400	229.45999	40.250935	279.15	135.9	37.85
80420	213.12	58.754803	280.95	46.05	36.55
80440	206.905	54.248398	268.85	60.1	39.7
80460	229.59001	42.71245	273.8	121.7	37.95
80480	228.61002	35.646744	276.9	142.25	37.8
80500	232.90498	36.628498	276.4	138.0	37.95
80520	231.56998	46.80075	281.2	83.35	36.3
80540	242.43253	33.90117	279.7	165.2	34.5
80560	235.50998	30.971024	276.95	171.05	38.05
80580	229.3475	31.442234	273.1	150.2	38.65
80600	242.8375	21.074312	272.15	183.1	39.45
80620	229.415	30.115465	277.75	171.9	38.2
80640	222.835	58.301346	273.7	40.7	38.1
80660	223.87003	44.982292	281.9	117.4	37.35
80680	222.33252	56.612354	279.9	71.25	37.8
80700	222.94748	44.91654	273.45	98.85	38.0
80720	206.48999	71.36022	277.25	61.65	36.8
80740	245.74252	30.647263	280.05	156.35	36.9
80760	238.68753	37.99918	271.1	126.25	38.15
80780	215.19502	52.008606	272.15	58.6	38.9
80800	221.035	68.02568	276.75	28.05	36.75
80820	228.10999	42.17419	277.05	102.0	37.9
80840	225.36748	39.70187	276.4	120.65	38.35
80860	215.80498	57.851883	272.0	72.7	38.35
80880	240.14749	32.139637	276.8	143.1	36.75
80900	228.46501	49.718903	278.5	80.2	36.5
80920	226.01248	51.963818	280.4	56.7	36.7
80940	228.9025	51.207348	278.65	99.45	35.8
80960	248.13249	24.902588	279.2	182.65	36.65
80980	243.535	30.239601	272.4	140.0	37.85
81000	227.86751	42.364174	280.5	129.95	37.9
81020	210.9125	60.387775	278.4	79.0	37.7
81040	232.68498	39.243725	273.75	132.25	37.5
81060	223.925	71.3511	280.2	33.45	35.3
81080	231.43999	35.033478	278.75	140.75	38.0
81100	228.6125	49.59288	279.95	75.1	37.1
81120	227.23755	41.5318	277.4	109.15	38.45
81140	223.96748	45.575047	276.95	105.05	38.15
81160	247.4825	22.325785	276.35	194.7	36.05
81180	234.6825	34.471043	278.35	157.45	37.4
81200	210.54749	64.743416	279.15	57.4	37.0
81220	225.66751	37.02249	276.9	149.85	38.4
81240	235.04251	28.633835	278.55	167.55	38.5
81260	218.405	43.257973	271.35	133.5	39.15
81280	228.44247	49.207436	277.0	102.9	36.5
81300	247.20248	29.759857	280.8	148.4	35.15
81320	240.11002	29.651052	274.2	138.05	38.15
81340	239.3425	39.092934	280.85	150.8	35.1
81360	214.53	48.79833	267.65	100.7	39.75
81380	210.2225	69.368164	277.5	35.6	38.2
81400	230.39749	62.803383	281.45	-10.150001	36.15
81420	213.37003	53.15628	269.95	105.7	39.2
81440	205.13501	53.77673	275.85	63.9	39.2
81460	221.47002	46.88543	279.4	123.95	36.95
81480	235.99002	36.723377	278.2	150.45	36.65
81500	237.31003	41.362	280.8	132.55	36.25
81520	234.88249	40.07049	281.05	136.55	35.9
81540	206.6	65.270836	277.3	15.0	38.7
81560	222.98499	67.20419	279.95	16.65	35.2
81580	225.1	53.09351	276.3	87.3	37.95
81600	220.93498	52.16992	277.9	85.9	37.55
81620	240.03247	29.617449	278.8	156.25	37.95
81640	222.33249	49.487583	276.25	62.25	38.7
81660	240.68501	21.806873	274.7	200.0	37.5
81680	244.55501	16.612993	275.35	213.05	38.95
81700	242.36751	36.275646	279.8	110.9	36.25
81720	208.97751	54.90677	276.25	102.45	37.75
81740	234.9825	34.607162	278.85	150.3	37.1
81760	223.20251	52.041897	277.35	92.1	36.75
81780	212.81001	64.22451	277.2	50.65	37.75
81800	224.9875	52.6617	272.35	22.65	39.45
81820	240.0625	32.549335	275.55	180.0	35.85
81840	243.22	27.684168	279.3	192.15	35.0
81860	233.19499	28.27044	269.85	182.75	38.25
81880	227.00252	41.706768	275.05	139.0	37.35
81900	218.61499	59.723274	280.7	22.9	37.2
81920	242.3875	32.958847	280.05	138.25	36.55
81940	226.55501	44.388577	276.05	99.0	37.25
81960	213.2175	59.87271	275.6	21.25	38.65
81980	226.0	39.97611	275.3	135.45	38.3
82000	233.75749	50.953815	277.2	43.85	37.75
82020	239.18501	25.141577	278.2	187.3	37.45
82040	231.7375	47.26509	279.2	105.35	37.0
82060	239.26498	36.85518	278.9	167.1	35.2
82080	219.57751	53.895016	274.75	103.35	37.7
82100	207.4875	61.588993	276.9	74.0	38.6
82120	231.74748	50.6903	278.0	48.25	37.05
82140	240.94254	36.107937	280.2	138.65	35.95
82160	199.58751	63.495876	278.4	29.550001	39.1
82180	208.095	67.73193	279.65	-0.5499997	37.8
82200	221.04	40.802727	275.35	101.7	39.2
82220	223.05	45.04959	274.25	110.25	38.2
82240	244.69751	28.31488	278.05	182.75	35.05
82260	233.0625	47.411263	281.5	107.6	36.7
82280	240.425	22.47568	276.45	202.05	37.4
82300	228.3875	39.33227	276.7	102.75	36.95
82320	228.215	63.718624	279.4	61.55	35.9
82340	226.45749	37.95257	260.85	133.15	40.0
82360	249.455	32.81915	276.4	121.55	36.6
82380	214.9075	68.35416	279.2	24.85	36.95
82400	240.4025	27.691261	281.2	188.45	37.1
82420	244.75998	28.194418	280.4	172.15	35.7
82440	233.90999	42.874046	279.45	98.9	37.6
82460	236.25752	49.30317	280.75	100.65	37.1
82480	231.71	45.250923	276.3	101.65	37.0
82500	213.7225	54.538284	279.05	84.8	37.35
82520	223.78748	42.483295	276.8	121.05	38.1
82540	219.5375	43.995907	278.5	101.0	38.9
82560	219.745	47.779816	272.2	98.95	38.85
82580	223.03748	52.756863	274.65	67.7	38.2
82600	213.08249	46.96444	265.2	81.65	39.65
82620	234.50497	41.82135	280.4	108.0	36.25
82640	237.7175	25.943089	278.95	171.5	38.0
82660	240.23499	23.317387	273.8	187.15	38.5
82680	237.005	44.690914	279.25	89.05	38.8
82700	238.06001	34.24702	277.15	140.3	37.45
82720	206.07251	52.058517	266.35	87.4	39.9
82740	218.10999	54.521835	276.5	59.35	38.4
82760	237.9375	40.6804	275.6	80.4	37.1
82780	236.19499	35.193653	281.45	135.45	36.15
82800	234.24751	46.878933	279.8	74.15	35.6
82820	218.5175	56.226437	274.15	56.7	38.65
82840	216.75	62.671062	278.95	77.3	36.9
82860	241.49751	35.507526	280.15	150.0	35.45
82880	228.46248	44.731865	279.8	87.05	36.25
82900	234.0125	54.946907	279.7	19.2	35.6
82920	223.29	43.44982	276.25	109.85	38.75
82940	242.88498	35.516144	281.7	149.15	36.0
82960	235.5875	37.932087	275.75	110.4	38.05
82980	230.65	50.226368	278.5	72.0	36.9
83000	241.5125	33.03108	281.3	161.6	35.55
83020	240.84	29.829203	275.95	168.4	36.85
83040	210.41751	69.32819	277.05	16.15	36.95
83060	218.7325	48.29651	276.35	93.95	37.75
83080	214.75749	41.387466	275.0	123.95	39.25
83100	231.69751	31.120586	275.1	155.55	37.95
83120	232.02249	47.679016	276.4	86.15	37.2
83140	223.51999	46.081753	275.9	104.15	39.25
83160	232.655	31.234962	276.15	167.05	38.75
83180	241.085	41.66855	281.0	105.3	35.6
83200	238.3875	29.473772	280.35	126.65	38.95
83220	221.73001	49.94048	277.3	100.6	37.75
83240	225.1	45.693825	267.9	98.4	39.65
83260	214.93999	61.6871	276.1	65.55	37.75
83280	222.08752	48.16717	279.7	101.8	37.0
83300	220.56253	58.129105	274.75	47.95	38.75
83320	234.06499	47.31508	278.3	126.4	35.85
83340	229.49002	33.34665	276.4	152.6	37.8
83360	236.155	42.744568	279.9	77.15	38.0
83380	232.225	42.235607	278.1	118.95	37.2
83400	234.72998	44.46056	276.5	89.3	37.1
83420	220.835	50.3184	276.25	81.4	38.2
83440	225.6575	49.873207	279.65	42.75	38.75
83460	218.70499	61.143856	276.95	91.95	36.4
83480	233.455	35.649277	277.25	125.55	38.8
83500	238.7775	30.621778	274.1	158.45	38.35
83520	238.88501	36.50604	275.8	114.3	38.2
83540	233.45752	38.75364	279.9	126.1	37.2
83560	230.47	46.901546	276.8	54.7	38.65
83580	230.70999	52.328003	278.95	75.75	33.95
83600	246.94499	19.787424	278.65	210.8	37.2
83620	239.70749	33.980415	276.75	116.95	36.95
83640	209.57751	63.714024	280.6	59.85	37.0
83660	229.73999	60.562862	276.2	9.400001	36.7
83680	215.32751	58.907032	279.0	71.65	36.9
83700	231.89499	48.227425	274.75	75.6	37.95
83720	231.61504	46.23686	280.7	132.75	34.5
83740	228.9875	50.055363	273.25	84.1	37.55
83760	225.35251	29.511858	265.55	146.6	39.8
83780	188.87999	65.49942	278.0	52.5	39.05
83800	235.4625	33.811108	274.75	152.9	37.5
83820	226.8625	41.753025	274.55	124.1	39.3
83840	213.47	57.594364	277.95	68.65	37.95
83860	228.625	48.493557	276.65	99.5	37.15
83880	226.59749	41.05361	275.45	107.45	38.85
83900	252.54501	13.451512	279.05	230.4	37.45
83920	204.995	58.8633	281.8	78.55	37.15
83940	232.875	38.18433	279.95	111.7	38.2
83960	224.13	52.01486	278.5	91.7	35.8
83980	237.275	31.380032	276.1	154.05	37.65
84000	226.79251	37.731674	266.8	135.65	39.9
84020	214.5375	69.77449	277.3	27.0	36.7
84040	201.19751	55.32979	277.75	106.1	37.45
84060	236.29248	33.158253	276.3	146.2	38.15
84080	229.1	47.431984	273.75	62.8	38.25
84100	201.81749	59.58109	277.8	53.45	38.3
84120	209.1625	70.0985	275.8	24.15	38.5
84140	230.67252	38.939053	277.25	146.6	37.05
84160	225.03499	59.665142	278.85	21.4	38.85
84180	214.38498	52.095345	272.3	72.15	39.4
84200	222.40752	57.76529	279.9	64.65	38.15
84220	221.10501	32.584633	259.9	134.05	40.0
84240	234.27502	37.620914	273.35	125.55	38.5
84260	234.625	33.24362	275.0	130.2	37.65
84280	222.07748	48.455906	278.6	125.7	37.55
84300	231.02249	32.235744	266.3	154.65	39.65
84320	239.375	32.064568	280.4	139.6	36.7
84340	235.56499	38.221867	277.55	93.9	38.8
84360	228.02254	45.500763	269.75	55.95	39.7
84380	222.975	62.58031	277.9	26.75	37.75
84400	239.27751	37.10912	281.55	122.95	35.15
84420	240.475	30.540344	274.35	154.6	38.1
84440	251.12	21.453465	278.1	191.5	35.5
84460	204.52249	66.795456	278.5	62.75	38.0
84480	239.06999	29.192844	279.15	186.4	36.95
84500	217.46748	48.863537	279.2	109.0	37.8
84520	237.9675	32.12316	278.5	133.95	37.45
84540	212.8925	43.210663	275.05	128.15	39.05
84560	225.74002	29.225103	280.85	167.4	38.0
84580	236.40251	31.667923	279.2	170.15	37.35
84600	207.9125	49.12583	269.4	106.8	39.3
84620	222.25497	30.660172	280.6	141.95	37.9
84640	218.625	51.974304	258.5	45.3	40.0
84660	236.30501	39.976032	279.1	125.0	36.25
84680	236.78	53.33995	281.2	98.85	34.8
84700	230.6625	38.034172	271.0	141.35	38.35
84720	240.08249	44.871986	279.5	114.75	33.85
84740	245.83247	33.123035	279.75	143.3	35.25
84760	232.5125	42.900528	277.95	119.5	37.7
84780	216.22751	49.708824	278.15	108.3	38.4
84800	238.9875	43.09971	282.0	83.2	35.7
84820	235.01498	35.774593	280.15	131.65	36.8
84840	228.585	53.456726	279.35	74.45	36.85
84860	220.11751	55.971207	266.4	42.95	39.8
84880	233.88501	39.030598	276.2	84.05	38.3
84900	222.35498	59.930595	277.9	75.9	36.25
84920	243.75	27.047205	277.0	177.0	36.9
84940	235.85751	33.80771	281.3	132.55	37.2
84960	231.9625	34.775578	274.0	147.4	37.8
84980	212.48999	51.035553	275.35	110.55	37.9
85000	243.335	28.228355	279.95	173.05	36.7
85020	218.40251	46.017036	277.35	104.7	38.25
85040	240.0325	40.21014	277.7	116.2	37.7
85060	224.5925	39.382294	278.9	122.85	39.1
85080	216.26999	51.743977	272.2	95.85	39.3
85100	243.94502	39.13302	278.8	98.55	36.35
85120	227.08499	33.150272	273.75	156.65	37.8
85140	232.76999	52.067383	279.5	74.95	36.15
85160	223.225	28.35204	257.85	156.3	40.0
85180	219.965	70.50181	280.5	50.8	36.1
85200	225.1875	45.1546	274.85	114.85	38.3
85220	210.575	55.881775	273.5	63.0	39.2
85240	226.955	42.317257	272.75	104.0	38.8
85260	239.2125	55.676235	280.1	57.5	34.2
85280	220.56253	64.35492	272.2	58.6	37.8
85300	211.14502	55.140884	259.45	75.25	40.0
85320	218.3375	48.4231	271.9	106.35	38.6
85340	254.5975	21.011555	281.4	213.95	34.15
85360	232.12251	60.038876	280.2	88.55	34.0
85380	219.3575	66.008354	276.4	53.65	36.75
85400	245.94002	28.330547	278.65	176.8	34.15
85420	242.1475	32.553223	276.4	130.8	37.4
85440	237.92252	29.753952	278.4	142.2	37.4
85460	243.21	27.789402	275.3	178.65	36.4
85480	250.36499	22.82571	279.95	197.95	35.45
85500	228.23499	38.64466	272.75	116.4	38.15
85520	242.88252	34.782085	279.3	162.35	34.35
85540	221.25998	47.76889	273.7	98.15	38.85
85560	231.22249	37.48223	277.0	152.35	37.3
85580	241.11752	40.018574	280.2	137.2	35.6
85600	218.155	52.116898	274.85	132.45	37.05
85620	241.5925	41.869568	281.45	97.1	35.35
85640	239.8075	35.6383	274.15	146.8	36.75
85660	234.325	48.22885	275.25	77.15	37.0
85680	229.1625	52.38089	274.45	63.35	38.25
85700	221.4075	59.01298	279.35	85.05	36.45
85720	213.92	72.07598	281.2	45.65	35.7
85740	242.24248	47.953804	283.0	103.0	34.25
85760	238.60501	37.411087	279.3	103.45	36.55
85780	218.54752	59.48525	278.8	63.0	36.55
85800	217.9825	66.39538	283.3	8.45	37.35
85820	243.46501	22.73169	278.3	191.25	37.4
85840	227.035	63.13977	279.1	44.7	35.55
85860	234.4675	42.365498	278.6	91.9	36.7
85880	226.87251	51.1828	281.5	108.9	36.55
85900	242.31747	31.75984	280.4	168.5	36.1
85920	235.29001	46.654545	280.0	120.45	35.1
85940	229.19998	48.35534	278.95	100.75	37.05
85960	220.8475	61.713734	280.4	8.45	38.4
85980	226.61003	56.144375	275.05	50.45	38.3
86000	235.63501	42.71139	279.9	112.75	36.05
86020	223.215	42.406548	276.8	112.65	37.2
86040	250.30501	26.361097	278.75	186.3	34.25
86060	229.9375	44.31592	273.5	92.45	38.55
86080	248.12248	27.290258	277.65	165.85	35.4
86100	234.38	35.887394	277.05	146.1	37.45
86120	221.47002	46.132458	273.4	125.9	37.75
86140	200.50499	58.885006	275.55	73.95	38.6
86160	216.62251	52.794407	277.5	95.35	38.7
86180	218.8425	56.515495	282.2	95.55	36.35
86200	227.89001	49.2823	279.85	92.2	37.5
86220	215.835	57.741013	276.95	76.4	37.75
86240	224.56999	53.504173	278.15	70.45	36.55
86260	212.54251	59.086834	275.25	71.25	37.25
86280	222.17502	37.78609	277.85	105.75	38.5
86300	230.68999	51.876926	280.7	74.95	35.7
86320	235.17749	43.781834	275.1	102.9	38.5
86340	251.87749	20.065365	280.0	198.4	35.85
86360	231.2275	45.525906	279.55	100.4	36.4
86380	233.3375	39.662926	279.25	105.25	37.95
86400	249.59001	32.175602	279.7	129.75	35.4
86420	224.00749	51.6992	277.4	83.0	35.95
86440	240.04752	39.333813	278.4	148.35	34.35
86460	239.98251	44.974377	274.1	63.05	38.25
86480	234.4125	40.089207	281.6	98.4	37.3
86500	231.28503	35.617157	278.2	136.8	39.05
86520	221.92749	56.133636	278.85	61.9	36.8
86540	237.17752	54.60987	281.5	23.45	35.15
86560	254.91751	25.19662	279.5	161.35	34.8
86580	226.64499	41.60908	271.6	121.35	38.75
86600	248.745	25.398445	279.9	182.55	35.25
86620	235.4	41.681686	276.75	111.15	36.05
86640	251.74748	19.73743	278.35	200.6	37.05
86660	200.7225	53.46089	279.15	113.0	37.6
86680	230.825	52.63953	278.55	77.65	36.65
86700	225.1	54.19212	276.25	56.75	37.65
86720	220.72	51.683582	275.65	88.35	38.15
86740	208.62749	64.49488	277.6	64.8	38.55
86760	245.23752	26.60411	274.65	178.15	35.85
86780	241.81253	28.265234	280.2	163.9	37.8
86800	209.19499	78.487305	277.65	14.45	36.55
86820	226.99248	49.636684	279.6	119.15	35.85
86840	225.1075	46.015453	271.6	102.15	39.05
86860	218.795	47.746082	277.1	109.4	37.5
86880	247.40752	27.502499	278.95	159.45	36.55
86900	225.13998	46.8082	273.3	144.95	37.55
86920	231.47249	48.633453	278.1	88.75	35.7
86940	223.23499	60.42797	278.05	75.85	37.85
86960	240.84	37.26596	278.8	110.15	35.35
86980	238.7625	38.428967	275.2	100.4	37.65
87000	239.01997	23.654339	277.65	191.85	37.45
87020	226.50252	52.01703	282.45	92.3	35.4
87040	229.5175	50.137154	272.7	82.05	38.1
87060	243.875	34.96663	280.55	131.55	35.35
87080	226.7625	49.38336	278.15	64.1	36.55
87100	211.045	56.29515	268.15	74.7	39.7
87120	227.095	54.153988	280.1	102.25	38.15
87140	235.56001	37.985138	277.1	127.35	37.25
87160	244.215	19.53657	273.0	201.75	38.55
87180	231.73003	37.377678	272.0	150.65	37.4
87200	235.0325	48.604084	279.2	108.95	35.2
87220	223.125	46.66471	279.5	99.25	39.0
87240	213.965	59.00367	274.1	59.5	39.35
87260	248.00003	21.511656	279.45	200.2	37.55
87280	239.85747	27.747355	274.4	177.1	37.05
87300	227.01001	54.278454	282.8	77.7	35.5
87320	240.92749	40.03053	280.3	112.45	35.1
87340	231.63501	41.880634	272.55	104.7	37.6
87360	234.775	54.497196	276.1	76.5	36.15
87380	237.905	47.786713	279.45	57.1	36.9
87400	227.455	47.38688	280.5	120.8	36.65
87420	237.9675	41.205654	278.4	117.5	35.45
87440	215.39001	61.840313	279.2	68.8	37.6
87460	229.62	56.649715	278.8	95.2	35.45
87480	230.90999	37.96022	274.5	106.4	37.85
87500	240.0925	25.454027	277.6	173.5	37.8
87520	238.25003	34.99563	277.95	152.1	37.95
87540	238.28748	34.96836	279.9	166.1	36.35
87560	224.22002	40.829006	276.25	108.1	38.45
87580	230.04997	43.963142	277.8	80.95	37.0
87600	247.7675	31.067472	281.2	164.75	34.15
87620	248.495	23.581146	279.1	171.55	36.6
87640	232.50249	44.442776	277.9	114.3	36.05
87660	232.57002	33.71541	274.85	137.95	38.65
87680	232.2775	46.300114	278.2	90.7	37.25
87700	236.6	57.717785	274.85	55.15	36.0
87720	216.51001	52.79953	278.0	108.05	38.5
87740	226.045	50.255318	279.4	85.2	37.65
87760	227.2675	54.288692	280.6	31.1	36.7
87780	229.79	48.42471	275.95	102.45	36.25
87800	250.4025	15.090304	276.0	207.4	37.95
87820	231.51501	41.239483	274.4	135.55	37.9
87840	241.04	49.831375	277.1	49.25	34.85
87860	228.84	46.80933	280.35	87.65	37.25
87880	241.00998	46.51441	281.9	95.05	34.45
87900	257.5975	29.65745	282.0	150.85	31.65
87920	242.56502	36.71609	278.1	133.5	34.6
87940	230.55	51.491882	278.65	114.3	36.9
87960	230.80498	44.249836	277.9	101.1	38.0
87980	249.87749	14.523923	272.15	212.35	38.6
88000	237.17249	43.39562	279.1	131.3	33.85
88020	223.8	60.26561	278.9	71.3	35.7
88040	237.915	53.858803	280.9	80.9	33.4
88060	248.6825	35.054672	279.7	141.0	34.15
88080	224.8	44.957188	280.0	124.25	36.25
88100	236.49503	32.851807	278.5	156.1	37.9
88120	237.20749	52.684513	279.2	85.0	35.8
88140	217.18747	58.968166	276.4	71.95	38.1
88160	226.95999	53.477776	278.95	99.15	35.4
88180	226.455	34.371395	259.95	142.45	40.0
