Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	EpNum	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
0	-66.12428	4.0078735	-55.7	-73.5	80.0	70.0	80000	-1.6810372e-07	4.1475773	-0.015069618	-3.2204158	3.4818337	0.006761512	0.07421251	49.0	43.19730281829834
1	-63.87143	3.9818475	-54.600002	-72.25	80.0	140.0	160000	-7.450581e-09	0.8730728	-0.014687162	-0.042569116	3.470225	0.005751973	0.0683375	49.0	94.18817090988159
2	-63.468567	3.6445184	-53.7	-71.8	80.0	210.0	240000	2.142042e-08	0.8301254	-0.01523385	-0.022083223	3.4580975	0.007364439	0.076525	49.0	150.67904806137085
3	-62.752205	3.2975307	-54.9	-69.65	80.0	278.0	320000	-3.259629e-09	0.78486085	-0.016064527	-0.015081435	3.4448905	0.0064362395	0.080787495	49.0	206.47758626937866
4	-60.640297	4.038271	-50.15	-68.3	80.0	345.0	400000	-6.0535967e-09	0.7944138	-0.017339237	-0.032289125	3.4297738	0.006532765	0.08985	49.0	262.370810508728
5	-59.63231	4.071764	-49.350002	-66.6	80.0	410.0	480000	0.0	0.79550385	-0.018339857	-0.015941165	3.4103026	0.007491731	0.0954125	49.0	317.0428469181061
6	-58.58077	4.265494	-44.350002	-66.0	80.0	475.0	560000	-1.6298145e-08	0.7618401	-0.019531935	-0.016815692	3.3890069	0.008095944	0.1032	49.0	368.57896065711975
7	-54.43077	6.4751105	-33.7	-64.700005	80.0	540.0	640000	3.7252903e-09	0.9699516	-0.020683872	-0.03396275	3.3619452	0.0077883285	0.10885	49.0	428.7611222267151
8	-51.467426	7.473207	-31.1	-61.95	80.0	606.0	720000	-2.7939677e-09	0.99902093	-0.021393066	-0.027682178	3.331677	0.0087276865	0.1101375	49.0	478.961861371994
9	-44.822388	12.82915	-6.4000006	-61.7	80.0	673.0	800000	2.7939677e-09	1.6608002	-0.022522515	-0.06245487	3.300106	0.0079318825	0.1142625	49.0	530.6237132549286
10	-37.18099	11.852483	-9.700001	-59.600002	80.0	744.0	880000	-9.313226e-09	2.249856	-0.02223993	-0.10544309	3.2649574	0.0083876215	0.11135	49.0	584.9669988155365
11	-32.109028	13.380322	-1.7500006	-54.600002	80.0	816.0	960000	5.355105e-09	2.654092	-0.02214764	-0.10440987	3.2419481	0.009090103	0.1133125	49.0	638.1331751346588
12	-23.933334	15.14326	13.299999	-57.600002	80.0	888.0	1040000	-4.1909516e-09	3.4572268	-0.021833424	-0.11931366	3.1986403	0.008551114	0.1174625	49.0	691.6542520523071
13	-14.266666	15.29746	13.2	-52.100002	80.0	960.0	1120000	6.7520887e-09	4.448617	-0.020929497	-0.2415508	3.1613185	0.008726985	0.118562505	49.0	745.7826690673828
14	-12.790278	18.067175	16.4	-50.55	80.0	1032.0	1200000	-3.7252903e-09	4.7580996	-0.02039021	-0.14708394	3.1289825	0.008797082	0.11381249	49.0	798.4526762962341
15	-6.95764	17.292486	28.4	-46.9	80.0	1104.0	1280000	-3.7252903e-09	5.495885	-0.020458166	-0.1823268	3.0793157	0.010574837	0.12475	49.0	858.424711227417
16	-4.3569455	15.918783	29.4	-59.4	80.0	1176.0	1360000	-1.8626451e-09	5.1681776	-0.019357141	-0.1478506	3.0387368	0.006979415	0.1137875	49.0	912.3660171031952
17	3.671232	16.817623	36.399998	-34.350002	80.0	1249.0	1440000	7.21775e-09	5.8984213	-0.019480616	-0.20153391	2.9870036	0.008340782	0.11735	49.0	968.2298536300659
18	11.723611	15.091653	49.649998	-38.600002	80.0	1321.0	1520000	-6.7520887e-09	6.56422	-0.019536411	-0.26288718	2.9388685	0.009568093	0.120162494	49.0	1028.1348741054535
19	14.424306	16.036482	44.35	-28.35	80.0	1393.0	1600000	9.313226e-10	6.8218355	-0.01871333	-0.20377666	2.8816564	0.009496672	0.1147625	49.0	1080.8447694778442
20	19.011486	17.610952	60.05	-36.2	80.0	1467.0	1680000	-1.1641532e-09	6.9603868	-0.019492049	-0.21504211	2.8320074	0.008478466	0.1196	49.0	1139.6111540794373
21	20.410389	18.959896	63.899998	-30.1	80.0	1544.0	1760000	-3.0267984e-09	7.392534	-0.01874315	-0.20006478	2.7890792	0.00923197	0.1190625	49.0	1195.1683893203735
22	23.004728	18.491352	56.25	-46.4	80.0	1618.0	1840000	-9.313226e-09	7.7831464	-0.018407963	-0.26584762	2.745655	0.009693119	0.1159125	49.0	1250.675064086914
23	19.183998	17.56953	56.149998	-32.600002	80.0	1693.0	1920000	-1.8626451e-09	7.8282495	-0.017976843	-0.3334853	2.7175157	0.007824015	0.108812496	49.0	1312.5609385967255
24	27.08092	19.03556	64.3	-37.0	80.0	1769.0	2000000	9.313226e-10	8.132149	-0.018421728	-0.43909073	2.6604793	0.009455675	0.11857499	49.0	1371.5538103580475
25	31.54295	20.266825	70.7	-20.2	80.0	1847.0	2080000	1.1641532e-09	8.454293	-0.018223839	-0.32649332	2.601526	0.009121477	0.11095	49.0	1434.044235944748
26	33.412	20.279827	68.7	-17.050001	80.0	1922.0	2160000	1.3969839e-09	9.782455	-0.017608728	-0.42153156	2.577773	0.009819966	0.12542501	49.0	1494.7518045902252
27	34.934612	21.094244	72.2	-13.000001	80.0	2000.0	2240000	5.2677933e-09	9.233089	-0.017283788	-0.46848285	2.531885	0.009217299	0.114787504	49.0	1548.9003429412842
28	34.64074	19.70028	69.5	-9.600001	80.0	2081.0	2320000	-7.450581e-09	9.585675	-0.017061185	-0.41321075	2.494968	0.008309115	0.1033	49.0	1606.0305016040802
29	41.877563	20.492508	77.95	-18.35	80.0	2159.0	2400000	9.313226e-10	11.090279	-0.017569102	-0.59612024	2.475194	0.009668097	0.116875	49.0	1660.8909447193146
30	43.406246	21.429903	79.85	-11.85	80.0	2239.0	2480000	-4.656613e-09	8.925663	-0.017624797	-0.415578	2.4226027	0.008027909	0.1127	49.0	1715.0505092144012
31	42.61139	20.733826	83.0	-14.000001	80.0	2318.0	2560000	4.656613e-10	10.360566	-0.017082125	-0.39781064	2.3722186	0.00840825	0.11103749	49.0	1770.0106348991394
32	45.624046	21.493185	84.549995	-27.6	79.93671	2397.0	2640000	-2.3283064e-10	11.532125	-0.017138328	-0.5988395	2.3464847	0.009623296	0.11445	49.0	1826.678662776947
33	48.029373	23.99146	84.95	-29.85	80.0	2477.0	2720000	9.313226e-10	10.17701	-0.017382696	-0.54071593	2.31675	0.009160085	0.1159125	49.0	1882.621290922165
34	46.168518	25.028809	97.5	-37.850002	79.53086	2558.0	2800000	9.313226e-10	11.787795	-0.016843801	-0.6234468	2.288911	0.00856054	0.114675	49.0	1938.8700664043427
35	48.788746	25.49055	83.45	-21.400002	80.0	2638.0	2880000	-8.381903e-09	11.091993	-0.016424166	-0.6589149	2.2411609	0.008891079	0.1123875	49.0	1994.9079494476318
36	50.1481	24.545773	84.049995	-16.2	79.98734	2717.0	2960000	9.313226e-10	10.403331	-0.016967809	-0.62080616	2.2134748	0.009658017	0.113425	49.0	2050.8293237686157
37	51.95427	24.041529	101.049995	-11.050001	79.12195	2799.0	3040000	-1.8626451e-09	10.848408	-0.016584907	-0.6002688	2.2055728	0.008748367	0.1078125	49.0	2113.5746166706085
38	51.2425	23.878788	86.25	-14.950001	80.0	2879.0	3120000	-3.1432137e-09	12.21396	-0.016567696	-0.6466173	2.1734405	0.008302407	0.1065875	49.0	2169.389573574066
39	51.468075	24.948423	104.35	-30.45	78.83132	2962.0	3200000	9.778887e-09	11.714537	-0.015970636	-0.72556925	2.1447227	0.009119721	0.111137494	49.0	2225.782471895218
40	50.410366	23.318285	103.2	-20.45	79.13415	3044.0	3280000	1.0244548e-08	12.31753	-0.016218979	-0.9026538	2.1117635	0.008542804	0.113625005	49.0	2284.1248586177826
41	54.794518	26.315447	111.3	-21.35	78.65854	3126.0	3360000	-4.656613e-09	13.334268	-0.016387364	-1.0100576	2.0919342	0.009725897	0.107187495	49.0	2338.68968129158
42	56.623493	26.372005	98.4	-36.55	79.06024	3209.0	3440000	-5.5879354e-09	12.348388	-0.016040519	-0.8171352	2.0592155	0.009195585	0.1083625	49.0	2395.45467877388
43	56.94166	25.551188	113.95	-13.400001	78.25	3293.0	3520000	-1.3038516e-08	12.299858	-0.016340693	-0.97141016	2.0070677	0.008814268	0.114999995	49.0	2452.1478748321533
