Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	EpNum	TrainIter	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
0	-634.85004	15.878276	-615.8	-665.60004	100.0	8.0	0.0	-7.4272975e-08	5.0905943	-0.006913769	-3.8827577	3.4833179	0.009913603	0.061108336	49.0	37.396113872528076
1	-635.4437	17.831743	-602.0	-659.7	100.0	16.0	0.0	-5.7159923e-08	1.152764	-0.006291752	-0.28124127	3.4823906	0.009070496	0.054633334	49.0	76.80200529098511
2	-630.3125	10.745645	-614.05	-650.35004	100.0	24.0	0.0	-8.265488e-09	0.93701863	-0.0064845993	-0.021264203	3.4752543	0.008365501	0.053158335	49.0	118.3952124118805
3	-620.525	19.13607	-598.85004	-648.8	100.0	32.0	0.0	2.9685907e-09	0.89027375	-0.006040527	-0.014084898	3.4626734	0.008705704	0.051541667	49.0	160.19128251075745
4	-621.3251	15.869952	-591.10004	-641.8	100.0	40.0	0.0	3.4924597e-09	0.83910215	-0.0069408007	-0.011718787	3.4456959	0.008632569	0.06590833	49.0	202.59244680404663
5	-609.9313	11.657155	-584.4	-623.3	100.0	48.0	0.0	-7.9744495e-09	0.77738065	-0.0062772697	-0.01157663	3.4284925	0.0082472265	0.060150005	49.0	241.8666477203369
6	-607.92505	8.319067	-591.10004	-620.35004	100.0	56.0	0.0	0.0	0.7233648	-0.006979036	-0.00956516	3.4106286	0.008739477	0.06485	49.0	280.77706384658813
7	-606.4938	7.7984133	-592.35004	-614.7	100.0	64.0	0.0	-1.6298145e-09	0.69503087	-0.006771166	-0.008547731	3.39396	0.008391512	0.056991667	49.0	319.9028036594391
8	-593.7625	9.596606	-573.8	-609.25	100.0	72.0	0.0	1.3271347e-08	0.6702213	-0.007776878	-0.011491843	3.3763793	0.008220205	0.074949995	49.0	359.10236525535583
9	-591.8688	13.273129	-572.10004	-616.75	100.0	80.0	0.0	9.313226e-10	0.6645752	-0.0074164364	-0.010463022	3.3488746	0.008281887	0.064791664	49.0	398.1459801197052
10	-585.5687	6.826322	-579.15	-597.8	100.0	88.0	0.0	4.1909516e-09	0.66962236	-0.007869457	-0.011130199	3.3248954	0.008328911	0.07825	49.0	436.99262738227844
11	-584.73755	9.4543295	-568.05	-594.75	100.0	96.0	0.0	-3.0267984e-09	0.66814494	-0.0071011595	-0.008903049	3.2930038	0.008037022	0.061566666	49.0	475.8644869327545
12	-589.9938	9.284853	-573.55	-604.95	100.0	104.0	0.0	3.7252903e-09	0.6611731	-0.0072184466	-0.012912691	3.268793	0.0076936246	0.059925	49.0	516.4223763942719
13	-583.7438	7.3313727	-567.2	-591.10004	100.0	112.0	0.0	-4.1909516e-09	0.6688196	-0.007120923	-0.01087039	3.2349102	0.007946549	0.06653333	49.0	559.0423505306244
14	-574.8313	8.300869	-563.45	-591.65	100.0	120.0	0.0	1.8626451e-08	0.6639775	-0.0077650547	-0.017099455	3.2115717	0.0078003975	0.07360833	49.0	601.6126208305359
15	-566.6813	8.721336	-554.2	-584.05	100.0	128.0	0.0	4.656613e-10	0.726145	-0.0077312263	-0.0152370185	3.1750507	0.00799349	0.070083335	49.0	644.245534658432
16	-567.26245	13.757892	-546.85004	-582.05	100.0	136.0	0.0	-2.3283064e-09	0.7398242	-0.0073212655	-0.01357837	3.1353886	0.0074752206	0.064216666	49.0	686.8285233974457
17	-561.15625	16.886452	-520.3	-575.05	100.0	144.0	0.0	-4.656613e-09	0.8287636	-0.0062026214	-0.011956707	3.0948749	0.0053616567	0.046283334	49.0	729.5873548984528
18	-541.8251	19.97491	-510.95	-570.10004	100.0	152.0	0.0	7.916242e-09	0.9236172	-0.008019302	-0.024516903	3.086069	0.0075865807	0.066808335	49.0	771.9585907459259
19	-530.1	24.139841	-484.5	-560.2	100.0	160.0	0.0	1.3969839e-09	1.1589552	-0.007767616	-0.029134817	3.0510063	0.00749835	0.063541666	49.0	814.118941783905
20	-540.325	23.027945	-505.85	-573.8	100.0	168.0	0.0	-6.0535967e-09	1.2334	-0.0080385255	-0.027884267	3.0144787	0.007193703	0.06708334	49.0	856.9621117115021
21	-506.94376	36.77816	-439.2	-560.4	100.0	176.0	0.0	5.5879354e-09	1.4669535	-0.00815742	-0.0385852	2.9636993	0.007318846	0.06351667	49.0	899.1985719203949
22	-462.13126	52.206223	-359.2	-519.2	100.0	184.0	0.0	5.5879354e-09	2.6940095	-0.007917646	-0.17763017	2.9229274	0.007891711	0.06423333	49.0	941.0472724437714
23	-478.56873	47.619675	-405.9	-535.8	100.0	192.0	0.0	4.8894435e-09	2.3944118	-0.006939346	-0.06328642	2.8664727	0.007093303	0.057233334	49.0	983.4046065807343
24	-486.5	25.533136	-450.30002	-519.45	100.0	200.0	0.0	-3.7252903e-09	2.374556	-0.0066860924	-0.06749064	2.8367653	0.00632516	0.05550833	49.0	1022.4031419754028
25	-458.075	65.26779	-354.15	-537.25	100.0	208.0	0.0	3.7252903e-09	2.632203	-0.007309487	-0.054601267	2.8052135	0.0070123333	0.056308333	49.0	1061.417043685913
26	-467.50626	20.986256	-440.65	-504.35	100.0	216.0	0.0	4.1909516e-09	3.1703439	-0.0065275244	-0.044031978	2.7727475	0.0056676846	0.052191667	49.0	1100.0677235126495
27	-435.54376	65.66333	-330.75	-557.05	100.0	224.0	0.0	-5.122274e-09	3.1152186	-0.0065739052	-0.044949055	2.7450247	0.0074274684	0.059249997	49.0	1141.3124010562897
28	-414.98126	85.135315	-283.7	-555.2	100.0	232.0	0.0	-3.7252903e-09	3.2365727	-0.006551665	-0.077464566	2.6962857	0.007509763	0.059183333	49.0	1183.2989785671234
29	-448.80002	63.63638	-359.6	-539.45	100.0	240.0	0.0	-3.7252903e-09	4.3831534	-0.0063465973	-0.12509634	2.6472867	0.0064627137	0.058458336	49.0	1224.255052804947
30	-388.65002	50.670517	-325.55002	-470.95	100.0	248.0	0.0	-6.4028427e-09	3.650001	-0.006201922	-0.087919295	2.6293569	0.007105697	0.05375	49.0	1265.3380048274994
31	-327.7	84.905655	-186.35	-488.7	100.0	256.0	0.0	6.519258e-09	5.236598	-0.006232908	-0.15137994	2.601682	0.00608361	0.048699997	49.0	1306.1348881721497
32	-388.39374	128.06665	-84.40001	-502.25	100.0	264.0	0.0	-5.5879354e-09	5.6113863	-0.006412616	-0.15433326	2.55799	0.006657145	0.05605	49.0	1348.2195780277252
33	-321.77502	86.17422	-204.8	-506.7	100.0	272.0	0.0	0.0	5.9113693	-0.005881558	-0.17371178	2.5335646	0.0065621054	0.054358333	49.0	1389.972179889679
34	-331.125	107.4327	-206.45001	-545.5	100.0	280.0	0.0	2.7939677e-09	6.0372143	-0.005996831	-0.0920237	2.488335	0.0062689725	0.04896667	49.0	1431.2760722637177
35	-316.36874	93.90383	-182.65001	-466.55002	100.0	288.0	0.0	-9.313226e-09	7.3690467	-0.00633567	-0.16080415	2.4349675	0.006057889	0.060316667	49.0	1472.5801725387573
36	-262.1875	130.13924	-13.100009	-425.25	100.0	296.0	0.0	9.313226e-10	7.165908	-0.0057848594	-0.2405478	2.4004996	0.0063507925	0.04919167	49.0	1513.9160125255585
37	-241.23752	125.470535	-31.850008	-391.80002	100.0	304.0	0.0	5.5879354e-09	5.8752885	-0.006263213	-0.11652571	2.3643403	0.0063342648	0.056683335	49.0	1552.58336353302
38	-285.7625	198.0159	56.499992	-542.2	100.0	312.0	0.0	-3.7252903e-09	6.613309	-0.006484174	-0.21151441	2.3221893	0.007111691	0.058241665	49.0	1590.9003772735596
39	-232.15625	183.91815	65.99999	-453.05002	100.0	320.0	0.0	3.7252903e-09	9.286687	-0.005958151	-0.40581942	2.2777586	0.0066632493	0.048616663	49.0	1629.1447956562042
40	-56.168755	193.68675	316.75	-351.75	100.0	328.0	0.0	-1.8626451e-09	11.264666	-0.006500076	-0.6518171	2.2483177	0.007546366	0.062158335	49.0	1667.3835752010345
41	-199.725	249.94579	137.54999	-524.2	100.0	336.0	0.0	-1.0244548e-08	9.479574	-0.0059227375	-0.6447213	2.2327998	0.0058870045	0.057841666	49.0	1705.004534959793
42	-179.8	203.83163	147.7	-422.9	100.0	344.0	0.0	4.1909516e-09	8.799803	-0.0057123834	-0.109512866	2.147101	0.0054378402	0.05125	49.0	1742.6824882030487
43	-132.5625	159.62494	107.24999	-297.65	100.0	352.0	0.0	-4.656613e-09	8.901706	-0.0062451772	-0.26067787	2.1358173	0.0068735327	0.059750002	49.0	1780.255484342575
44	-156.4125	147.43437	84.09999	-406.30002	100.0	360.0	0.0	1.8626451e-09	8.325139	-0.0056932345	-0.30645597	2.1111178	0.004804561	0.042433333	49.0	1818.1256551742554
45	-47.612507	145.63823	106.24999	-377.6	100.0	368.0	0.0	-1.1641532e-09	13.148928	-0.005581786	-0.96760076	2.0438004	0.006792764	0.055866666	49.0	1855.944463968277
46	30.387497	255.75024	414.6	-304.15	100.0	376.0	0.0	-9.313226e-09	13.17791	-0.0056605972	-0.28466994	2.0370245	0.007229788	0.089491665	49.0	1894.0802097320557
47	-162.98126	183.80017	207.29999	-360.7	100.0	384.0	0.0	5.5879354e-09	12.789859	-0.0058913543	-0.39167798	1.9462814	0.0058172094	0.059091665	49.0	1931.1444420814514
48	16.937489	247.07669	471.9	-270.35	100.0	392.0	0.0	-5.5879354e-09	12.903226	-0.005736636	-0.34279537	1.9447023	0.0059173657	0.051416665	49.0	1969.2614164352417
49	-38.912506	237.4147	289.55	-460.95	100.0	400.0	0.0	-7.450581e-09	12.960414	-0.005817974	-0.39547533	1.8774309	0.0065358547	0.063533336	49.0	2012.0826342105865
50	190.17499	322.86313	637.05	-371.35	100.0	408.0	0.0	6.9849193e-09	14.730354	-0.0054538995	-0.32323354	1.8517368	0.0056366166	0.0567	49.0	2055.178555727005
51	131.08124	282.5954	594.8	-325.95	100.0	416.0	0.0	-5.5879354e-09	14.515142	-0.0059843613	-0.32339275	1.8062955	0.005833977	0.061558332	49.0	2094.7118101119995
52	188.23749	357.30106	564.2	-459.7	100.0	424.0	0.0	7.450581e-09	15.412449	-0.0059913658	-0.3072394	1.7746645	0.0062168674	0.0639	49.0	2136.0860612392426
53	121.09999	257.90546	595.7	-206.45001	100.0	432.0	0.0	-7.450581e-09	14.985119	-0.005993884	-0.28590816	1.7202351	0.0056411717	0.05404167	49.0	2176.700795650482
54	251.63748	395.474	816.4	-315.7	100.0	440.0	0.0	-1.8626451e-09	19.930758	-0.0061356183	-0.53615165	1.6723871	0.0056541217	0.065400004	49.0	2217.654291152954
55	161.28125	173.16441	473.1	-122.850006	100.0	448.0	0.0	-1.3969839e-09	15.4493475	-0.00602575	-0.5426934	1.6400678	0.0055873613	0.061125003	49.0	2258.3387682437897
56	365.99374	239.96877	670.35	-131.8	100.0	456.0	0.0	3.7252903e-09	17.224735	-0.0064418586	-0.29444075	1.6031139	0.0062117437	0.05748333	49.0	2295.7296919822693
57	391.14374	225.14865	842.89996	82.99999	100.0	464.0	0.0	-1.1175871e-08	16.984863	-0.0057621826	-0.4367299	1.5682944	0.00491545	0.055225	49.0	2333.3176856040955
58	535.7562	303.16556	868.0	-25.350008	100.0	472.0	0.0	-5.5879354e-09	20.615688	-0.005988803	-0.7699454	1.5428716	0.005384351	0.051233336	49.0	2371.4434180259705
59	530.5125	352.87686	1077.8	-28.200008	100.0	480.0	0.0	-1.8626451e-09	21.269855	-0.005887511	-0.59262383	1.5119493	0.0049317773	0.05000833	49.0	2409.7851474285126
60	625.70624	399.7265	1230.7	-15.500007	100.0	488.0	0.0	3.7252903e-09	17.223549	-0.0059351795	-0.49037313	1.4853106	0.00442008	0.043933336	49.0	2447.520747423172
61	479.175	496.12573	1324.45	-120.700005	100.0	496.0	0.0	1.4901161e-08	25.901752	-0.005293431	-0.7966126	1.4430197	0.004518204	0.04631667	49.0	2485.543595790863
62	576.6813	368.1371	1136.75	-20.100008	100.0	504.0	0.0	-1.1175871e-08	26.159782	-0.0059337467	-0.915992	1.4267353	0.004681575	0.043700002	49.0	2523.3643457889557
63	482.58124	376.66324	942.2	-286.80002	100.0	512.0	0.0	9.313226e-10	20.80759	-0.005607848	-0.5942584	1.3759053	0.004435553	0.04190833	49.0	2560.829603433609
64	385.6875	385.3406	1096.7	-361.15002	100.0	520.0	0.0	-3.7252903e-09	23.351131	-0.005140664	-0.35336733	1.3557503	0.004247849	0.03870833	49.0	2598.7954494953156
65	498.725	389.98462	1321.0	131.0	100.0	528.0	0.0	0.0	27.425076	-0.005089548	-0.665787	1.3422283	0.004188845	0.04225833	49.0	2636.2758696079254
66	576.71875	270.85815	913.75	136.84999	100.0	536.0	0.0	-8.8475645e-09	34.497993	-0.0052811494	-1.2745471	1.3027197	0.004128769	0.037766665	49.0	2674.405375957489
67	723.575	367.25323	1248.55	274.3	100.0	544.0	0.0	9.313226e-09	27.02548	-0.0048355823	-0.8500726	1.3180897	0.0037460173	0.036808334	49.0	2712.2922616004944
68	487.22498	420.90695	1120.45	-165.05	100.0	552.0	0.0	-5.5879354e-09	30.217552	-0.0049256124	-0.5260253	1.2940418	0.0037558533	0.033708334	49.0	2750.4248859882355
69	1005.6813	249.85124	1313.7	625.6	100.0	560.0	0.0	1.4901161e-08	26.552063	-0.0052669654	-1.651128	1.3062551	0.004438741	0.0359	49.0	2788.270845413208
70	795.6188	389.9984	1378.2	169.0	100.0	568.0	0.0	-8.381903e-09	31.58754	-0.0050806953	-0.83033276	1.2714077	0.004071926	0.035041668	49.0	2826.1693499088287
71	721.3375	431.9452	1534.05	-25.500008	100.0	576.0	0.0	-1.1175871e-08	30.712292	-0.0051420843	-0.65346694	1.2629058	0.0035648018	0.036799997	49.0	2867.98135972023
72	780.03125	468.48004	1489.65	174.09999	100.0	584.0	0.0	-7.450581e-09	25.52335	-0.0050978167	-1.044627	1.245451	0.0038196852	0.03815	49.0	2909.6565268039703
73	688.7187	335.5063	1085.85	78.799995	100.0	592.0	0.0	3.7252903e-09	31.482084	-0.004499964	-0.4330572	1.2055448	0.0034361621	0.030000001	49.0	2951.308078289032
74	755.3688	426.78833	1355.4	131.95	100.0	600.0	0.0	-3.7252903e-09	32.455322	-0.005086354	-1.3530045	1.1954172	0.003639164	0.032258336	49.0	2989.6458506584167
75	975.7438	322.53122	1575.55	331.35	100.0	608.0	0.0	-5.5879354e-09	30.359726	-0.0051266733	-0.8083613	1.2119427	0.0038675652	0.034874998	49.0	3027.160441160202
