Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	EpNum	TrainIter	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
0	-65.040146	4.590434	-53.7	-74.35	80.0	71.0	0.0	1.9092113e-08	4.255304	-0.0072018383	-3.3027825	3.4812589	0.0136543065	0.0655875	49.0	27.690213680267334
1	-63.870426	3.638745	-55.850002	-72.4	80.0	142.0	0.0	-5.5879354e-09	0.86333424	-0.005270926	-0.017022163	3.4634411	0.0142945815	0.055275	49.0	56.092610359191895
2	-63.042755	3.6757953	-52.350002	-70.200005	80.0	211.0	0.0	8.8475645e-09	0.79602313	-0.0045104483	-0.020258144	3.436582	0.012153513	0.037287503	49.0	82.79419207572937
3	-62.049244	3.6888087	-49.100002	-68.4	80.0	277.0	0.0	-8.8475645e-09	0.773527	-0.005600868	-0.00990577	3.4142911	0.012073791	0.0493	49.0	108.78973746299744
4	-61.008823	3.2933753	-52.5	-66.450005	80.0	345.0	0.0	1.1175871e-08	0.66471887	-0.0050574807	-0.0146248415	3.3812482	0.015227124	0.0984375	26.0	133.4088397026062
5	-60.470898	2.5146458	-52.9	-66.0	80.0	412.0	0.0	-3.259629e-09	0.562992	-0.006367498	-0.031055413	3.3290257	0.0149308555	0.082975	49.0	161.13742423057556
6	-59.577206	2.7342792	-48.4	-65.3	80.0	480.0	0.0	-5.5879354e-09	0.5212524	-0.0068480065	-0.018234674	3.284492	0.015277959	0.122387506	43.0	187.60317850112915
7	-58.388405	2.2936292	-54.2	-63.350002	80.0	549.0	0.0	9.313226e-10	0.49444216	-0.0051554134	-0.010316338	3.217698	0.014608473	0.076425	49.0	214.3355052471161
8	-57.877773	2.3817723	-50.25	-63.100002	80.0	621.0	0.0	3.7252903e-09	0.48246107	-0.004898409	-0.0049876682	3.1405928	0.012126932	0.0755625	49.0	241.32314229011536
9	-57.88786	2.3442245	-51.0	-61.850002	80.0	691.0	0.0	-1.46683306e-08	0.49739242	-0.0048719095	-0.006880626	3.0652237	0.011839824	0.067475	49.0	268.06956481933594
10	-58.14191	2.3199363	-50.100002	-62.65	80.0	759.0	0.0	-6.0535967e-09	0.49169856	-0.003682834	-0.002942197	3.040948	0.01276985	0.0678625	49.0	295.1151211261749
11	-58.654686	2.0451298	-53.4	-61.9	80.0	823.0	0.0	1.839362e-08	0.5260666	-0.0032861067	-0.008765433	3.0152206	0.0110502	0.051375	49.0	323.0146675109863
