Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	EpNum	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
0	-65.587326	4.496209	-54.600002	-75.200005	80.0	71.0	80000	1.0803342e-07	4.4624367	-0.0068375347	-3.5048814	3.490893	0.012553159	0.0629875	49.0	21.986051082611084
1	-64.291435	4.4802904	-52.45	-73.0	80.0	141.0	160000	-1.8626451e-09	0.9146367	-0.004767631	-0.004469849	3.4795768	0.014547103	0.039775	49.0	48.388582944869995
2	-63.413383	3.238283	-56.3	-69.4	80.0	212.0	240000	4.1909516e-09	0.8341658	-0.0053498754	-0.008545794	3.4603057	0.014544731	0.041912496	49.0	69.61974740028381
3	-62.882576	3.0965953	-54.9	-69.1	80.0	278.0	320000	-4.656613e-10	0.81501126	-0.0044299625	-0.008186281	3.4316456	0.015062156	0.043975003	42.0	90.08591222763062
4	-62.06591	2.648787	-54.7	-66.200005	80.0	344.0	400000	-1.4901161e-08	0.7313792	-0.0045550554	-0.02086769	3.406393	0.015055792	0.0593	43.0	111.02941942214966
5	-60.24485	2.8069131	-52.45	-65.35	80.0	412.0	480000	-1.21071935e-08	0.64067537	-0.0059497016	-0.01606588	3.3495975	0.015027249	0.06375	46.0	133.19045209884644
6	-59.11786	3.1782522	-47.8	-65.0	80.0	482.0	560000	-3.958121e-09	0.57436025	-0.006039855	-0.017925084	3.3017838	0.014040524	0.084175006	49.0	155.1065855026245
7	-58.614998	2.0952215	-52.45	-63.100002	80.0	552.0	640000	3.1664968e-08	0.5330552	-0.0051473463	-0.008052047	3.2454934	0.014441641	0.07295	49.0	177.33330750465393
8	-57.861267	2.524642	-49.05	-62.350002	80.0	623.0	720000	4.4237822e-09	0.5153091	-0.005231341	-0.005242467	3.1930745	0.013587762	0.1065125	49.0	199.7495858669281
9	-57.862854	2.2576487	-51.95	-62.3	80.0	693.0	800000	4.4237822e-09	0.5241885	-0.0038590007	-0.0048355535	3.1238618	0.011914423	0.06735	49.0	220.74689435958862
10	-57.316902	2.6124828	-51.15	-62.25	80.0	764.0	880000	5.5879354e-09	0.52266616	-0.004190918	-0.0048232526	3.0770512	0.01356747	0.0879875	49.0	244.60007858276367
11	-57.745003	2.3503058	-51.600002	-61.7	80.0	834.0	960000	-1.2572855e-08	0.5072272	-0.0037336927	-0.0035103224	3.0095534	0.01521725	0.054087497	45.0	266.8903691768646
12	-57.742645	2.3691533	-52.25	-61.15	80.0	902.0	1040000	4.656613e-09	0.5208323	-0.0034329477	-0.008392777	2.9719105	0.012597032	0.040887497	49.0	288.36663269996643
13	-57.388805	2.238767	-52.0	-61.2	80.0	969.0	1120000	4.1909516e-09	0.509119	-0.0035663128	-0.0035681687	2.9220896	0.010451023	0.041962497	49.0	310.6079168319702
14	-57.644028	2.1917336	-52.850002	-61.25	80.0	1036.0	1200000	7.450581e-09	0.49045306	-0.0031993224	-0.006310895	2.882502	0.011253357	0.0488125	49.0	333.726833820343
15	-57.884377	2.3914707	-51.25	-61.25	80.0	1100.0	1280000	9.313226e-10	0.5012702	-0.0038739885	-0.0077028163	2.8433309	0.013414614	0.028975	49.0	358.6798825263977
16	-58.393753	1.6411815	-53.9	-60.75	80.0	1164.0	1360000	-1.0477379e-08	0.45934027	-0.0034447378	-0.0052054487	2.822804	0.012237107	0.0432	49.0	385.5419921875
