Episode	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	Time
6680	118.29498	64.965866	210.0	-29.25	80.0	2 h 15 min 54 sec
6700	141.30501	75.73103	233.45	14.7	80.0	2 h 16 min 19 sec
6720	125.884995	75.14041	243.7	-9.300001	80.0	2 h 16 min 43 sec
6740	134.59248	80.61546	256.19998	-27.450003	80.0	2 h 17 min 6 sec
6760	128.60251	67.25647	257.1	-7.5000024	80.0	2 h 17 min 31 sec
6780	149.7375	53.20272	242.25	27.349998	80.0	2 h 17 min 56 sec
6800	136.3375	64.27877	227.75	-25.450003	80.0	2 h 18 min 20 sec
6820	116.784996	54.26083	203.45	-55.45	80.0	2 h 18 min 45 sec
6840	146.68501	45.492226	231.9	47.35	80.0	2 h 19 min 10 sec
6860	135.97751	76.170586	217.75	-98.55	80.0	2 h 19 min 35 sec
6880	128.885	62.098274	254.95	32.449997	80.0	2 h 19 min 59 sec
6900	118.562515	76.51654	218.4	-46.800003	80.0	2 h 20 min 23 sec
6920	127.4875	54.914917	239.95	37.649998	80.0	2 h 20 min 47 sec
6940	151.00749	55.95035	264.95	56.949997	80.0	2 h 21 min 11 sec
6960	111.567505	54.929905	232.34999	12.349999	80.0	2 h 21 min 36 sec
6980	124.76249	63.643005	233.55	-15.050001	80.0	2 h 22 min 1 sec
7000	103.9	51.070404	162.55	-27.85	80.0	2 h 22 min 27 sec
7020	137.42001	54.686535	220.45	-28.45	80.0	2 h 22 min 50 sec
7040	127.43001	52.33645	216.95	11.599998	80.0	2 h 23 min 15 sec
7060	106.5875	62.051968	188.45	-45.850002	80.0	2 h 23 min 40 sec
7080	124.2625	71.05002	248.75	-34.2	80.0	2 h 24 min 5 sec
7100	148.94249	67.84372	298.3	0.749999	80.0	2 h 24 min 30 sec
7120	114.65751	64.86269	213.05	-33.5	80.0	2 h 24 min 55 sec
7140	129.91249	64.50963	264.4	17.199997	80.0	2 h 25 min 19 sec
7160	89.4625	65.26228	184.09999	-30.650002	80.0	2 h 25 min 44 sec
7180	118.634995	68.16082	241.34999	0.79999745	80.0	2 h 26 min 7 sec
7200	135.96	50.914608	241.9	59.699997	80.0	2 h 26 min 31 sec
7220	157.57748	56.0153	251.75	48.95	80.0	2 h 26 min 57 sec
7240	126.51249	49.176952	225.5	5.999998	80.0	2 h 27 min 22 sec
7260	162.6075	50.345978	247.59999	44.75	80.0	2 h 27 min 47 sec
7280	143.24251	72.06115	244.8	-2.100002	80.0	2 h 28 min 12 sec
7300	103.7325	83.72205	254.4	-20.750002	80.0	2 h 28 min 37 sec
