Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	EpNum	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
0	-93.0075	6.2602973	-81.3	-108.450005	80.0	40.0	80000	-3.7252903e-09	2.9948134	-0.019738939	-2.0705261	3.4826527	0.007814994	0.101425	49.0	39.82561779022217
1	-91.21001	5.6034384	-77.450005	-100.700005	80.0	80.0	160000	-1.4202669e-08	0.8592	-0.019363493	-0.03882906	3.4747944	0.007429755	0.095750004	49.0	79.02720904350281
2	-88.613754	5.3281336	-76.5	-97.8	80.0	120.0	240000	-1.1641532e-08	0.88954407	-0.02101472	-0.014787123	3.464271	0.008786801	0.105725	49.0	113.82632613182068
3	-82.595	7.522066	-57.05	-97.450005	80.0	160.0	320000	-7.450581e-09	1.0325212	-0.022887655	-0.018611237	3.4483042	0.008750624	0.1178375	49.0	149.6259469985962
4	-78.43626	12.605599	-47.25	-102.65	80.0	200.0	400000	1.094304e-08	1.2173002	-0.023082674	-0.018946052	3.4295206	0.00870826	0.119574994	49.0	187.8233664035797
5	-70.355	13.883628	-26.5	-92.9	80.0	240.0	480000	9.313226e-09	1.4542501	-0.024462532	-0.02721642	3.4026284	0.0089981705	0.13137501	49.0	223.79910588264465
6	-57.88375	18.853426	-21.25	-87.6	80.0	280.0	560000	3.7252903e-09	1.8848419	-0.02390229	-0.041237816	3.369524	0.009536203	0.13556251	49.0	259.12783646583557
7	-38.451252	24.853653	14.250001	-82.8	80.0	320.0	640000	0.0	3.0614772	-0.024157628	-0.1188665	3.3298683	0.009757159	0.1355875	49.0	296.20318627357483
8	-38.577503	29.953007	14.2	-89.3	80.0	360.0	720000	-3.7252903e-09	3.5638108	-0.022885941	-0.06224127	3.2868142	0.009030275	0.1267	49.0	339.13154697418213
9	-18.72875	35.151005	63.95	-83.9	80.0	400.0	800000	7.450581e-09	5.6157007	-0.022882942	-0.21277618	3.2406373	0.009347603	0.1351125	49.0	376.2208170890808
10	-13.90125	34.354523	64.05	-76.450005	80.0	440.0	880000	-6.9849193e-09	6.4131155	-0.02222617	-0.18830743	3.186761	0.009072273	0.122462496	49.0	411.92372941970825
11	9.83625	45.279087	103.65	-71.1	80.0	480.0	960000	3.259629e-09	9.348	-0.021813594	-0.38701683	3.1276937	0.009609489	0.12417501	49.0	453.89504647254944
