Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	EpNum	TrainIter	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
0	-163.94376	7.089286	-150.15001	-177.7	100.0	24.0	0.0	2.7474016e-08	5.6480665	-0.0065582637	-4.4527187	3.488566	0.010781486	0.0494375	49.0	22.47467017173767
1	-160.13959	6.697029	-148.35	-169.90001	100.0	48.0	0.0	-3.259629e-09	1.1258268	-0.004524825	-0.047521234	3.4810007	0.013614333	0.038012497	49.0	43.40126824378967
2	-156.56041	5.5810313	-142.75	-166.25	100.0	72.0	0.0	-1.0128133e-08	1.0338231	-0.0040446795	-0.120122276	3.468155	0.014352501	0.050800003	49.0	70.59042859077454
3	-153.4771	4.5985727	-143.55	-160.45	100.0	96.0	0.0	-8.8475645e-09	0.8085112	-0.0048651006	-0.16712776	3.441124	0.015133239	0.052725002	41.0	93.91187310218811
4	-151.31667	4.9239335	-135.65001	-159.75	100.0	120.0	0.0	-1.5133992e-09	0.49262106	-0.008094723	-0.119390406	3.4067588	0.015163891	0.1506875	42.0	117.23576378822327
5	-146.70416	3.7957456	-138.8	-154.2	100.0	144.0	0.0	-7.916242e-09	0.39797986	-0.0077242595	-0.15075633	3.3513198	0.015471141	0.150875	33.0	140.010657787323
6	-141.98334	2.9499874	-135.85	-146.7	100.0	168.0	0.0	-1.3969839e-09	0.36791223	-0.0068116584	-0.12824747	3.2828016	0.01455122	0.16499999	49.0	163.06328773498535
7	-136.63751	4.0925045	-125.65	-143.8	100.0	192.0	0.0	2.6775524e-09	0.41190115	-0.0043904707	-0.10236162	3.1981916	0.01386364	0.104562506	49.0	186.1853892803192
8	-134.468	5.187424	-123.0	-143.45	100.0	217.0	0.0	-1.1175871e-08	0.3909033	-0.0035869165	-0.027665269	3.1284885	0.010672791	0.082112506	49.0	209.97399067878723
9	-134.61346	3.8772151	-125.35	-144.0	100.0	243.0	0.0	8.381903e-09	0.37218523	-0.004335713	-0.012275495	3.0630858	0.01376884	0.083475	49.0	233.424462556839
10	-136.66042	3.257523	-128.7	-142.95	100.0	267.0	0.0	1.21071935e-08	0.35537618	-0.0024172745	-0.011925358	3.0219345	0.012262327	0.036375	49.0	256.8013391494751
11	-135.42708	4.395453	-126.450005	-143.7	100.0	291.0	0.0	-3.958121e-09	0.37274384	-0.0034064273	-0.013780095	2.9745252	0.015278898	0.1006375	47.0	280.2191216945648
12	-136.57292	3.841358	-128.3	-143.75	100.0	315.0	0.0	-4.1909516e-09	0.34353572	-0.0025238004	-0.0116138905	2.9423356	0.014348498	0.098212495	49.0	303.58833622932434
