Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	EpNum	TrainIter	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
0	-165.2375	5.6549807	-152.85	-175.1	100.0	24.0	0.0	-7.264316e-08	5.695219	-0.006871707	-4.494976	3.4683366	0.014400099	0.0876	49.0	28.201107025146484
1	-161.52708	6.922337	-143.8	-169.8	100.0	48.0	0.0	2.3283064e-09	1.2307689	-0.004218942	-0.040165886	3.4617558	0.013538731	0.04875	49.0	55.32561159133911
2	-157.65208	5.4486523	-146.1	-166.45	100.0	72.0	0.0	1.8975697e-08	1.1047801	-0.004047958	-0.01970677	3.449773	0.013017353	0.053637497	49.0	82.3290536403656
3	-156.46875	5.1509867	-147.3	-165.85	100.0	96.0	0.0	-7.450581e-09	1.0373094	-0.0050126505	-0.023946784	3.4314978	0.01385908	0.0659875	49.0	109.41730809211731
4	-153.89793	4.8969483	-139.95	-161.7	100.0	120.0	0.0	-2.910383e-09	0.88776076	-0.0053207604	-0.020070083	3.4023724	0.015069932	0.0706875	37.0	135.6852195262909
5	-151.14166	4.0487566	-142.05	-159.2	100.0	144.0	0.0	-1.8859282e-08	0.7522603	-0.005534691	-0.028326474	3.3692775	0.014896629	0.066325	49.0	163.43614292144775
6	-149.26668	4.24376	-136.40001	-155.25	100.0	168.0	0.0	-6.2864274e-09	0.6251469	-0.006678039	-0.021437816	3.330053	0.015058725	0.2384	45.0	190.93712639808655
7	-143.99165	4.860226	-132.1	-151.45	100.0	192.0	0.0	-6.0535967e-09	0.5966885	-0.005199721	-0.041297473	3.2613213	0.014487446	0.0969875	49.0	218.58618927001953
8	-141.34999	3.1370099	-134.2	-147.7	100.0	216.0	0.0	2.7939677e-09	0.57928324	-0.0055345492	-0.02004724	3.1950212	0.013569735	0.098275006	49.0	246.11982560157776
9	-138.746	4.6542444	-128.2	-148.85	100.0	241.0	0.0	3.259629e-09	0.63241076	-0.0051489146	-0.021330357	3.1035028	0.013531821	0.08590001	49.0	273.62270855903625
10	-137.8	4.453323	-130.35	-145.75	100.0	265.0	0.0	-1.8626451e-08	0.63606215	-0.0039738063	-0.015995532	3.022613	0.010824063	0.0898875	49.0	301.49835538864136
11	-136.93959	4.18178	-129.45	-142.5	100.0	289.0	0.0	1.0069925e-08	0.6755794	-0.0034763308	-0.036343075	2.9228535	0.012334179	0.061799996	49.0	329.2361190319061
12	-135.72292	3.873627	-129.15001	-142.55	100.0	313.0	0.0	-1.9790605e-09	0.64722586	-0.0031135455	-0.029013999	2.8902817	0.013153557	0.062287502	49.0	355.976300239563
13	-136.94792	3.9752216	-128.85	-143.75	100.0	337.0	0.0	6.519258e-09	0.5793687	-0.0035350022	-0.041566286	2.822186	0.009499405	0.0383	49.0	382.22714710235596
14	-136.87709	4.9031467	-126.1	-145.40001	100.0	361.0	0.0	6.0827006e-09	0.5169326	-0.002904375	-0.01750758	2.749608	0.0062373644	0.0429875	49.0	408.8646430969238
15	-137.81874	3.1212585	-132.55	-143.6	100.0	385.0	0.0	5.5879354e-09	0.46135074	-0.004029157	-0.015129179	2.7145486	0.012975715	0.0846375	49.0	436.5943307876587
16	-137.66667	3.591357	-128.25	-144.05	100.0	409.0	0.0	5.122274e-09	0.4401528	-0.0033041178	-0.011847433	2.7036004	0.011627611	0.0315	49.0	463.17150926589966
17	-139.02083	3.1518817	-132.65001	-143.75	100.0	433.0	0.0	-5.5879354e-09	0.39783973	-0.0030423342	-0.023980346	2.6491423	0.009322503	0.0319875	49.0	494.52010202407837
18	-139.42918	3.7058208	-131.45	-145.3	100.0	457.0	0.0	-4.1909516e-09	0.3791754	-0.002925827	-0.007924926	2.585682	0.008065453	0.04575	49.0	522.2450587749481
19	-140.46458	3.3850627	-133.7	-145.8	100.0	481.0	0.0	-1.1059456e-08	0.3789788	-0.0034038103	-0.01500681	2.5112102	0.009514389	0.0718375	49.0	549.3030743598938
20	-140.18333	3.5795338	-128.2	-145.3	100.0	505.0	0.0	-2.7939677e-09	0.38057464	-0.0031591682	-0.009254113	2.4721646	0.0084526725	0.0637375	49.0	576.7476177215576
21	-140.55626	3.4271986	-132.3	-145.6	100.0	529.0	0.0	9.778887e-09	0.3663011	-0.0031278874	-0.008075677	2.4211583	0.008334766	0.043475002	49.0	603.7754018306732
22	-141.0	3.1446047	-134.55	-145.5	100.0	553.0	0.0	1.1175871e-08	0.37946036	-0.0030128693	-0.00680336	2.440299	0.010035813	0.031400003	49.0	631.1494672298431
23	-141.79375	3.5371914	-135.15001	-146.1	100.0	577.0	0.0	2.7939677e-09	0.3868317	-0.0025944232	-0.0048563667	2.4255984	0.0074422546	0.026337499	49.0	658.4428532123566
