Episode	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	Time
2160	-127.33501	64.64722	47.399994	-267.15002	100.0	2 h 45 min 19 sec
2180	-116.572495	80.2995	120.99999	-223.6	100.0	2 h 47 min 17 sec
2200	-95.6125	82.12585	92.799995	-234.25	100.0	2 h 49 min 19 sec
2220	-89.24751	41.10738	23.749994	-140.55	100.0	2 h 51 min 9 sec
2240	-109.455	52.223537	-6.750007	-226.65001	100.0	2 h 53 min 4 sec
2260	-90.2675	78.149025	78.94999	-204.95001	100.0	2 h 54 min 53 sec
2280	-106.225	104.01931	81.74999	-390.7	100.0	2 h 56 min 43 sec
2300	-108.442505	78.31154	37.399994	-333.85	100.0	2 h 58 min 33 sec
2320	-52.7575	76.832664	96.59999	-198.75	100.0	3 h 0 min 24 sec
2340	-64.64751	84.55396	163.04999	-203.35	100.0	3 h 2 min 5 sec
2360	-80.80501	57.208645	7.899992	-244.15001	100.0	3 h 3 min 44 sec
2380	-62.7275	55.544548	111.299995	-144.15001	100.0	3 h 5 min 23 sec
2400	-87.317505	60.536705	29.999994	-189.5	100.0	3 h 7 min 5 sec
2420	-15.402506	77.79031	128.09999	-191.15001	100.0	3 h 8 min 48 sec
2440	-52.267506	62.74196	40.299995	-195.25	100.0	3 h 10 min 31 sec
2460	-53.155006	58.767197	111.899994	-147.65001	100.0	3 h 12 min 11 sec
2480	-73.455	75.01378	91.299995	-196.3	100.0	3 h 13 min 56 sec
2500	-73.41001	71.900345	80.399994	-215.8	100.0	3 h 15 min 34 sec
2520	-53.000008	70.076	86.99999	-220.6	100.0	3 h 17 min 13 sec
2540	-63.92501	69.73847	121.299995	-159.5	100.0	3 h 18 min 58 sec
2560	-69.37751	77.551025	102.649994	-236.05002	100.0	3 h 20 min 39 sec
2580	-76.31502	56.042046	37.049995	-175.70001	100.0	3 h 22 min 28 sec
2600	-45.555008	89.594345	129.8	-217.1	100.0	3 h 24 min 10 sec
2620	-55.707508	57.1054	52.099995	-146.35	100.0	3 h 25 min 47 sec
2640	-54.52251	77.425446	101.74999	-157.6	100.0	3 h 27 min 33 sec
2660	-44.867504	53.10249	117.35	-129.75	100.0	3 h 29 min 14 sec
2680	-77.527504	63.708134	49.899994	-237.20001	100.0	3 h 30 min 57 sec
2700	-70.942505	81.81261	88.24999	-199.85	100.0	3 h 32 min 35 sec
