Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	EpNum	TrainIter	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
0	-272.6969	12.33927	-253.40001	-297.5	100.0	16.0	0.0	-4.1443855e-08	5.035265	-0.0054141977	-3.772107	3.4813857	0.014348284	0.0560875	49.0	19.84867238998413
1	-282.19543	11.585798	-261.0	-298.55002	100.0	27.0	0.0	-3.7252903e-08	1.4346485	-0.0051573683	-0.20781243	3.461151	0.012830026	0.046087503	49.0	39.758357763290405
2	-274.62726	7.9053073	-263.75	-289.55002	100.0	38.0	0.0	0.0	1.2943752	-0.004283393	-0.016887933	3.4455123	0.0126439845	0.04435	49.0	59.48510241508484
3	-276.82727	9.435482	-257.35	-289.4	100.0	49.0	0.0	3.7252903e-09	1.2502599	-0.0036430927	-0.010732666	3.4263253	0.010928382	0.043725	49.0	79.26176261901855
4	-279.53125	7.9644876	-265.05002	-292.1	100.0	57.0	0.0	6.0535967e-09	1.1863123	-0.004343166	-0.064140156	3.4012954	0.01052318	0.0437375	49.0	98.76804542541504
5	-277.6778	8.818483	-259.1	-289.25	100.0	66.0	0.0	2.7939677e-09	1.2208624	-0.0044574677	-0.0096279085	3.3754988	0.010797672	0.054175	49.0	116.63416624069214
6	-274.15	7.201999	-261.85	-283.05002	100.0	74.0	0.0	-1.6763806e-08	1.2138531	-0.004468888	-0.008212358	3.3568666	0.011847069	0.0499	49.0	134.52334642410278
7	-276.64377	4.6990347	-269.45	-286.05002	100.0	82.0	0.0	6.519258e-09	1.1431282	-0.0041925926	-0.011566617	3.3394961	0.009780043	0.0438875	49.0	152.27143502235413
8	-270.95624	6.6551385	-262.80002	-284.6	100.0	90.0	0.0	8.381903e-09	1.1397998	-0.0047596768	-0.0042172074	3.3293746	0.0119496705	0.053425	49.0	169.91938138008118
9	-274.30002	4.2046103	-269.95	-280.85	100.0	98.0	0.0	1.3969839e-08	1.0971444	-0.0045773685	-0.00736928	3.3156404	0.010880378	0.04725	49.0	187.73380851745605
10	-274.75626	5.4277887	-265.65	-282.65	100.0	106.0	0.0	-7.916242e-09	1.0662446	-0.004669577	-0.01029399	3.2843049	0.010069458	0.038475	49.0	205.62719225883484
