Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
0	-41.264286	2.840283	-33.350002	-45.850002	80.0	40000	-9.3190465e-08	5.078252	-0.0148378275	-4.130339	3.47976	0.008759827	0.099700004	49.0	15.356171131134033
1	-40.94286	2.6031818	-33.0	-44.7	80.0	80000	1.0477379e-08	0.8299833	-0.012364804	-0.04223632	3.4715557	0.0074295113	0.07095	49.0	31.998401641845703
2	-39.808186	2.768504	-31.800001	-44.2	80.0	120000	9.313226e-10	0.7522277	-0.014677953	-0.042639874	3.4539266	0.007971273	0.090175	49.0	46.69957232475281
3	-39.45556	2.000455	-32.350002	-42.100002	80.0	160000	1.8626451e-08	0.68553704	-0.0053085107	-0.024332404	3.4391303	0.015026193	0.279625	8.0	62.78152871131897
4	-37.576786	2.6718767	-30.95	-41.5	80.0	200000	1.3969839e-09	0.5203315	-0.015431963	-0.043817755	3.4039323	0.010258956	0.104825	49.0	79.2173342704773
5	-37.660713	2.0092359	-32.600002	-40.8	80.0	240000	-9.546056e-09	0.4546135	-0.019001393	-0.045012113	3.3780606	0.009586384	0.14774999	49.0	95.08649325370789
6	-36.1125	2.8575284	-27.550001	-39.5	80.0	280000	-3.7252903e-09	0.42627734	-0.020585801	-0.04932727	3.335289	0.010192625	0.14737499	49.0	111.31237506866455
7	-35.135715	3.2983317	-26.6	-39.55	80.0	320000	2.7939677e-09	0.40707353	-0.019773081	-0.028777562	3.2912579	0.011839783	0.126725	49.0	127.64812874794006
8	-33.69286	5.481531	-17.4	-38.95	80.0	360000	-3.7252903e-09	0.56497705	-0.021334646	-0.028551124	3.252741	0.012566922	0.141325	49.0	143.99829149246216
9	-31.041965	8.221492	-7.7	-39.05	80.0	400000	-1.4901161e-08	0.7175676	-0.021229722	-0.028368857	3.2079988	0.011377383	0.133425	49.0	160.44644379615784
10	-27.088394	13.270305	12.900001	-38.45	80.0	440000	0.0	1.3204303	-0.020727243	-0.10963134	3.1709585	0.0100371055	0.123900004	49.0	176.6828634738922
11	-22.50625	18.833132	28.4	-38.100002	80.0	480000	1.8626451e-09	2.0102673	-0.022070903	-0.13995814	3.139501	0.011611396	0.137325	49.0	193.0839204788208
12	-16.996428	24.311596	32.4	-38.3	80.0	520000	3.7252903e-09	2.9960566	-0.02187471	-0.18832508	3.0974593	0.010349488	0.137025	49.0	209.6139645576477
13	-15.599108	24.256756	36.25	-37.7	80.0	560000	9.313226e-10	2.450893	-0.018918987	-0.09123686	3.0637407	0.00991636	0.118075	49.0	226.325923204422
14	-12.058929	28.370283	49.5	-38.0	80.0	600000	-2.4447218e-09	3.3958411	-0.020537706	-0.1923607	3.0310981	0.010471471	0.12835	49.0	242.99156260490417
15	-8.763392	29.906614	71.9	-37.600002	80.0	640000	-4.656613e-10	3.9461837	-0.020055784	-0.17775205	2.9905498	0.011523454	0.137725	49.0	259.0832941532135
16	-5.433037	33.511612	70.35	-37.8	80.0	680000	1.8626451e-09	4.669056	-0.018223723	-0.20506328	2.9434032	0.011078651	0.12555	49.0	275.56703901290894
17	-0.52946466	38.302498	88.7	-37.8	80.0	720000	-6.9849193e-10	5.1086316	-0.018666998	-0.31041002	2.9206645	0.010613795	0.122575	49.0	291.9073312282562
18	-0.7401792	35.882507	73.95	-37.8	80.0	760000	1.3969839e-09	4.677457	-0.019091278	-0.23299256	2.8838675	0.009329738	0.12855	49.0	308.6159727573395
19	3.2875	39.738495	85.65	-37.600002	80.0	800000	0.0	6.2609215	-0.018033192	-0.30859888	2.8353038	0.010922277	0.12195	49.0	324.9622440338135
