Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
0	-153.20375	10.213181	-134.5	-178.8	120.0	120000	3.1432137e-08	4.998387	-0.014344009	-3.7056875	3.4820108	0.0072972653	0.064508334	49.0	31.036691904067993
1	-153.50386	11.312033	-131.65001	-182.05	120.0	240000	-6.519258e-09	1.2394985	-0.015008786	-0.059476912	3.4743094	0.0072106747	0.07170834	49.0	66.39183926582336
2	-154.62431	9.586475	-136.0	-173.8	120.0	360000	-1.6763806e-08	1.2024117	-0.015842583	-0.03299454	3.4645665	0.0070435023	0.07813333	49.0	100.0794153213501
3	-154.45001	10.768428	-130.05	-174.75	120.0	480000	-7.450581e-09	1.19535	-0.016035084	-0.025602147	3.4564686	0.00708668	0.07631667	49.0	132.10404634475708
4	-152.91322	8.811651	-131.85	-174.35	120.0	600000	4.656613e-10	1.2941983	-0.016733045	-0.026930362	3.4448926	0.007804634	0.082025	49.0	158.25023651123047
5	-149.90134	11.117896	-128.65001	-171.1	120.0	720000	6.0535967e-09	1.2964668	-0.016938243	-0.032165572	3.4335823	0.0070500695	0.080066666	49.0	190.2374391555786
6	-147.12569	12.155199	-121.65	-168.3	120.0	840000	5.122274e-09	1.4335495	-0.017421164	-0.03592944	3.4244754	0.007200122	0.08679167	49.0	219.67140865325928
7	-141.77565	13.683955	-97.200005	-163.90001	120.0	960000	7.450581e-09	1.531391	-0.018372959	-0.024971649	3.410892	0.008239242	0.096258335	49.0	247.44907665252686
8	-139.78572	10.2448845	-119.450005	-172.7	120.0	1080000	9.313226e-10	1.6119751	-0.018706627	-0.028598294	3.391742	0.008284598	0.098508336	49.0	275.4759840965271
9	-129.47633	17.620647	-64.700005	-163.40001	120.0	1200000	-5.122274e-09	1.9861608	-0.019127414	-0.046815217	3.3723674	0.008415433	0.09876667	49.0	303.8858006000519
10	-123.246056	19.046202	-81.950005	-154.5	120.0	1320000	7.450581e-09	2.6967692	-0.018714843	-0.06668517	3.3494208	0.007882561	0.094325006	49.0	333.1097249984741
11	-109.47703	29.015913	-25.7	-164.2	120.0	1440000	-2.561137e-09	3.777577	-0.019619402	-0.07454488	3.3216832	0.007559982	0.101925	49.0	361.2550015449524
12	-91.33195	27.591127	-16.500002	-129.35	120.0	1560000	-5.5879354e-09	4.6809354	-0.01932534	-0.14644673	3.285779	0.00898857	0.10415833	49.0	390.74266839027405
13	-84.64868	31.255648	-25.750002	-156.55	120.0	1680000	1.8626451e-09	5.185256	-0.018801242	-0.11093381	3.2503386	0.007832287	0.104075	49.0	419.3523659706116
14	-65.215385	34.173542	-8.000002	-145.45	120.0	1800000	4.656613e-10	6.6193094	-0.018515795	-0.1870023	3.2033806	0.0077366615	0.100766666	49.0	449.2558317184448
15	-51.448723	35.694088	23.799997	-104.3	120.0	1920000	-3.3760443e-09	7.146063	-0.018509347	-0.16716576	3.166203	0.007894166	0.1057	49.0	477.63624000549316
16	-40.73158	51.008034	86.9	-138.15001	120.0	2040000	5.122274e-09	9.080301	-0.017739827	-0.2888127	3.119553	0.008305574	0.10471666	49.0	505.86288261413574
17	-10.846055	49.23318	128.9	-110.05	120.0	2160000	4.656613e-09	9.782753	-0.018159095	-0.29151326	3.0807612	0.008341752	0.104033336	49.0	535.2958104610443
18	6.809457	56.826702	153.5	-127.8	120.0	2280000	-4.1909516e-09	10.275801	-0.017982421	-0.38680834	3.0308309	0.008595642	0.10765	49.0	564.2438411712646
19	31.086763	59.86909	149.5	-98.1	120.0	2400000	0.0	16.628647	-0.017750336	-1.0233467	2.9797745	0.00836486	0.100258335	49.0	592.3036212921143
20	36.17051	65.52348	143.59999	-126.75	120.0	2520000	9.313226e-10	16.149986	-0.016485922	-0.7883163	2.9114041	0.007828919	0.10128333	49.0	622.7678587436676
21	68.730255	82.4465	268.95	-97.6	120.0	2640000	1.8626451e-09	14.947895	-0.016877782	-0.92609984	2.8719962	0.008964466	0.11264167	49.0	648.5976846218109
22	96.673615	79.98132	239.4	-70.0	120.0	2760000	-2.7939677e-09	20.46679	-0.01686645	-1.3244171	2.8012638	0.008102942	0.09928334	49.0	675.9009695053101
23	105.98513	63.526035	225.4	-19.400002	120.0	2880000	4.656613e-09	20.716381	-0.016487889	-1.0518026	2.7569704	0.007855186	0.094966665	49.0	705.2826051712036
24	114.31892	83.9654	313.95	-77.55	120.0	3000000	-4.656613e-09	20.82909	-0.016235583	-1.2669842	2.699266	0.007400349	0.101175	49.0	733.1959664821625
25	159.95714	101.54019	354.3	-62.100002	120.0	3120000	2.7939677e-09	26.355148	-0.016138332	-1.7358674	2.6560106	0.008006081	0.093266666	49.0	764.9754328727722
26	196.20139	104.0307	447.95	36.1	120.0	3240000	1.3969839e-09	29.662312	-0.015868869	-2.0389295	2.6157627	0.007280021	0.093041666	49.0	797.8629117012024
27	199.6157	106.598724	504.65	-7.6500025	120.0	3360000	-5.122274e-09	29.988258	-0.016589288	-2.1002142	2.5611777	0.008125459	0.0993	49.0	828.23903632164
