Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	EpNum	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
0	-50.572872	2.964028	-43.9	-58.350002	60.0	94.0	80000	1.1222437e-07	2.8999128	-0.016169393	-2.2701342	3.4857736	0.0076698894	0.095312506	49.0	30.41821599006653
1	-49.91591	2.41238	-43.0	-54.800003	60.0	182.0	160000	3.4924597e-10	0.6332126	-0.014344497	-0.028375313	3.4794774	0.0073294025	0.072825	49.0	69.94439697265625
2	-48.75	2.3773673	-40.600002	-54.4	60.0	270.0	240000	-2.7939677e-09	0.5650897	-0.016438996	-0.012670152	3.4673562	0.0067746374	0.087175	49.0	112.35031294822693
3	-47.413063	2.4716635	-40.3	-52.05	60.0	358.0	320000	1.8626451e-09	0.5379779	-0.016540794	-0.010610778	3.454248	0.007234199	0.0902125	49.0	152.96140265464783
4	-46.248882	2.5519211	-39.15	-50.850002	60.0	447.0	400000	-1.1874363e-08	0.5010565	-0.016962286	-0.010874424	3.4371915	0.0064257556	0.083425	49.0	194.45651197433472
5	-45.260227	2.6980758	-35.95	-49.65	60.0	535.0	480000	-3.7252903e-09	0.49517065	-0.01831701	-0.013989989	3.4183276	0.007382192	0.099612504	49.0	235.5960991382599
6	-43.275	3.5545506	-30.0	-49.3	60.0	623.0	560000	9.313226e-10	0.53084046	-0.020344144	-0.018858392	3.397658	0.007770745	0.110837504	49.0	277.9769949913025
7	-41.51875	4.66564	-24.800001	-48.600002	60.0	711.0	640000	8.4983185e-09	0.58499074	-0.020504393	-0.013738934	3.3669991	0.008466158	0.1129125	49.0	318.9245345592499
8	-37.734272	7.0993495	-12.650001	-48.100002	60.0	800.0	720000	-1.8626451e-09	0.7478911	-0.02194599	-0.022323556	3.3376598	0.009065064	0.119525	49.0	360.0118877887726
9	-31.38466	9.781634	-5.05	-46.7	60.0	888.0	800000	9.313226e-10	1.4413106	-0.022460941	-0.07255043	3.3030992	0.0094376495	0.12518749	49.0	401.2882766723633
10	-24.30699	11.381854	3.8499997	-47.100002	60.0	981.0	880000	-2.7939677e-09	2.1685324	-0.022573093	-0.12062578	3.2577095	0.0089944415	0.1219875	49.0	444.5709900856018
11	-20.423119	11.627014	9.4	-41.9	60.0	1074.0	960000	-1.21071935e-08	2.3596582	-0.020929482	-0.05929543	3.2162938	0.008406114	0.1119625	49.0	486.76816511154175
12	-14.686316	14.029249	11.9	-43.25	60.0	1169.0	1040000	0.0	3.2891822	-0.020469878	-0.09733823	3.1715906	0.008008991	0.115125	49.0	528.9061133861542
13	-8.875522	14.792745	20.9	-42.15	60.0	1265.0	1120000	3.259629e-09	3.8700101	-0.020357734	-0.13518408	3.1211677	0.008090034	0.111274995	49.0	572.9210653305054
14	-3.54375	13.90666	31.8	-38.75	60.0	1361.0	1200000	3.259629e-09	3.9721606	-0.0204572	-0.09332591	3.077364	0.008846145	0.1212125	49.0	615.4989387989044
15	1.282474	17.405077	38.75	-46.15	60.0	1458.0	1280000	0.0	4.6105747	-0.019616002	-0.18353528	3.0332735	0.008749061	0.1212	49.0	657.7048270702362
16	8.701562	15.36942	40.35	-32.05	60.0	1554.0	1360000	5.5879354e-09	5.8651986	-0.018803904	-0.204077	2.9678864	0.008856389	0.12015	49.0	699.9680016040802
17	12.8151045	17.008478	47.4	-24.95	60.0	1650.0	1440000	9.313226e-10	5.733224	-0.019172346	-0.19154376	2.9209948	0.008911433	0.1242	49.0	745.0287227630615
18	16.096428	18.09068	52.3	-26.050001	60.0	1748.0	1520000	8.381903e-09	6.7089977	-0.017933376	-0.24327785	2.8657115	0.008626906	0.121024996	49.0	787.7072825431824
19	22.879898	18.220821	60.149998	-37.25	60.0	1845.0	1600000	-8.8475645e-09	7.8126907	-0.019072503	-0.3181293	2.8050222	0.009482685	0.126725	49.0	831.5828955173492
20	26.553999	15.577625	60.45	-16.5	60.0	1945.0	1680000	3.259629e-09	7.677451	-0.017921945	-0.32811368	2.7560809	0.008328961	0.115925	49.0	875.6064932346344
21	27.805052	18.7652	64.95	-19.050001	60.0	2044.0	1760000	-3.7252903e-09	8.591282	-0.017594256	-0.2935788	2.7007546	0.00889697	0.115325004	49.0	914.0757954120636
22	33.527943	21.011242	69.85	-20.2	60.0	2146.0	1840000	-3.7252903e-09	9.418793	-0.017526899	-0.40948123	2.6402035	0.0080905575	0.113225	49.0	951.1712789535522
23	34.2451	20.976398	76.5	-35.45	60.0	2248.0	1920000	-8.8475645e-09	9.428051	-0.018156257	-0.3604197	2.604763	0.00926202	0.118599996	49.0	989.2462992668152
24	35.926235	21.420685	79.7	-34.95	60.0	2349.0	2000000	-2.7939677e-09	9.121891	-0.017243445	-0.36073476	2.540942	0.009074733	0.12025	49.0	1026.9594898223877
25	38.249	20.473408	81.5	-13.900001	60.0	2449.0	2080000	-7.683411e-09	10.382818	-0.017588511	-0.46256185	2.5006528	0.009472689	0.1181875	49.0	1065.3800818920135
26	39.272327	24.006887	76.5	-29.6	60.0	2552.0	2160000	9.313226e-10	10.501177	-0.016629571	-0.53307545	2.459533	0.009249808	0.1135125	49.0	1104.51198220253
27	45.108418	22.09462	86.5	-24.4	60.0	2653.0	2240000	9.313226e-10	11.608508	-0.016652836	-0.66517305	2.4021654	0.008853947	0.1114375	49.0	1142.818903207779
28	45.529324	22.61535	79.35	-19.85	60.0	2757.0	2320000	-3.7252903e-09	10.159663	-0.016315691	-0.52940047	2.3537107	0.008199695	0.105225	49.0	1181.3447334766388
29	48.087864	20.70456	84.0	-3.0000007	60.0	2860.0	2400000	1.0244548e-08	11.224985	-0.016391924	-0.60851014	2.3235269	0.008785528	0.109775	49.0	1219.2365760803223
30	51.434467	19.81651	91.549995	-10.800001	60.0	2963.0	2480000	1.3969839e-09	11.934547	-0.016255036	-0.57400525	2.292979	0.008870957	0.11211251	49.0	1258.2591116428375
31	51.713593	26.61874	86.1	-29.550001	60.0	3066.0	2560000	-2.7939677e-09	11.283764	-0.016418371	-0.6144494	2.2333426	0.008819023	0.1125625	49.0	1299.196296453476
32	52.940384	21.637768	93.75	-12.85	60.0	3170.0	2640000	2.0954758e-09	11.953928	-0.016172457	-0.6123539	2.1983304	0.009195787	0.109325	49.0	1347.1098239421844
33	51.28125	25.182005	89.3	-7.4000006	60.0	3274.0	2720000	-1.3969839e-09	11.492487	-0.01606704	-0.6691115	2.1543767	0.008387072	0.1104125	49.0	1397.1897602081299
34	54.25721	21.431585	90.35	-0.7500003	60.0	3378.0	2800000	2.3283064e-10	11.441403	-0.015758693	-0.6936972	2.1263835	0.008788936	0.1029625	49.0	1438.3353698253632
35	57.797115	23.489492	89.049995	-20.050001	60.0	3482.0	2880000	-1.8626451e-09	11.11001	-0.016074518	-0.72173214	2.110424	0.009377964	0.105375	49.0	1477.2643458843231
36	58.613945	21.641203	93.05	-4.100001	60.0	3586.0	2960000	-3.4924597e-09	11.411583	-0.015877638	-0.7437228	2.0586295	0.00819437	0.1087625	49.0	1517.2292795181274
37	56.918755	24.441847	91.549995	-23.7	60.0	3690.0	3040000	-2.7939677e-09	11.793029	-0.016009642	-0.70185685	2.0379286	0.009728229	0.109612495	49.0	1557.3589928150177
38	61.008575	20.130272	96.5	0.44999945	60.0	3795.0	3120000	-4.656613e-09	11.699905	-0.015895594	-0.71191394	1.9900782	0.007991182	0.1040625	49.0	1597.9556415081024
39	61.486187	24.56952	97.1	-19.150002	59.990475	3900.0	3200000	0.0	11.156	-0.015571538	-0.672652	1.973679	0.0083927	0.105537504	49.0	1640.7969827651978
40	59.51587	25.580067	95.0	-21.75	59.932693	4004.0	3280000	5.5879354e-09	11.615931	-0.015704628	-0.76498497	1.945554	0.008515086	0.105924994	49.0	1687.3303110599518
41	65.940956	21.99911	109.1	-2.5000002	59.8	4109.0	3360000	2.7939677e-09	12.1047	-0.015472584	-0.73730135	1.9134951	0.008379293	0.1039125	49.0	1733.6528601646423
