Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	EpNum	TrainIter	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
0	-161.12709	7.2593174	-146.90001	-173.35	100.0	24.0	0.0	8.568168e-08	5.013719	-0.0059867026	-3.872064	3.4871747	0.0151430555	0.094174996	22.0	19.880903720855713
1	-158.2375	5.9986496	-147.5	-168.8	100.0	48.0	0.0	2.0023435e-08	1.1406218	-0.0048784125	-0.048768714	3.46384	0.014388944	0.054725	49.0	40.06071853637695
2	-156.09167	5.1322246	-148.5	-164.25	100.0	72.0	0.0	-1.7345883e-08	1.0327418	-0.0039458117	-0.0680054	3.452766	0.012768775	0.0612375	49.0	59.04130792617798
3	-154.96458	4.044402	-147.2	-162.2	100.0	96.0	0.0	-1.6530976e-08	0.8611124	-0.004597383	-0.09681029	3.4310808	0.015083857	0.1133375	38.0	77.43776226043701
4	-150.99167	4.961637	-139.85	-158.45	100.0	120.0	0.0	-1.7345883e-08	0.55369365	-0.006243124	-0.14109705	3.4029698	0.015056128	0.1098125	36.0	97.27891874313354
5	-146.11665	4.125699	-133.95	-152.6	100.0	144.0	0.0	1.1874363e-08	0.41485196	-0.007610939	-0.15825054	3.3534703	0.015066359	0.1509	45.0	121.44695258140564
6	-143.9875	3.8326783	-135.35	-150.55	100.0	168.0	0.0	-2.2351742e-08	0.37779546	-0.0056620995	-0.13563421	3.297483	0.014380114	0.13877499	49.0	141.59627604484558
7	-139.282	4.661543	-130.75	-148.65001	100.0	193.0	0.0	-3.259629e-09	0.35478482	-0.004950138	-0.08012222	3.2287047	0.01406035	0.095162496	49.0	164.58018946647644
8	-136.5	3.9374793	-125.9	-144.45	100.0	217.0	0.0	-4.4237822e-09	0.36496758	-0.00438265	-0.048968825	3.1515968	0.015463164	0.098325	38.0	181.89858961105347
9	-138.79582	3.44897	-132.0	-144.35	100.0	241.0	0.0	-7.450581e-09	0.35340905	-0.0035084207	-0.030619469	3.0781636	0.014207501	0.059375003	49.0	201.8666570186615
10	-136.06459	4.256306	-127.55	-143.65001	100.0	265.0	0.0	1.17579475e-08	0.32961732	-0.0037418278	-0.01780516	3.0845037	0.012880783	0.0528625	49.0	219.51432490348816
11	-135.01459	4.205985	-127.15	-143.55	100.0	289.0	0.0	-9.313226e-10	0.34795168	-0.0038112446	-0.019090265	3.0407662	0.014859434	0.0634875	49.0	238.01478719711304
12	-137.6125	3.8112571	-126.3	-143.35	100.0	313.0	0.0	-5.5879354e-09	0.29757777	-0.0033540628	-0.012292113	3.021378	0.014002487	0.072987504	49.0	257.6388750076294
13	-138.89166	2.5056877	-135.2	-144.90001	100.0	337.0	0.0	-1.2572855e-08	0.28541845	-0.0033735277	-0.013496913	2.9694166	0.014108306	0.0768875	49.0	278.11321234703064
14	-139.21251	2.83895	-133.8	-144.6	100.0	361.0	0.0	-4.656613e-10	0.2764668	-0.0025066747	-0.013028262	2.922749	0.01100369	0.04105	49.0	295.9721326828003
